"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,262985,0.0595835903078867,"DNA"
1,977296,0.221422531602702,"DNA"
2,922507,0.209009179778914,"DNA"
3,897841,0.203420690555063,"DNA"
4,685710,0.155358912903858,"DNA"
5,602738,0.136560237485009,"DNA"
6,528698,0.119785254020568,"DNA"
7,593293,0.134420316917455,"DNA"
8,517166,0.117172489173027,"DNA"
9,538087,0.121912486864269,"DNA"
10,474250,0.10744916137238,"DNA"
11,422992,0.0958358158507657,"DNA"
12,379343,0.0859464148075543,"DNA"
13,335786,0.0760778578820999,"DNA"
14,265231,0.0600924586609544,"DNA"
15,228889,0.0518585790139433,"DNA"
16,192392,0.0435895815598416,"DNA"
17,152985,0.034661275598426,"DNA"
18,131065,0.0296949379763225,"DNA"
19,98431,0.0223011669015176,"DNA"
20,95644,0.0216697260733788,"DNA"
21,72487,0.0164231256940426,"DNA"
22,72834,0.016501744268626,"DNA"
23,58220,0.0131907014762255,"DNA"
24,61027,0.0138266736343115,"DNA"
25,50686,0.0114837494851248,"DNA"
26,48485,0.0109850766244382,"DNA"
27,43649,0.00988940104321139,"DNA"
28,29459,0.00667442244569095,"DNA"
29,31342,0.00710104716021745,"DNA"
30,25346,0.00574255444205448,"DNA"
31,24784,0.00561522407053887,"DNA"
32,27404,0.00620882829361875,"DNA"
33,20828,0.00471892700698772,"DNA"
34,25163,0.00570109277303783,"DNA"
35,21372,0.00484217918155087,"DNA"
36,18473,0.0041853629057079,"DNA"
37,16575,0.00375533969372102,"DNA"
38,12327,0.00279288521294112,"DNA"
39,13445,0.00304618655698818,"DNA"
40,8324,0.0018859395240141,"DNA"
41,5019,0.00113713725024349,"DNA"
42,5481,0.00124181097202322,"DNA"
43,3466,0.000785279479845373,"DNA"
44,3402,0.000770779224014414,"DNA"
45,2158,0.000488930501300148,"DNA"
46,669,0.000151572986732993,"DNA"
47,623,0.000141150927854491,"DNA"
48,600,0.000135939898415241,"DNA"
49,638,0.000144549425314872,"DNA"
50,373,8.45093035148079e-05,"DNA"
51,1278,0.000289551983624462,"DNA"
52,141,3.19458761275815e-05,"DNA"
53,0,0,"DNA"
54,305,6.91027816944139e-05,"DNA"
55,423,9.58376283827446e-05,"DNA"
56,264,5.98135553027058e-05,"DNA"
57,366,8.29233380332967e-05,"DNA"
58,0,0,"DNA"
59,132,2.99067776513529e-05,"DNA"
60,192,4.3500767492877e-05,"DNA"
61,93,2.10706842543623e-05,"DNA"
62,0,0,"DNA"
63,175,3.96491370377785e-05,"DNA"
64,0,0,"DNA"
65,51,1.15548913652954e-05,"DNA"
66,54,1.22345908573716e-05,"DNA"
67,0,0,"DNA"
68,202,4.57664324664643e-05,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,3955244,0.896125779279149,"LINE"
1,4552405,1.03142245540839,"LINE"
2,2712394,0.614537608036847,"LINE"
3,1836551,0.416100927290681,"LINE"
4,1365180,0.309304050864197,"LINE"
5,1043731,0.236474476854729,"LINE"
6,893580,0.202455290709818,"LINE"
7,754855,0.171024853363727,"LINE"
8,678587,0.153745079743171,"LINE"
9,563975,0.127777840347892,"LINE"
10,480764,0.108925015536174,"LINE"
11,392223,0.0888645912935348,"LINE"
12,317763,0.0719944499002035,"LINE"
13,272540,0.0617484331901494,"LINE"
14,247656,0.0561105524698747,"LINE"
15,190988,0.0432714821975499,"LINE"
16,180057,0.0407948838149216,"LINE"
17,146825,0.0332656259746962,"LINE"
18,165514,0.0374999272438335,"LINE"
19,136466,0.030918623628557,"LINE"
20,134435,0.0304584670724214,"LINE"
21,127609,0.0289119241614507,"LINE"
22,114656,0.025977208321163,"LINE"
23,138030,0.0312729736304261,"LINE"
24,136707,0.0309732261544205,"LINE"
25,150227,0.0340364051987106,"LINE"
26,133477,0.0302414163679518,"LINE"
27,111717,0.0253113293854257,"LINE"
28,106219,0.0240656667829474,"LINE"
29,102165,0.0231471662026551,"LINE"
30,90957,0.0206078089002584,"LINE"
31,101857,0.0230773837214686,"LINE"
32,90595,0.0205257918282145,"LINE"
33,75648,0.0171393023921935,"LINE"
34,66082,0.0149719672784599,"LINE"
35,73604,0.0166762004715923,"LINE"
36,61032,0.0138278064667983,"LINE"
37,39931,0.00904702680603162,"LINE"
38,37500,0.00849624365095253,"LINE"
39,28614,0.00648297375542282,"LINE"
40,18487,0.00418853483667092,"LINE"
41,13372,0.00302964720268099,"LINE"
42,8696,0.00197022226103155,"LINE"
43,6867,0.00155583213736243,"LINE"
44,8664,0.00196297213311607,"LINE"
45,5768,0.00130683555676518,"LINE"
46,6209,0.00140675138210038,"LINE"
47,1722,0.00039014750845174,"LINE"
48,338,7.65794761072522e-05,"LINE"
49,1355,0.000306997603921085,"LINE"
50,12,2.71879796830481e-06,"LINE"
51,149,3.37584081064514e-05,"LINE"
52,0,0,"LINE"
53,10,2.26566497358734e-06,"LINE"
54,342,7.74857420966871e-05,"LINE"
55,231,5.23368608898676e-05,"LINE"
56,0,0,"LINE"
57,0,0,"LINE"
58,0,0,"LINE"
59,0,0,"LINE"
60,0,0,"LINE"
61,0,0,"LINE"
62,0,0,"LINE"
63,40,9.06265989434937e-06,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,330051,0.0747784990197476,"LTR"
1,916887,0.207735876063758,"LTR"
2,1407064,0.31879356203957,"LTR"
3,780778,0.176898136674758,"LTR"
4,459677,0.104147407806371,"LTR"
5,383026,0.0867808592173265,"LTR"
6,419160,0.094967613032887,"LTR"
7,415963,0.0942432799408312,"LTR"
8,434880,0.0985292383713663,"LTR"
9,645983,0.146358105663287,"LTR"
10,356907,0.0808631688728138,"LTR"
11,322800,0.0731356653473994,"LTR"
12,313987,0.0711389348061769,"LTR"
13,414418,0.0938932347024119,"LTR"
14,583559,0.132214918632166,"LTR"
15,729701,0.165325799689166,"LTR"
16,690445,0.156431705268851,"LTR"
17,555635,0.12588827575992,"LTR"
18,483991,0.109656145623151,"LTR"
19,424882,0.0962640265307737,"LTR"
20,250835,0.0568308073649781,"LTR"
21,173930,0.0394067108856046,"LTR"
22,186947,0.0423559269817233,"LTR"
23,209594,0.0474869784474065,"LTR"
24,174342,0.0395000562825164,"LTR"
25,166989,0.0378341128274377,"LTR"
26,145368,0.0329355185880445,"LTR"
27,115164,0.0260923041018213,"LTR"
28,83859,0.0189996399020061,"LTR"
29,81840,0.0185422021438388,"LTR"
30,70891,0.016061525564258,"LTR"
31,72947,0.0165273462828276,"LTR"
32,61596,0.0139555899713086,"LTR"
33,83283,0.0188691375995275,"LTR"
34,47518,0.0107659868214923,"LTR"
35,50883,0.0115283830851045,"LTR"
36,32430,0.00734755150934375,"LTR"
37,19188,0.00434735795131939,"LTR"
38,21197,0.00480253004451309,"LTR"
39,26951,0.00610619367031525,"LTR"
40,19935,0.00451660312484637,"LTR"
41,7660,0.0017354993697679,"LTR"
42,3302,0.00074812257427854,"LTR"
43,6132,0.00138930576180376,"LTR"
44,2848,0.000645261384477675,"LTR"
45,1079,0.000244465250650074,"LTR"
46,1613,0.000365451760239638,"LTR"
47,118,2.67348466883306e-05,"LTR"
48,1452,0.000328974554164882,"LTR"
49,438,9.92361258431256e-05,"LTR"
50,465,0.000105353421271811,"LTR"
51,246,5.57353583502486e-05,"LTR"
52,49,1.1101758370578e-05,"LTR"
53,0,0,"LTR"
54,0,0,"LTR"
55,37,8.38296040227317e-06,"LTR"
56,81,1.83518862860575e-05,"LTR"
57,106,2.40160487200258e-05,"LTR"
58,0,0,"LTR"
59,37,8.38296040227317e-06,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,18,4.07819695245722e-06,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,58683,0.0132956017645026,"SINE"
1,100554,0.0227821675754102,"SINE"
2,313652,0.0710630350295617,"SINE"
3,469071,0.106275773482559,"SINE"
4,537848,0.1218583374714,"SINE"
