"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,15347,0.000649537456936459,"DNA"
1,25575,0.00108242135017593,"DNA"
2,96694,0.00409242033368176,"DNA"
3,546511,0.0231302121018962,"DNA"
4,1589225,0.0672614299211471,"DNA"
5,1630801,0.0690210682419648,"DNA"
6,1111088,0.0470250390273419,"DNA"
7,1021342,0.0432266817842182,"DNA"
8,1465500,0.0620249653443918,"DNA"
9,1923132,0.0813935146043609,"DNA"
10,2007857,0.0849793659785019,"DNA"
11,1815923,0.076856063557205,"DNA"
12,1617468,0.068456770143748,"DNA"
13,1545862,0.0654261596569172,"DNA"
14,1662814,0.0703759677408185,"DNA"
15,1878728,0.0795141856646459,"DNA"
16,2169866,0.0918361401924081,"DNA"
17,2444153,0.103444902846395,"DNA"
18,2582293,0.109291459456885,"DNA"
19,2705640,0.1145119257826,"DNA"
20,2647676,0.112058691329361,"DNA"
21,2577134,0.10907311295657,"DNA"
22,2513051,0.106360901524182,"DNA"
23,2364621,0.100078836968694,"DNA"
24,2312877,0.0978888541595639,"DNA"
25,2162401,0.0915201958960615,"DNA"
26,2009184,0.0850355291508062,"DNA"
27,1868309,0.0790732179990551,"DNA"
28,1673591,0.0708320871891409,"DNA"
29,1545624,0.0654160866840397,"DNA"
30,1345754,0.0569569056377186,"DNA"
31,1161952,0.0491777772308746,"DNA"
32,959346,0.0406027993198778,"DNA"
33,796283,0.0337014162260855,"DNA"
34,670148,0.0283629522180918,"DNA"
35,533123,0.0225635862158295,"DNA"
36,414015,0.0175225288482145,"DNA"
37,345890,0.0146392461705709,"DNA"
38,248734,0.0105272724189505,"DNA"
39,193591,0.00819343232070021,"DNA"
40,128406,0.00543458048448446,"DNA"
41,99980,0.00423149507685588,"DNA"
42,77717,0.00328924887865581,"DNA"
43,49749,0.00210554759530409,"DNA"
44,39228,0.00166026294133729,"DNA"
45,26888,0.00113799199466394,"DNA"
46,17283,0.000731475589250852,"DNA"
47,10007,0.000423530418424653,"DNA"
48,8362,0.00035390840000669,"DNA"
49,4966,0.00021017808113289,"DNA"
50,4679,0.000198031260898266,"DNA"
51,1388,5.8744900646889e-05,"DNA"
52,574,2.42936404692466e-05,"DNA"
53,1055,4.46512033014898e-05,"DNA"
54,0,0,"DNA"
55,376,1.59136042098201e-05,"DNA"
56,637,2.69600156427005e-05,"DNA"
57,192,8.12609576671663e-06,"DNA"
58,199,8.42235967487818e-06,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,1882127,0.079658042953766,"LINE"
1,4910592,0.207833025329545,"LINE"
2,17811225,0.753831875377799,"LINE"
3,37180655,1.57361230832944,"LINE"
4,52476900,2.22100164031465,"LINE"
5,46432786,1.96519409245552,"LINE"
6,32845016,1.39011325768406,"LINE"
7,20549741,0.869735225766788,"LINE"
8,14903572,0.630770069469565,"LINE"
9,13958345,0.590764834452449,"LINE"
10,13408512,0.567494023964423,"LINE"
11,12453561,0.527077236055455,"LINE"
12,11637157,0.492524230387067,"LINE"
13,12018371,0.508658508885052,"LINE"
14,12691782,0.537159562407762,"LINE"
15,13390570,0.566734657244389,"LINE"
16,14015868,0.593199404279475,"LINE"
17,14273653,0.604109745931678,"LINE"
18,14235825,0.602508735771973,"LINE"
19,14407936,0.609793061128772,"LINE"
20,14341233,0.6069699623479,"LINE"
21,14443582,0.611301721595961,"LINE"
22,14208645,0.601358385339997,"LINE"
23,13891502,0.587935810393415,"LINE"
24,13261598,0.561276121706759,"LINE"
25,12766502,0.540321968010309,"LINE"
26,12426564,0.525934630808507,"LINE"
27,12207095,0.516645953142749,"LINE"
28,11802486,0.499521518340272,"LINE"
29,11571662,0.489752258292061,"LINE"
30,10960541,0.463887530317834,"LINE"
31,10270811,0.434695800978368,"LINE"
32,9607861,0.406637492704697,"LINE"
33,8821943,0.373374758679768,"LINE"
34,8009546,0.338991342937094,"LINE"
35,7108100,0.300839069371867,"LINE"
36,6210671,0.262856808966509,"LINE"
37,5286897,0.223759538181077,"LINE"
38,4344348,0.183867645270541,"LINE"
39,3504045,0.148303152296274,"LINE"
40,2808220,0.11885346173963,"LINE"
41,2134440,0.090336790876618,"LINE"
42,1591438,0.0673550916395416,"LINE"
43,1146857,0.048538905274632,"LINE"
44,842780,0.0356693280743409,"LINE"
45,576090,0.0243820964075405,"LINE"
46,385216,0.0163036568066225,"LINE"
47,247987,0.0104956568276081,"LINE"
48,166668,0.00705395900649546,"LINE"
49,111877,0.00473501675048415,"LINE"
50,74539,0.00315474506435047,"LINE"
51,48425,0.00204951139324611,"LINE"
52,27156,0.00114933467000498,"LINE"
53,18491,0.000782602275116444,"LINE"
54,10141,0.000429201756095174,"LINE"
55,7363,0.000311627307970493,"LINE"
56,4305,0.000182202303519349,"LINE"
57,1517,6.42046212401517e-05,"LINE"
58,1779,7.52933560884838e-05,"LINE"
59,1388,5.8744900646889e-05,"LINE"
60,318,1.34588461136244e-05,"LINE"
61,256,1.08347943556222e-05,"LINE"
62,104,4.40163520697151e-06,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,173,7.3219508731353e-06,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,18902,0.000799997198867072,"LTR"
1,73474,0.00310967062689447,"LTR"
2,142588,0.00603481116241975,"LTR"
3,221106,0.00935796109685233,"LTR"
4,305815,0.0129431352963461,"LTR"
5,366523,0.0155125052015848,"LTR"
6,568686,0.0240687338395365,"LTR"
7,878393,0.0371765918688204,"LTR"
