"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,1999405,0.0832613519424563,"DNA"
1,10310763,0.429371771571171,"DNA"
2,12481111,0.519751713936828,"DNA"
3,11154461,0.464505942042459,"DNA"
4,10595271,0.441219556646453,"DNA"
5,11233744,0.46780752914765,"DNA"
6,10935923,0.455405349950912,"DNA"
7,9690422,0.403538871120619,"DNA"
8,7211563,0.300311585195694,"DNA"
9,5923635,0.246678316055853,"DNA"
10,4921471,0.204945135680661,"DNA"
11,4051082,0.16869947016725,"DNA"
12,3719768,0.154902539801734,"DNA"
13,3696189,0.153920637977216,"DNA"
14,3728123,0.155250467607996,"DNA"
15,3570469,0.148685271872697,"DNA"
16,3236888,0.134793936679319,"DNA"
17,3029330,0.126150585439089,"DNA"
18,2929370,0.12198794468338,"DNA"
19,2891519,0.120411713038279,"DNA"
20,2638494,0.10987497657156,"DNA"
21,2588283,0.10778403664574,"DNA"
22,2456062,0.102277948977067,"DNA"
23,2384921,0.0993154197053398,"DNA"
24,2346601,0.0977196574628552,"DNA"
25,2210560,0.0920544932867109,"DNA"
26,2050712,0.0853979326672778,"DNA"
27,1878389,0.0782218748146767,"DNA"
28,1752839,0.0729935880311709,"DNA"
29,1598272,0.0665569444368567,"DNA"
30,1429268,0.0595190999162704,"DNA"
31,1223763,0.0509612418880398,"DNA"
32,1016982,0.042350247309146,"DNA"
33,872506,0.0363338238815572,"DNA"
34,720258,0.0299937505544748,"DNA"
35,581142,0.0242005339541228,"DNA"
36,453412,0.0188814652893901,"DNA"
37,356015,0.0148255557087201,"DNA"
38,288713,0.0120228941626946,"DNA"
39,209958,0.00874329459570935,"DNA"
40,156137,0.00650202320602344,"DNA"
41,137096,0.00570909760949032,"DNA"
42,100048,0.00416630534540969,"DNA"
43,72860,0.00303411370008946,"DNA"
44,51479,0.00214374333196411,"DNA"
45,29877,0.00124416984652172,"DNA"
46,18828,0.000784055623734345,"DNA"
47,12322,0.00051312584425614,"DNA"
48,8256,0.000343805142848457,"DNA"
49,4465,0.0001859362842561,"DNA"
50,1462,6.08821607127476e-05,"DNA"
51,346,1.44085004149184e-05,"DNA"
52,276,1.14934858801083e-05,"DNA"
53,0,0,"DNA"
54,646,2.69014198498187e-05,"DNA"
55,0,0,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,275,1.14518428153253e-05,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
