"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,4194,0.000174255722264273,"DNA"
1,2932,0.0001218211200951,"DNA"
2,19434,0.000807459634354764,"DNA"
3,78100,0.00324496230539812,"DNA"
4,233502,0.00970173096331718,"DNA"
5,611053,0.0253885269090965,"DNA"
6,1298783,0.0539628921625082,"DNA"
7,1734011,0.072046099003146,"DNA"
8,2060671,0.0856184342999622,"DNA"
9,2309836,0.0959709443233236,"DNA"
10,2652449,0.110206107835992,"DNA"
11,3032840,0.126010902411058,"DNA"
12,3288704,0.136641747933573,"DNA"
13,3335983,0.138606134269513,"DNA"
14,3177422,0.132018112910918,"DNA"
15,2935260,0.121956569225901,"DNA"
16,2810787,0.116784863809258,"DNA"
17,2623510,0.109003726732843,"DNA"
18,2597084,0.107905757797088,"DNA"
19,2640847,0.109724058506065,"DNA"
20,2608529,0.108381283963353,"DNA"
21,2571818,0.106855985484563,"DNA"
22,2491285,0.103509934916821,"DNA"
23,2484655,0.103234466285774,"DNA"
24,2313792,0.0961353114280631,"DNA"
25,2204155,0.0915800242030063,"DNA"
26,2055630,0.0854089867329774,"DNA"
27,1913631,0.0795090968174303,"DNA"
28,1755871,0.0729543560581524,"DNA"
29,1582343,0.0657444736134517,"DNA"
30,1382202,0.057428852604941,"DNA"
31,1213386,0.0504147481677055,"DNA"
32,1011486,0.0420260427969004,"DNA"
33,882141,0.0366519115626915,"DNA"
34,719744,0.029904508956933,"DNA"
35,583573,0.0242467655243034,"DNA"
36,475594,0.019760366231415,"DNA"
37,350042,0.0145438296454055,"DNA"
38,274118,0.0113892775573767,"DNA"
39,216417,0.00899186949100314,"DNA"
40,149788,0.00622351362101119,"DNA"
41,113330,0.00470872699194326,"DNA"
42,88607,0.00368151568494765,"DNA"
43,61924,0.00257286870421861,"DNA"
44,40281,0.00167362774166122,"DNA"
45,26313,0.0010932739198712,"DNA"
46,21758,0.000904019076067251,"DNA"
47,13869,0.000576240489290224,"DNA"
48,11649,0.000484002124143184,"DNA"
49,5824,0.000241980287665028,"DNA"
50,6334,0.000263170182360969,"DNA"
51,3256,0.000135282935548992,"DNA"
52,2733,0.00011355290628237,"DNA"
53,527,2.18962245191397e-05,"DNA"
54,256,1.06364961611001e-05,"DNA"
55,759,3.15355491651367e-05,"DNA"
56,819,3.40284779528945e-05,"DNA"
57,253,1.05118497217122e-05,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,1296854,0.0538827445019817,"LINE"
1,6045717,0.251192365865616,"LINE"
2,10865139,0.45143362993484,"LINE"
3,11242721,0.467121713893827,"LINE"
4,14876972,0.618120529557789,"LINE"
5,13338696,0.554206987492506,"LINE"
6,9752730,0.405214356270492,"LINE"
7,7592769,0.315470540314922,"LINE"
8,7201743,0.299223874112225,"LINE"
9,7655122,0.318061233459973,"LINE"
10,8756118,0.363806310520077,"LINE"
11,10039406,0.417125403823146,"LINE"
12,10543421,0.438066628872509,"LINE"
13,10350872,0.430066446453276,"LINE"
14,10333580,0.429347984376644,"LINE"
15,10830825,0.450007923961121,"LINE"
16,11478664,0.476924865509992,"LINE"
17,12271676,0.509873572907283,"LINE"
18,12611412,0.523989200484578,"LINE"
19,12666673,0.526285229446916,"LINE"
20,12701245,0.527721655014422,"LINE"
21,12455864,0.517526365699942,"LINE"
22,11881180,0.493648927575545,"LINE"
23,11830685,0.491550920256581,"LINE"
24,11776449,0.4892974788277,"LINE"
25,12061028,0.501121398519223,"LINE"
26,11819998,0.491106888090668,"LINE"
27,11683274,0.485426168164378,"LINE"
28,11243950,0.467172777385162,"LINE"
29,10778816,0.44784701173908,"LINE"
30,10482416,0.435531943527556,"LINE"
31,9810295,0.40760611369828,"LINE"
32,9406394,0.390824506526543,"LINE"
33,8670768,0.360260119319491,"LINE"
34,7895214,0.328036771101812,"LINE"
35,7089591,0.294564091622148,"LINE"
36,6196188,0.257444257325994,"LINE"
37,5296065,0.220045215005612,"LINE"
38,4280868,0.177864984563189,"LINE"
39,3498935,0.145376596466558,"LINE"
40,2755177,0.114474334311138,"LINE"
41,2127264,0.0883852944126815,"LINE"
42,1633353,0.0678638785711771,"LINE"
43,1194725,0.0496394057658997,"LINE"
44,870463,0.0361667045229675,"LINE"
45,597717,0.0248344319372042,"LINE"
46,433482,0.0180106626129141,"LINE"
47,272358,0.0113161516462692,"LINE"
48,183209,0.00761211650460543,"LINE"
49,129197,0.00536798200986582,"LINE"
50,90910,0.00377720260158442,"LINE"
51,48948,0.00203373130505284,"LINE"
52,37346,0.00155168197512674,"LINE"
53,24931,0.00103585346012651,"LINE"
54,14475,0.000601419070046579,"LINE"
55,11619,0.000482755659749305,"LINE"
56,8639,0.000358940196623999,"LINE"
57,5096,0.000211732751706899,"LINE"
58,3881,0.000161250943754803,"LINE"
59,2145,8.91222041623427e-05,"LINE"
60,847,3.51918447205148e-05,"LINE"
61,226,9.39003176722119e-06,"LINE"
62,634,2.63419475239745e-05,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,83900,0.00348594542154804,"LTR"
1,347925,0.0144558708080108,"LTR"
2,326242,0.0135549678929282,"LTR"
3,356692,0.0148201292527153,"LTR"
4,347484,0.0144375477814207,"LTR"
5,533850,0.0221808338890754,"LTR"
6,654566,0.0271964404147916,"LTR"
7,721444,0.0299751419392528,"LTR"
8,852885,0.0354363594857807,"LTR"
9,816903,0.0339413500917624,"LTR"
10,808702,0.033600608275289,"LTR"
11,854351,0.0354972700458283,"LTR"
12,980588,0.0407422675688314,"LTR"
13,1215961,0.0505217363615135,"LTR"
14,1508167,0.0626625488507729,"LTR"
15,1915614,0.0795914881138657,"LTR"
16,2472338,0.102722709554461,"LTR"
17,3080154,0.127976742955458,"LTR"
18,3750892,0.155845110776176,"LTR"
19,4374885,0.181771279327166,"LTR"
20,4850961,0.201551672086509,"LTR"
21,5204143,0.216225965005141,"LTR"
22,5265106,0.218758905299942,"LTR"
23,5100057,0.211901315241765,"LTR"
24,4959438,0.206058762688336,"LTR"
25,4783570,0.198751656020913,"LTR"
26,4382488,0.182087174953388,"LTR"
27,4172121,0.173346675781817,"LTR"
28,3817463,0.158611056815007,"LTR"
29,3621601,0.150473223177876,"LTR"
30,3315731,0.137764687706018,"LTR"
31,2950625,0.122594966739633,"LTR"
32,2728252,0.113355632517632,"LTR"
33,2376020,0.098720810971473,"LTR"
34,2046714,0.0850385375151166,"LTR"
35,1844529,0.0766379907325696,"LTR"
36,1598166,0.0664019004835966,"LTR"
37,1302041,0.0540982581956834,"LTR"
38,1077566,0.0447715883684844,"LTR"
39,866570,0.0360049549934552,"LTR"
40,695766,0.0289082515157187,"LTR"
41,554504,0.0230389830754479,"LTR"
42,425245,0.017668425039168,"LTR"
43,341953,0.0142077412960026,"LTR"
44,253176,0.010519162312823,"LTR"
45,190995,0.00793561556363014,"LTR"
46,149236,0.00620057867616381,"LTR"
47,98939,0.00411079802219955,"LTR"
48,72864,0.00302741271985312,"LTR"
49,47346,0.00196717010641971,"LTR"
50,42355,0.00175979998009139,"LTR"
51,22042,0.000915818938995971,"LTR"
52,8831,0.000366917568744825,"LTR"
53,9702,0.000403106584980442,"LTR"
54,13357,0.000554967496968024,"LTR"
55,6611,0.000274679203597785,"LTR"
56,2849,0.000118372568605368,"LTR"
57,0,0,"LTR"
58,1158,4.81135256037263e-05,"LTR"
59,63,2.61757522714573e-06,"LTR"
60,1195,4.96508316895103e-05,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,1452794,0.0603618664213644,"SINE"
1,4727675,0.196429285111051,"SINE"
2,6665180,0.27693031829313,"SINE"
3,6920591,0.287542342203297,"SINE"
4,7678522,0.319033475687198,"SINE"
5,10033272,0.416870543403411,"SINE"
6,13436337,0.558263855155263,"SINE"
7,16261183,0.675632853728306,"SINE"
8,17766311,0.738169135735979,"SINE"
9,17820337,0.740413851914103,"SINE"
10,16742439,0.695628469339659,"SINE"
11,14741896,0.612508282075535,"SINE"
12,12882073,0.535234843794966,"SINE"
13,10731663,0.445887860553594,"SINE"
14,8829708,0.366863887678262,"SINE"
15,7075528,0.293979790663111,"SINE"
16,5540475,0.230200160422543,"SINE"
17,4316734,0.179355174294884,"SINE"
18,3235269,0.134421587104009,"SINE"
19,2491644,0.103524850940735,"SINE"
20,1926493,0.0800434976518994,"SINE"
21,1494804,0.0621073320609261,"SINE"
22,1222756,0.0508040605467271,"SINE"
23,1062219,0.0441339387333891,"SINE"
24,978586,0.0406590868449465,"SINE"
25,981387,0.0407754650705217,"SINE"
26,1014847,0.042165688357828,"SINE"
27,1049163,0.043591477429173,"SINE"
28,1110035,0.0461206367819795,"SINE"
29,1149716,0.0477693352357632,"SINE"
30,1204803,0.0500581347046168,"SINE"
31,1201283,0.0499118828824017,"SINE"
32,1149037,0.0477411235916484,"SINE"
33,1098760,0.0456521739139467,"SINE"
34,1008784,0.0419137779038251,"SINE"
35,901107,0.0374399263525017,"SINE"
36,810381,0.0336703687325331,"SINE"
37,679649,0.0282386092945138,"SINE"
38,586547,0.02437033169455,"SINE"
39,461283,0.0191657611667217,"SINE"
40,380202,0.0157969418493851,"SINE"
41,310743,0.0129110028382372,"SINE"
42,233519,0.00970243729314038,"SINE"
43,172595,0.00717111740205107,"SINE"
44,130923,0.00543969526132699,"SINE"
45,90675,0.00376743863049903,"SINE"
46,70673,0.00293637927028683,"SINE"
47,49730,0.00206622247691996,"SINE"
48,30061,0.00124899887147981,"SINE"
49,21572,0.000896290996825201,"SINE"
50,14490,0.000602042302243518,"SINE"
51,11578,0.000481052158411004,"SINE"
52,5896,0.000244971802210337,"SINE"
53,4760,0.000197772350495455,"SINE"
54,3085,0.000128178088503882,"SINE"
55,1595,6.62703569412292e-05,"SINE"
56,1857,7.71561459811051e-05,"SINE"
57,680,2.82531929279222e-05,"SINE"
58,397,1.6494878812331e-05,"SINE"
59,301,1.25061927519185e-05,"SINE"
60,286,1.1882960554979e-05,"SINE"
61,246,1.02210080298071e-05,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,171,7.10484704510984e-06,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,1358,5.64232882295857e-05,"Unknown"
1,6318,0.0002625054013509,"Unknown"
2,12037,0.000500123063637352,"Unknown"
3,3845,0.000159755186482148,"Unknown"
4,13187,0.000547904198736044,"Unknown"
5,12937,0.000537516995453719,"Unknown"
6,17045,0.000708199519788873,"Unknown"
7,29662,0.00123242089504122,"Unknown"
8,38222,0.001588078735428,"Unknown"
9,58459,0.00242890206672559,"Unknown"
10,57644,0.00239503978402521,"Unknown"
11,63090,0.00262131462032737,"Unknown"
12,69805,0.0029003149004906,"Unknown"
13,65299,0.00271309594852999,"Unknown"
14,60106,0.00249733296194954,"Unknown"
15,70753,0.00293970317533717,"Unknown"
16,80149,0.00333009582350005,"Unknown"
17,85559,0.00355487490252955,"Unknown"
18,95790,0.00397996080965539,"Unknown"
19,112010,0.00465388255861259,"Unknown"
20,112165,0.00466032262464763,"Unknown"
21,123264,0.0051214729015697,"Unknown"
22,132086,0.00548801653099636,"Unknown"
23,147336,0.00612163593121815,"Unknown"
24,134533,0.00558968647672376,"Unknown"
25,140390,0.00583303787522205,"Unknown"
26,138222,0.00574296004835773,"Unknown"
27,150232,0.00624196129404059,"Unknown"
28,138984,0.00577462024396226,"Unknown"
29,140337,0.0058308357881262,"Unknown"
30,142013,0.0059004715989309,"Unknown"
31,135591,0.00563364512101455,"Unknown"
32,175112,0.00727569576469751,"Unknown"
33,159797,0.00663937569162232,"Unknown"
34,149454,0.006209636317426,"Unknown"
35,139687,0.00580382905959215,"Unknown"
36,115291,0.00479020421448982,"Unknown"
37,95462,0.00396633279894898,"Unknown"
38,70212,0.00291722526743422,"Unknown"
39,51059,0.00212144084956879,"Unknown"
40,34996,0.00145404226427289,"Unknown"
41,24541,0.00101964942300609,"Unknown"
42,21294,0.000884740426775257,"Unknown"
43,10379,0.000431235131468977,"Unknown"
44,7293,0.000303015494151965,"Unknown"
45,4502,0.000187052756708096,"Unknown"
46,1809,7.51618029508988e-05,"Unknown"
47,1004,4.17150083818145e-05,"Unknown"
48,1730,7.18794467136843e-05,"Unknown"
49,595,2.47215438119319e-05,"Unknown"
50,357,1.48329262871591e-05,"Unknown"
51,524,2.17715780797518e-05,"Unknown"
52,71,2.94996573218011e-06,"Unknown"
53,91,3.78094199476606e-06,"Unknown"
54,0,0,"Unknown"
55,0,0,"Unknown"
56,0,0,"Unknown"
57,0,0,"Unknown"
58,0,0,"Unknown"
59,0,0,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,59717,0.00248117047364225,"Other"
1,21311,0.000885446756598455,"Other"
2,33038,0.00137268968816572,"Other"
3,28334,0.00117724407120551,"Other"
4,19391,0.000805673035390204,"Other"
5,28521,0.00118501369926069,"Other"
6,29000,0.00120491558074962,"Other"
7,21076,0.00087568278551307,"Other"
8,31420,0.00130546370852252,"Other"
9,29263,0.00121584291860263,"Other"
10,30193,0.00125448331481287,"Other"
11,24576,0.00102110363146561,"Other"
12,26449,0.00109892455845678,"Other"
13,26202,0.00108866200161385,"Other"
14,23917,0.000993722963613404,"Other"
15,15934,0.000662038788402223,"Other"
16,18340,0.000762005232791313,"Other"
17,15414,0.000640433405574989,"Other"
18,15281,0.000634907413428792,"Other"
19,10941,0.000454585564447642,"Other"
20,10802,0.00044881027942267,"Other"
21,8749,0.000363510566068222,"Other"
22,6770,0.000281285464885343,"Other"
23,7924,0.000329232795236552,"Other"
24,7987,0.000331850370463698,"Other"
25,10783,0.000448020851973213,"Other"
26,13149,0.00054632534383713,"Other"
27,11620,0.000482797208562435,"Other"
28,17156,0.000712811438046225,"Other"
29,17399,0.000722907799636644,"Other"
30,19075,0.000792543610441346,"Other"
31,13468,0.000559579415225376,"Other"
32,10480,0.000435431561595036,"Other"
33,10002,0.000415571228919232,"Other"
34,12294,0.000510801108611581,"Other"
35,9725,0.000404062207682416,"Other"
36,7116,0.00029566135422808,"Other"
37,3890,0.000161624883072967,"Other"
38,5294,0.0002199594167065,"Other"
39,3725,0.000154769328906633,"Other"
40,2355,9.78474549194952e-05,"Other"
41,1242,5.16036259065873e-05,"Other"
42,570,2.36828234836995e-05,"Other"
43,1065,4.42494859827016e-05,"Other"
44,1326,5.50937262094482e-05,"Other"
45,262,1.08857890398759e-05,"Other"
46,681,2.82947417410515e-05,"Other"
47,0,0,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,0,0,"Other"
51,190,7.89427449456649e-06,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
