"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,1580232,0.173854514864884,"DNA"
1,5357185,0.589388646234498,"DNA"
2,5189272,0.570915135285151,"DNA"
3,3448419,0.379389363268082,"DNA"
4,3112284,0.342408345699707,"DNA"
5,3906344,0.429769515498579,"DNA"
6,3319892,0.365249034992209,"DNA"
7,2874896,0.31629130998929,"DNA"
8,2454575,0.270048287735264,"DNA"
9,2274739,0.250263028016918,"DNA"
10,1964738,0.216157229967879,"DNA"
11,1877198,0.206526223741406,"DNA"
12,1748867,0.192407459061837,"DNA"
13,1729593,0.190286965413116,"DNA"
14,1789137,0.196837897955372,"DNA"
15,1845187,0.203004426388018,"DNA"
16,1987314,0.218641004203302,"DNA"
17,2108663,0.231991620773741,"DNA"
18,2243128,0.246785238002924,"DNA"
19,2371163,0.260871437251342,"DNA"
20,2299222,0.252956607242903,"DNA"
21,2198874,0.241916486009021,"DNA"
22,1990910,0.219036630184458,"DNA"
23,1731125,0.190455513522997,"DNA"
24,1440981,0.158534349819846,"DNA"
25,1181368,0.129972156314325,"DNA"
26,966192,0.10629884816048,"DNA"
27,788043,0.0866991893960302,"DNA"
28,614472,0.0676031946309497,"DNA"
29,503235,0.0553650836004016,"DNA"
30,423467,0.0465891399783625,"DNA"
31,341685,0.0375916194024724,"DNA"
32,294944,0.0324492517758837,"DNA"
33,249823,0.0274851138738425,"DNA"
34,210952,0.0232085906498394,"DNA"
35,186368,0.0205038995706571,"DNA"
36,152319,0.016757884823054,"DNA"
37,125658,0.0138246856340661,"DNA"
38,94404,0.0103861721704816,"DNA"
39,88545,0.00974157466670156,"DNA"
40,67799,0.00745913400900897,"DNA"
41,62640,0.00689154934916919,"DNA"
42,44242,0.00486743177372195,"DNA"
43,34829,0.00383182905942231,"DNA"
44,19972,0.00219728645596435,"DNA"
45,14598,0.00160604785120006,"DNA"
46,7085,0.000779479999024005,"DNA"
47,5187,0.000570665173597391,"DNA"
48,2982,0.000328074715185545,"DNA"
49,2515,0.000276696146442537,"DNA"
50,1454,0.000159966678698787,"DNA"
51,1231,0.000135432586986387,"DNA"
52,0,0,"DNA"
53,193,2.12335412578169e-05,"DNA"
54,0,0,"DNA"
55,0,0,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,63,6.93115595462418e-06,"DNA"
59,125,1.37522935607623e-05,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,5936310,0.653103022301509,"LINE"
1,9961575,1.0959560298204,"LINE"
2,15775449,1.73558884560667,"LINE"
3,14182791,1.5603672427435,"LINE"
4,9924767,1.09190647444933,"LINE"
5,6068932,0.667693875714433,"LINE"
6,4097032,0.450748694334696,"LINE"
7,2633054,0.289684252554715,"LINE"
8,1705791,0.18766830868245,"LINE"
9,1280844,0.140916341548328,"LINE"
10,918087,0.101006415506556,"LINE"
11,848150,0.0933120622684841,"LINE"
12,824059,0.0906616102351055,"LINE"
13,721804,0.0794116840106596,"LINE"
14,670795,0.0737997580727322,"LINE"
15,662192,0.0728532702207063,"LINE"
16,645208,0.0709847185900184,"LINE"
17,644769,0.070936420535033,"LINE"
18,712374,0.0783742109844357,"LINE"
19,712168,0.0783515472046475,"LINE"
20,676854,0.0744663592462095,"LINE"
21,603854,0.0664350198067243,"LINE"
22,585271,0.0643905488368071,"LINE"
23,551057,0.0606263810617038,"LINE"
24,531551,0.0584803631561339,"LINE"
25,485052,0.0533646199698789,"LINE"
26,458828,0.0504794987991794,"LINE"
27,442833,0.0487197553151443,"LINE"
28,428044,0.0470926939593834,"LINE"
29,362852,0.0399203777848777,"LINE"
30,301925,0.0332172898666652,"LINE"
31,290742,0.0319869546755451,"LINE"
32,267342,0.0294125253209704,"LINE"
33,233420,0.025680482903625,"LINE"
34,250152,0.0275213099104944,"LINE"
35,219748,0.0241763120431231,"LINE"
36,216859,0.0238584690343468,"LINE"
37,218336,0.0240209661350607,"LINE"
38,168542,0.018542712490544,"LINE"
39,128569,0.0141449490465092,"LINE"
40,108770,0.0119666957648329,"LINE"
41,77733,0.00855205628286987,"LINE"
42,72990,0.0080302392560003,"LINE"
43,69056,0.00759742707305599,"LINE"
44,49871,0.0054867250573502,"LINE"
45,29284,0.0032217773170669,"LINE"
46,22667,0.00249378590513439,"LINE"
47,15410,0.00169538275017077,"LINE"
48,5011,0.000551301944263838,"LINE"
49,7045,0.000775079265084561,"LINE"
50,1157,0.000127291229198416,"LINE"
51,230,2.53042201518026e-05,"LINE"
52,1224,0.000134662458546984,"LINE"
53,121,1.33122201668179e-05,"LINE"
54,0,0,"LINE"
55,0,0,"LINE"
56,13,1.43023853031928e-06,"LINE"
57,0,0,"LINE"
58,376,4.13668990307729e-05,"LINE"
59,78,8.58143118191565e-06,"LINE"
60,0,0,"LINE"
61,0,0,"LINE"
62,0,0,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,1711210,0.188264498112896,"LTR"
1,2469602,0.271701533457965,"LTR"
2,1660292,0.182662583844681,"LTR"
3,632050,0.0695370971606383,"LTR"
4,415886,0.0457550908784894,"LTR"
5,474014,0.0521502374392893,"LTR"
6,345138,0.0379715127597949,"LTR"
7,299638,0.0329656779036775,"LTR"
8,391717,0.0430960574139289,"LTR"
9,512662,0.05640222657158,"LTR"
10,610991,0.0672202207598696,"LTR"
11,644757,0.0709351003148512,"LTR"
12,597627,0.0657499355507014,"LTR"
13,465124,0.0511721743212479,"LTR"
14,378842,0.0416795711771704,"LTR"
15,346041,0.0380708593284779,"LTR"
16,449454,0.0494481868004707,"LTR"
17,787095,0.0865948920016654,"LTR"
18,1013379,0.111490283970494,"LTR"
19,1335433,0.146922133173835,"LTR"
20,1379955,0.151820370085134,"LTR"
21,1310443,0.144172774645168,"LTR"
22,1050725,0.115599029213055,"LTR"
23,778918,0.0856952719660946,"LTR"
24,581309,0.0639546561401052,"LTR"
25,489740,0.0538803859875817,"LTR"
26,399648,0.0439686129357721,"LTR"
27,316918,0.0348667949655172,"LTR"
28,266158,0.0292822635963629,"LTR"
29,232318,0.0255592426835933,"LTR"
30,150616,0.0165705235755822,"LTR"
31,95696,0.0105283158767256,"LTR"
32,72106,0.00793298303593859,"LTR"
33,70543,0.00776102435725482,"LTR"
34,75507,0.00830715543913981,"LTR"
35,42072,0.00462869195750712,"LTR"
36,54792,0.00602812535025029,"LTR"
37,52423,0.00576749188268672,"LTR"
38,77579,0.00853511345720301,"LTR"
39,126461,0.0139130303679005,"LTR"
40,98751,0.0108644219313507,"LTR"
41,75497,0.00830605525565495,"LTR"
42,46875,0.00515711008528585,"LTR"
43,25260,0.00277906348275884,"LTR"
44,20375,0.00224162385040425,"LTR"
45,11765,0.00129436586993894,"LTR"
46,7817,0.000860013430115829,"LTR"
47,3626,0.000398926531610592,"LTR"
48,3737,0.000411138568292549,"LTR"
49,3749,0.000412458788474382,"LTR"
50,444,4.88481467278276e-05,"LTR"
51,262,2.88248073033577e-05,"LTR"
52,0,0,"LTR"
53,38,4.18069724247173e-06,"LTR"
54,0,0,"LTR"
55,0,0,"LTR"
56,0,0,"LTR"
57,0,0,"LTR"
58,0,0,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,79193,0.00871268307165957,"SINE"
1,134304,0.0147759042750769,"SINE"
2,197175,0.0216928678627464,"SINE"
3,177546,0.0195333177003128,"SINE"
4,189876,0.0208898439371464,"SINE"
5,185501,0.0204085136625197,"SINE"
6,195691,0.021529600633593,"SINE"
7,178432,0.0196307939570715,"SINE"
8,134736,0.0148234322016229,"SINE"
9,104397,0.0114855855269032,"SINE"
10,97847,0.0107649653443192,"SINE"
11,63453,0.00698099426648839,"SINE"
12,50640,0.00557132916733601,"SINE"
13,49647,0.00546208094728931,"SINE"
14,47447,0.0052200405806199,"SINE"
15,51690,0.00568684843324641,"SINE"
16,46663,0.0051337861954068,"SINE"
17,46386,0.00510331111287615,"SINE"
18,45608,0.00501771683775396,"SINE"
19,46054,0.00506678502117876,"SINE"
20,40631,0.00447015551733865,"SINE"
21,37013,0.00407210913251595,"SINE"
22,38048,0.00418597812319906,"SINE"
23,30498,0.00335533959212902,"SINE"
24,28883,0.00317765995932397,"SINE"
25,23866,0.00262569790496922,"SINE"
26,18450,0.00202983852956851,"SINE"
27,11689,0.001286004475454,"SINE"
28,13773,0.00151528271369903,"SINE"
29,8877,0.000976632879511093,"SINE"
30,6590,0.000725020916523387,"SINE"
31,6029,0.000663300623022686,"SINE"
32,4598,0.000505864366339079,"SINE"
33,4263,0.000469008219596236,"SINE"
34,3212,0.000353378935337347,"SINE"
35,1062,0.000116839486092236,"SINE"
36,781,8.59243301676426e-05,"SINE"
37,464,5.10485136975495e-05,"SINE"
38,480,5.28088072733271e-05,"SINE"
39,119,1.30921834698457e-05,"SINE"
40,195,2.14535779547891e-05,"SINE"
41,0,0,"SINE"
42,0,0,"SINE"
43,0,0,"SINE"
44,0,0,"SINE"
45,0,0,"SINE"
46,0,0,"SINE"
47,0,0,"SINE"
48,0,0,"SINE"
49,0,0,"SINE"
50,0,0,"SINE"
51,0,0,"SINE"
52,0,0,"SINE"
53,0,0,"SINE"
54,0,0,"SINE"
55,0,0,"SINE"
56,0,0,"SINE"
57,0,0,"SINE"
58,0,0,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,2943811,0.323873224475209,"Unknown"
1,7700353,0.847180119819971,"Unknown"
2,6679042,0.734817170309286,"Unknown"
3,6658929,0.732604371266185,"Unknown"
4,8312517,0.914529392102615,"Unknown"
5,9517557,1.0471059027623,"Unknown"
6,9864737,1.08530207298971,"Unknown"
7,9936652,1.09321404252108,"Unknown"
8,9803124,1.07852351248443,"Unknown"
9,8921194,0.981495030404088,"Unknown"
10,7924236,0.871811357734084,"Unknown"
11,6823022,0.750657612124314,"Unknown"
12,6071865,0.668016559530542,"Unknown"
13,5517152,0.606987951386773,"Unknown"
14,5276879,0.580553512740973,"Unknown"
15,5153797,0.567012234372607,"Unknown"
16,5013336,0.551558947125901,"Unknown"
17,5041431,0.554649912626618,"Unknown"
18,4990306,0.549025224560266,"Unknown"
19,5016813,0.551941480923587,"Unknown"
20,4884178,0.537349197272134,"Unknown"
21,4552984,0.500911780363629,"Unknown"
22,4183696,0.460283324487895,"Unknown"
23,3760700,0.413746003151669,"Unknown"
24,3268562,0.359601793164418,"Unknown"
25,2687811,0.295708527262768,"Unknown"
26,2267130,0.249425898403288,"Unknown"
27,1796521,0.197650273440593,"Unknown"
28,1627374,0.179040999849215,"Unknown"
29,1284454,0.141313507786363,"Unknown"
30,936550,0.103037684274655,"Unknown"
31,753098,0.0828545982081835,"Unknown"
32,479731,0.0527792123375843,"Unknown"
33,313231,0.034461157314649,"Unknown"
34,240539,0.0264637035264976,"Unknown"
35,168890,0.0185809988758171,"Unknown"
36,105639,0.0116222283157229,"Unknown"
37,86790,0.00954849246510846,"Unknown"
38,55411,0.00609622670796318,"Unknown"
39,49311,0.00542511478219799,"Unknown"
40,30797,0.00338823507832636,"Unknown"
41,22482,0.00247343251066446,"Unknown"
42,20055,0.0022064179788887,"Unknown"
43,24115,0.00265309247374226,"Unknown"
44,15866,0.00174555111708043,"Unknown"
45,7060,0.000776729540311853,"Unknown"
46,3645,0.000401016880231828,"Unknown"
47,4109,0.000452065393929377,"Unknown"
48,1365,0.000150175045683524,"Unknown"
49,310,3.41056880306904e-05,"Unknown"
50,255,2.8054678863955e-05,"Unknown"
51,459,5.0498421955119e-05,"Unknown"
52,151,1.66127706214008e-05,"Unknown"
53,0,0,"Unknown"
54,42,4.62077063641612e-06,"Unknown"
55,0,0,"Unknown"
56,65,7.15119265159638e-06,"Unknown"
57,0,0,"Unknown"
58,0,0,"Unknown"
59,0,0,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,446133,0.0490828158651484,"Other"
1,140278,0.0154331538889329,"Other"
2,93929,0.0103339134549507,"Other"
3,40014,0.00440227419632273,"Other"
4,44339,0.00487810355352511,"Other"
5,24754,0.00272339419842487,"Other"
6,18952,0.00208506774050853,"Other"
7,16326,0.00179615955738404,"Other"
8,18976,0.0020877081808722,"Other"
9,20581,0.00226428763019239,"Other"
10,22752,0.0025031374647557,"Other"
11,31298,0.0034433542709179,"Other"
12,37279,0.00410137401321325,"Other"
13,38484,0.004233946123139,"Other"
14,42803,0.00470911537025046,"Other"
15,35651,0.00392226414187788,"Other"
16,31840,0.00350298421579736,"Other"
17,26572,0.0029234075559726,"Other"
18,17784,0.00195656630947677,"Other"
19,20446,0.00224943515314676,"Other"
20,13223,0.00145477262203168,"Other"
21,13600,0.00149624953941093,"Other"
22,10583,0.00116432418202838,"Other"
23,10126,0.00111404579677023,"Other"
24,8687,0.000955729393298734,"Other"
25,6797,0.000747794714660009,"Other"
26,6868,0.000755606017402522,"Other"
27,5565,0.000612252109325136,"Other"
28,4776,0.000525447632369605,"Other"
29,1195,0.000131471926440887,"Other"
30,2781,0.000305961027139839,"Other"
31,1223,0.000134552440198498,"Other"
32,1781,0.000195942678653741,"Other"
33,1023,0.000112548770501278,"Other"
34,1099,0.000120910164986222,"Other"
35,28,3.08051375761075e-06,"Other"
36,525,5.77596329552015e-05,"Other"
37,937,0.000103087192531474,"Other"
38,0,0,"Other"
39,523,5.75395962582293e-05,"Other"
40,666,7.32722200917414e-05,"Other"
41,24,2.64044036366636e-06,"Other"
42,0,0,"Other"
43,0,0,"Other"
44,0,0,"Other"
45,0,0,"Other"
46,0,0,"Other"
47,0,0,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,0,0,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
