"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,593371,0.106790279150511,"DNA"
1,482555,0.086846480794435,"DNA"
2,483106,0.086945645471866,"DNA"
3,526644,0.09478127473864,"DNA"
4,571438,0.102842949077743,"DNA"
5,703955,0.126692323958194,"DNA"
6,814334,0.146557474466652,"DNA"
7,927156,0.166862297038566,"DNA"
8,987366,0.177698422679442,"DNA"
9,939125,0.169016384196773,"DNA"
10,832079,0.149751081002067,"DNA"
11,759242,0.136642446501079,"DNA"
12,699783,0.125941479975903,"DNA"
13,682825,0.122889511555077,"DNA"
14,655467,0.117965832344263,"DNA"
15,642528,0.115637172160452,"DNA"
16,642735,0.11567442640406,"DNA"
17,663842,0.119473099446777,"DNA"
18,631068,0.113574690847639,"DNA"
19,619897,0.111564221498125,"DNA"
20,558498,0.10051410892174,"DNA"
21,482177,0.0867784513061066,"DNA"
22,441175,0.0793992315165833,"DNA"
23,383602,0.0690376925442838,"DNA"
24,342718,0.0616797094733391,"DNA"
25,274407,0.0493856291103781,"DNA"
26,242489,0.0436412767070318,"DNA"
27,195098,0.035112214587006,"DNA"
28,175281,0.0315457056711242,"DNA"
29,143281,0.0257865955480877,"DNA"
30,111889,0.0201369085173888,"DNA"
31,90954,0.0163691906915834,"DNA"
32,69657,0.0125363229325112,"DNA"
33,60790,0.0109405095118561,"DNA"
34,53147,0.00956498205340704,"DNA"
35,43139,0.00776382036242735,"DNA"
36,39284,0.00707002756479279,"DNA"
37,36494,0.00656790515094053,"DNA"
38,35754,0.00643472572934531,"DNA"
39,26102,0.0046976341384844,"DNA"
40,22790,0.00410156624075012,"DNA"
41,18761,0.00337645828182154,"DNA"
42,20650,0.00371642575127205,"DNA"
43,10220,0.00183931579554481,"DNA"
44,6094,0.00109675053405578,"DNA"
45,4680,0.000842269855494101,"DNA"
46,2665,0.000479625889934141,"DNA"
47,1516,0.000272837842078858,"DNA"
48,1036,0.000186451190233309,"DNA"
