"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,808552,0.0395519459807193,"DNA"
1,1896940,0.092792632271846,"DNA"
2,7201355,0.352268751976351,"DNA"
3,6291419,0.307757403890004,"DNA"
4,6824950,0.333856144961746,"DNA"
5,7890099,0.385960048865784,"DNA"
6,4018339,0.196565127611109,"DNA"
7,3266477,0.159786286907041,"DNA"
8,3092504,0.151276047988451,"DNA"
9,3288981,0.160887115292043,"DNA"
10,3218808,0.157454461974378,"DNA"
11,2868895,0.140337764379231,"DNA"
12,2824100,0.138146526932281,"DNA"
13,2862663,0.140032913575137,"DNA"
14,3129633,0.153092287639479,"DNA"
15,2698709,0.132012774176158,"DNA"
16,2603931,0.127376517836231,"DNA"
17,2934211,0.143532827781061,"DNA"
18,2349415,0.11492635620998,"DNA"
19,1924097,0.094121071502716,"DNA"
20,1840580,0.0900356696083768,"DNA"
21,1768407,0.0865051822714258,"DNA"
22,1679082,0.0821356703850811,"DNA"
23,1653035,0.0808615290349146,"DNA"
24,1627620,0.0796183032348424,"DNA"
25,1611035,0.0788070146299163,"DNA"
26,1459029,0.0713713356621502,"DNA"
27,1321361,0.0646370287786428,"DNA"
28,1143317,0.055927648713797,"DNA"
29,1048817,0.0513049913025508,"DNA"
30,965081,0.0472088765830998,"DNA"
31,789319,0.038611125134259,"DNA"
32,706758,0.0345724879011383,"DNA"
33,573508,0.0280542963662329,"DNA"
34,494485,0.0241887275132286,"DNA"
35,397586,0.0194487181958492,"DNA"
36,330622,0.0161730395621276,"DNA"
37,238785,0.0116806481475601,"DNA"
38,184528,0.00902655795536981,"DNA"
39,157197,0.00768960716482196,"DNA"
40,115730,0.00566116552596325,"DNA"
41,80869,0.003955869652805,"DNA"
42,62485,0.00305657934753144,"DNA"
43,37936,0.00185571567780992,"DNA"
44,35867,0.00175450638485893,"DNA"
45,27468,0.00134365242086891,"DNA"
46,13304,0.000650791896288042,"DNA"
47,8554,0.00041843610048466,"DNA"
48,9664,0.000472733981188187,"DNA"
49,4960,0.000242628367828374,"DNA"
50,3703,0.000181139686707353,"DNA"
51,2785,0.000136233871855246,"DNA"
52,995,4.86724245946033e-05,"DNA"
53,840,4.10902880999666e-05,"DNA"
54,382,1.86862976835562e-05,"DNA"
55,0,0,"DNA"
56,0,0,"DNA"
57,82,4.01119479071102e-06,"DNA"
58,138,6.7505473307088e-06,"DNA"
59,162,7.92455556213641e-06,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,2889988,0.141369570863627,"LINE"
1,19171663,0.937820423839845,"LINE"
2,16899430,0.826669580268117,"LINE"
3,11022163,0.539171253755705,"LINE"
4,5881192,0.28769032577526,"LINE"
5,4651945,0.227559238422856,"LINE"
6,6623136,0.323984007577691,"LINE"
7,6730838,0.329252467350242,"LINE"
8,6039566,0.295437508260432,"LINE"
9,5085314,0.248758353974754,"LINE"
10,4288201,0.209765969667339,"LINE"
11,4132692,0.202158934414794,"LINE"
12,4254063,0.208096040792153,"LINE"
13,4244395,0.207623111142926,"LINE"
14,4349873,0.212782779486031,"LINE"
15,4671695,0.228525349363302,"LINE"
16,5125041,0.250701680016834,"LINE"
17,5937616,0.290450419127347,"LINE"
18,6727088,0.329069028564081,"LINE"
19,7374173,0.360722491748804,"LINE"
20,7799997,0.381552528462947,"LINE"
21,7773140,0.380238764334969,"LINE"
22,7465277,0.365179026995303,"LINE"
23,6929865,0.338988273028423,"LINE"
24,6154798,0.301074313115593,"LINE"
25,5570157,0.272475423681007,"LINE"
26,4814741,0.235522731924668,"LINE"
27,4302075,0.210444644259124,"LINE"
28,3849472,0.188304658943756,"LINE"
29,3407150,0.166667589404525,"LINE"
30,3178843,0.155499493684003,"LINE"
31,2755057,0.134769149835512,"LINE"
32,2484560,0.121537245478158,"LINE"
33,2186599,0.106961884367975,"LINE"
34,1865211,0.091240544472889,"LINE"
35,1536958,0.0751833893066053,"LINE"
36,1381152,0.0675618257021965,"LINE"
37,1271672,0.0622063914865009,"LINE"
38,1185023,0.0579677815179604,"LINE"
39,1245524,0.0609273095183605,"LINE"
40,1275625,0.0623997604256189,"LINE"
41,1336348,0.0653701480021597,"LINE"
42,1249195,0.0611068838607593,"LINE"
43,1190858,0.0582532122692262,"LINE"
44,912095,0.0446169599101655,"LINE"
45,730616,0.0357395499171967,"LINE"
46,530266,0.0259390270352582,"LINE"
47,350377,0.0171393950876214,"LINE"
48,180050,0.00880750758618927,"LINE"
49,119129,0.00582743444173919,"LINE"
50,74008,0.00362025004964563,"LINE"
51,32471,0.00158838422011192,"LINE"
52,20124,0.000984405902052057,"LINE"
53,14996,0.000733559476603689,"LINE"
54,6349,0.000310574094222248,"LINE"
55,5825,0.000284941581169411,"LINE"
56,1964,9.60730069384933e-05,"LINE"
57,779,3.81063505117547e-05,"LINE"
58,474,2.31866625706954e-05,"LINE"
59,0,0,"LINE"
60,0,0,"LINE"
61,0,0,"LINE"
62,209,1.02236550153488e-05,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,920055,0.0450063393069223,"LTR"
1,959200,0.0469211956493904,"LTR"
2,916018,0.0448088613389943,"LTR"
3,987337,0.0482975735497104,"LTR"
4,1336775,0.0653910355652772,"LTR"
5,1117882,0.054683444573532,"LTR"
6,707732,0.0346201330685304,"LTR"
7,718484,0.03514608875621,"LTR"
8,861336,0.0421339814177057,"LTR"
9,1048822,0.051305235887599,"LTR"
10,688803,0.0336941829930015,"LTR"
11,497383,0.0243304890071734,"LTR"
12,571275,0.0279450646837005,"LTR"
13,564453,0.0276113528439172,"LTR"
14,467581,0.0228726642857982,"LTR"
15,530122,0.0259319829858696,"LTR"
16,679298,0.0332292268163466,"LTR"
17,703252,0.0344009848653306,"LTR"
18,851376,0.0416467680016633,"LTR"
19,941162,0.0460388306294533,"LTR"
20,869448,0.0425307961999283,"LTR"
21,978446,0.0478626524169761,"LTR"
