"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,14882,0.00213854976462136,"RC"
1,44731,0.00642786383021623,"RC"
2,142504,0.0204778857450344,"RC"
3,144662,0.0207879912679515,"RC"
4,164760,0.0236760824633124,"RC"
5,244696,0.0351629198497371,"RC"
6,333885,0.047979417293415,"RC"
7,346739,0.0498265425907166,"RC"
8,283236,0.0407011343322332,"RC"
9,263253,0.0378295686860547,"RC"
10,266353,0.0382750400118393,"RC"
11,287889,0.0413697724221931,"RC"
12,212101,0.0304790044097537,"RC"
13,145265,0.020874642625838,"RC"
14,127168,0.0182740959862498,"RC"
15,116474,0.0167373636127206,"RC"
16,89511,0.0128627689813884,"RC"
17,90008,0.0129341880939416,"RC"
18,82420,0.0118437892487631,"RC"
19,84019,0.0120735662326113,"RC"
20,63740,0.00915946525984178,"RC"
21,64408,0.00925545714552697,"RC"
22,42810,0.00615181530865746,"RC"
23,35945,0.00516531187268611,"RC"
24,24310,0.00349335739671719,"RC"
25,20257,0.00291093956336076,"RC"
26,18015,0.00258876320451913,"RC"
27,16680,0.00239692313357642,"RC"
28,10490,0.00150741748628397,"RC"
29,8383,0.00120464068517812,"RC"
30,6260,0.000899564677229519,"RC"
31,6025,0.000865795076726494,"RC"
32,7364,0.0010582099493799,"RC"
33,5718,0.000821679045431053,"RC"
34,2472,0.000355227457206289,"RC"
35,3064,0.000440298110388378,"RC"
36,1266,0.000181924741433318,"RC"
37,1155,0.000165973993961676,"RC"
38,631,9.06749698613141e-05,"RC"
39,207,2.97459885281966e-05,"RC"
40,92,1.32204393458651e-05,"RC"
41,221,3.17577945156108e-05,"RC"
42,246,3.5350305207422e-05,"RC"
43,0,0,"RC"
44,129,1.85373551697457e-05,"RC"
45,0,0,"RC"
46,0,0,"RC"
47,0,0,"RC"
48,0,0,"RC"
49,0,0,"RC"
50,0,0,"RC"
51,0,0,"RC"
52,0,0,"RC"
53,0,0,"RC"
54,0,0,"RC"
55,0,0,"RC"
56,0,0,"RC"
57,0,0,"RC"
58,0,0,"RC"
59,0,0,"RC"
60,0,0,"RC"
61,0,0,"RC"
62,0,0,"RC"
63,0,0,"RC"
64,0,0,"RC"
65,0,0,"RC"
