"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,151252,0.0271704006102688,"RC"
1,399038,0.0716818443307885,"RC"
2,843436,0.151512006513121,"RC"
3,761755,0.136839106371323,"RC"
4,752008,0.13508818807108,"RC"
5,879277,0.157950363217645,"RC"
6,632488,0.113618017224154,"RC"
7,466723,0.0838405501019918,"RC"
8,290967,0.0522683333401745,"RC"
9,205924,0.0369914948249873,"RC"
10,85890,0.0154289907466743,"RC"
11,67045,0.0120437383235625,"RC"
12,64287,0.0115483004788852,"RC"
13,66179,0.0118881729959735,"RC"
14,58587,0.010524371648334,"RC"
15,65622,0.0117881153891985,"RC"
16,58450,0.0104997614290734,"RC"
17,54992,0.00987857793853899,"RC"
18,55750,0.0100147425093386,"RC"
19,45891,0.00824370490575889,"RC"
20,47799,0.00858645160903814,"RC"
21,48187,0.0086561506241704,"RC"
22,41964,0.00753827183250019,"RC"
23,47722,0.00857261958799385,"RC"
24,33288,0.00597974437041908,"RC"
25,30358,0.00545340902418837,"RC"
26,27344,0.0049119842004548,"RC"
27,26750,0.00480528003811315,"RC"
28,26050,0.00467953439225598,"RC"
29,15007,0.00269580701054071,"RC"
30,10806,0.00194115349876077,"RC"
31,14540,0.00261191670109029,"RC"
32,9700,0.00174247537830645,"RC"
33,9786,0.00175792412908319,"RC"
34,8888,0.00159661042911214,"RC"
35,6936,0.00124595971380758,"RC"
36,4474,0.000803694313664232,"RC"
37,1288,0.000231371988377186,"RC"
38,1256,0.000225623615995144,"RC"
39,372,6.6824828941237e-05,"RC"
40,348,6.25135496547056e-05,"RC"
41,198,3.55680541138842e-05,"RC"
42,69,1.23949279487778e-05,"RC"
43,0,0,"RC"
44,0,0,"RC"
45,0,0,"RC"
46,0,0,"RC"
47,0,0,"RC"
48,0,0,"RC"
49,0,0,"RC"
50,0,0,"RC"
51,0,0,"RC"
52,0,0,"RC"
53,0,0,"RC"
54,0,0,"RC"
55,0,0,"RC"
56,0,0,"RC"
57,0,0,"RC"
58,0,0,"RC"
59,0,0,"RC"
60,0,0,"RC"
61,0,0,"RC"
62,0,0,"RC"
63,0,0,"RC"
64,0,0,"RC"
65,0,0,"RC"
66,0,0,"RC"
67,0,0,"RC"
68,0,0,"RC"
69,0,0,"RC"
70,0,0,"RC"
0,263733,0.047376109169783,"DNA"
1,243871,0.0438081662869043,"DNA"
2,373072,0.0670173994160354,"DNA"
3,404125,0.0725956559028963,"DNA"
4,499533,0.0897344281599542,"DNA"
5,640248,0.115011997526799,"DNA"
6,851997,0.153049875761955,"DNA"
7,942337,0.169278249543007,"DNA"
8,978247,0.175729001175479,"DNA"
9,949331,0.170534628181757,"DNA"
10,866218,0.155604488375861,"DNA"
11,822330,0.147720595653891,"DNA"
12,771945,0.138669603701729,"DNA"
13,738574,0.132674949490444,"DNA"
14,715960,0.12861264658271,"DNA"
15,684487,0.122958942708335,"DNA"
16,650270,0.116812315902199,"DNA"
17,632709,0.113657716920917,"DNA"
18,598776,0.107562106919672,"DNA"
19,547625,0.0983735133036154,"DNA"
20,520857,0.0935649998060373,"DNA"
21,462471,0.083076735121728,"DNA"
22,400721,0.0719841727907566,"DNA"
23,344881,0.0619532629840935,"DNA"
24,279055,0.0501285017209594,"DNA"
25,255215,0.0458459642963382,"DNA"
26,192890,0.0346501108991269,"DNA"
27,171963,0.0308908549979084,"DNA"
28,143189,0.0257219904066311,"DNA"
29,114900,0.0206402495842692,"DNA"
30,96286,0.0172964932242902,"DNA"
31,72890,0.0130937144664698,"DNA"
32,63181,0.0113496223584309,"DNA"
33,50566,0.00908350618344783,"DNA"
34,34401,0.00617967994733198,"DNA"
35,30115,0.00540975732141224,"DNA"
36,20230,0.00363404916527211,"DNA"
37,16791,0.00301627877083955,"DNA"
38,14956,0.00268664554205683,"DNA"
39,11627,0.00208863517768753,"DNA"
40,8485,0.0015242168644258,"DNA"
41,5205,0.000935008695266502,"DNA"
42,7310,0.0013131438160227,"DNA"
43,2989,0.000536933907810101,"DNA"
44,1334,0.000239635273676371,"DNA"
45,572,0.000102752156328999,"DNA"
46,508,9.12554115649151e-05,"DNA"
47,611,0.000109757985169612,"DNA"
48,0,0,"DNA"
49,0,0,"DNA"
50,0,0,"DNA"
51,0,0,"DNA"
52,0,0,"DNA"
53,280,5.02982583428666e-05,"DNA"
54,0,0,"DNA"
55,0,0,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,392187,0.0704511537311208,"LINE"
1,500493,0.0899068793314154,"LINE"
2,1010521,0.181526593996042,"LINE"
3,610336,0.109638706442685,"LINE"
4,481500,0.0864950406860366,"LINE"
5,433579,0.077886673407292,"LINE"
6,424029,0.0761711435245263,"LINE"
7,401650,0.0721510552264727,"LINE"
8,396918,0.0713010146604783,"LINE"
9,370108,0.0664849564241488,"LINE"
10,357995,0.064309017840909,"LINE"
11,366858,0.0659011373540977,"LINE"
12,380304,0.0683165315743769,"LINE"
13,293304,0.0526881441607005,"LINE"
14,264033,0.0474300001608646,"LINE"
15,264985,0.0476010142392304,"LINE"
16,250219,0.0449484996581919,"LINE"
17,213087,0.03827823205538,"LINE"
18,201767,0.0362447453252327,"LINE"
19,195932,0.0351965655486948,"LINE"
20,199549,0.0358463112645024,"LINE"
21,174606,0.0313656346293377,"LINE"
22,162644,0.0292168211782757,"LINE"
23,131683,0.0236550912620132,"LINE"
24,131566,0.0236340737754914,"LINE"
25,114738,0.0206111484490851,"LINE"
26,105429,0.0189389109958217,"LINE"
27,120869,0.0217125006701569,"LINE"
28,106258,0.019087829767844,"LINE"
29,110602,0.0198681713187062,"LINE"
30,95757,0.0172014654433496,"LINE"
31,85767,0.0154068954403308,"LINE"
32,86765,0.0155861728039958,"LINE"
33,95046,0.0170737437944861,"LINE"
34,74723,0.0134229884219786,"LINE"
35,66828,0.0120047571733467,"LINE"
36,79415,0.0142658435224955,"LINE"
37,78636,0.0141259065823202,"LINE"
38,60509,0.0108696332645304,"LINE"
39,51257,0.00920763509957254,"LINE"
40,50091,0.00899817878090189,"LINE"
41,51403,0.00923386204856561,"LINE"
42,58995,0.010597663396205,"LINE"
43,33971,0.00610243619344829,"LINE"
44,18529,0.0033284872458392,"LINE"
