"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,4984,0.000183830479560685,"DNA"
1,2554,9.42020555373176e-05,"DNA"
2,24355,0.000898312867114867,"DNA"
3,35552,0.0013113044159995,"DNA"
4,58310,0.00215071333530971,"DNA"
5,135304,0.00499056966422131,"DNA"
6,256323,0.00945424960121059,"DNA"
7,462095,0.0170439697938593,"DNA"
8,696313,0.0256828958094582,"DNA"
9,936756,0.0345514255038823,"DNA"
10,1021816,0.0376887891859513,"DNA"
11,1065624,0.0393046089388796,"DNA"
12,1200744,0.0442883919240802,"DNA"
13,1319856,0.04868173383448,"DNA"
14,1490834,0.0549881077779645,"DNA"
15,1589767,0.0586371649277192,"DNA"
16,1639221,0.0604612324510326,"DNA"
17,1662125,0.0613060264526092,"DNA"
18,1685470,0.0621670863533605,"DNA"
19,1743038,0.0642904316678367,"DNA"
20,1902857,0.0701852156591909,"DNA"
21,1946279,0.0717867981398257,"DNA"
22,1996046,0.0736224103942994,"DNA"
23,2012947,0.0742457889928257,"DNA"
24,1980518,0.0730496736995525,"DNA"
25,1839296,0.0678408237829154,"DNA"
26,1809826,0.0667538486158502,"DNA"
27,1666411,0.0614641118128414,"DNA"
28,1527118,0.0563264113735463,"DNA"
29,1356419,0.0500303281009682,"DNA"
30,1178741,0.0434768305192299,"DNA"
31,1051819,0.0387954235917016,"DNA"
32,886519,0.0326984777106058,"DNA"
33,701493,0.0258739555775409,"DNA"
34,590060,0.02176384686388,"DNA"
35,468185,0.0172685941157944,"DNA"
36,382707,0.0141158128694284,"DNA"
37,283040,0.0104396827718412,"DNA"
38,206512,0.007617014445232,"DNA"
39,161817,0.00596847847332894,"DNA"
40,110126,0.00406190116213885,"DNA"
41,90634,0.00334295579544606,"DNA"
42,65930,0.00243177036866693,"DNA"
43,44162,0.0016288767332181,"DNA"
44,29036,0.00107096745676647,"DNA"
45,22522,0.000830704265783659,"DNA"
46,14462,0.000533418217376933,"DNA"
47,8441,0.000311338900074588,"DNA"
48,6284,0.000231779842206932,"DNA"
49,3108,0.000114635860849641,"DNA"
50,1413,5.21172687839584e-05,"DNA"
51,1983,7.31412200980817e-05,"DNA"
52,1497,5.52155352934081e-05,"DNA"
53,1287,4.74698690197837e-05,"DNA"
54,139,5.1268933906371e-06,"DNA"
55,0,0,"DNA"
56,265,9.77429315481173e-06,"DNA"
57,0,0,"DNA"
58,177,6.52849014491199e-06,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,3951306,0.14574046486176,"LINE"
1,27916652,1.02968128509004,"LINE"
2,67608020,2.49366266828821,"LINE"
3,63973966,2.35962376588664,"LINE"
4,56945762,2.10039461023448,"LINE"
5,60852667,2.24449738305712,"LINE"
6,52229467,1.92643819538704,"LINE"
7,37630189,1.38795659908291,"LINE"
8,27653036,1.01995803956439,"LINE"
9,22234169,0.820087871168404,"LINE"
10,19802589,0.730401170227359,"LINE"
11,18874371,0.696164661383687,"LINE"
12,17732392,0.654043765071842,"LINE"
13,16327066,0.602209545063997,"LINE"
14,14471989,0.533786652902682,"LINE"
15,12965017,0.478203309113652,"LINE"
16,11634948,0.429144877709398,"LINE"
17,11306798,0.417041352053732,"LINE"
18,11539033,0.425607136849233,"LINE"
19,12330602,0.454803466880407,"LINE"
20,12913374,0.476298502240467,"LINE"
21,13338241,0.491969349824638,"LINE"
22,13344569,0.49220275256835,"LINE"
23,13371067,0.493180108115581,"LINE"
24,13225026,0.487793513600027,"LINE"
25,12728737,0.469488328032071,"LINE"
26,12453856,0.459349582837023,"LINE"
27,11897130,0.438815231399642,"LINE"
28,11250699,0.414972189519046,"LINE"
29,10600601,0.390993893551662,"LINE"
30,9833153,0.362687245502326,"LINE"
31,8946312,0.329976891103434,"LINE"
32,8209417,0.302797163728661,"LINE"
33,7483467,0.276021133103243,"LINE"
34,6646689,0.245157308659858,"LINE"
35,5682331,0.209587807534621,"LINE"
36,4824995,0.177965719247173,"LINE"
37,3958543,0.1460073952752,"LINE"
38,3298940,0.121678515698621,"LINE"
39,2687324,0.0991195946338161,"LINE"
40,2062461,0.0760720695636459,"LINE"
41,1622869,0.059858103237193,"LINE"
42,1191983,0.0439652501039696,"LINE"
43,890728,0.0328537229932043,"LINE"
44,644446,0.0237698268922483,"LINE"
45,459082,0.0169328379248954,"LINE"
46,307922,0.0113574335728903,"LINE"
47,198540,0.00732297419983517,"LINE"
48,128418,0.00473658557869665,"LINE"
49,90379,0.00333355034354237,"LINE"
50,55780,0.00205739649877509,"LINE"
51,38181,0.00140827278092025,"LINE"
52,22648,0.000835351665547834,"LINE"
53,14713,0.00054267613278017,"LINE"
54,11913,0.000439400582465178,"LINE"
55,3641,0.000134295099534602,"LINE"
56,2912,0.000107406572327592,"LINE"
57,3514,0.000129610815645315,"LINE"
58,1461,5.38877067893582e-05,"LINE"
59,171,6.307185394237e-06,"LINE"
60,173,6.380953644462e-06,"LINE"
61,534,1.96961228100734e-05,"LINE"
62,0,0,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,228,8.40958052564934e-06,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,351333,0.0129586103281489,"LTR"
1,1659937,0.0612253239868631,"LTR"
2,2905142,0.10715362099757,"LTR"
3,2887013,0.106484948693406,"LTR"
4,3133516,0.115576996186011,"LTR"
5,2791720,0.10297014975906,"LTR"
6,2487707,0.0917568962312348,"LTR"
7,2334534,0.0861072441353783,"LTR"
8,1918547,0.070763927582206,"LTR"
9,1647239,0.0607569693661846,"LTR"
10,1553821,0.0573113281664253,"LTR"
11,1588509,0.0585907646983276,"LTR"
12,1658344,0.0611665675755589,"LTR"
13,1767493,0.0651924329474628,"LTR"
14,1924411,0.0709802160918656,"LTR"
15,2119617,0.0781802186185757,"LTR"
16,2323161,0.0856877609804739,"LTR"
17,2662969,0.0982212817667013,"LTR"
18,3037114,0.112021292756916,"LTR"
19,3488121,0.128656291371528,"LTR"
20,3857412,0.142277266818448,"LTR"
21,4155091,0.153256896297811,"LTR"
22,4430071,0.163399293021245,"LTR"
23,4504307,0.166137422933096,"LTR"
24,4536642,0.167330071118609,"LTR"
25,4495746,0.165821657938008,"LTR"
26,4024069,0.148424264457321,"LTR"
27,3729604,0.13756318055607,"LTR"
28,3476935,0.12824370554802,"LTR"
29,3162496,0.116645898131772,"LTR"
30,2908589,0.107280760576833,"LTR"
31,2471842,0.091171729586325,"LTR"
32,2214852,0.0816928782736644,"LTR"
33,1921814,0.0708844280189485,"LTR"
34,1662684,0.0613266446785471,"LTR"
35,1440774,0.0531416884748329,"LTR"
36,1169537,0.0431373490316945,"LTR"
37,1007466,0.037159501990587,"LTR"
38,813256,0.0299962360524889,"LTR"
39,659024,0.0243075236681383,"LTR"
40,538136,0.0198486755515387,"LTR"
41,386375,0.0142511038403411,"LTR"
42,302126,0.0111436531837383,"LTR"
43,238389,0.00879276970144307,"LTR"
44,182418,0.00672832833477149,"LTR"
45,131445,0.00484823382541218,"LTR"
46,101352,0.00373827984840181,"LTR"
47,65811,0.00242738115777855,"LTR"
48,55870,0.00206071607003521,"LTR"
49,43288,0.00159664000786977,"LTR"
50,22752,0.000839187614559534,"LTR"
51,15565,0.000574101407376017,"LTR"
52,14889,0.000549167738799969,"LTR"
53,4905,0.000180916633676798,"LTR"
54,3970,0.000146429976696613,"LTR"
55,3820,0.000140897357929739,"LTR"
56,2801,0.000103312434440104,"LTR"
57,805,2.96917207155602e-05,"LTR"
58,0,0,"LTR"
59,277,1.02169026561617e-05,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,406,1.49749547956738e-05,"LTR"
70,0,0,"LTR"
0,376044,0.0138700539438039,"SINE"
1,1960547,0.0723130608369308,"SINE"
2,5455182,0.201209615399442,"SINE"
3,8443573,0.311433802928502,"SINE"
4,8754281,0.322893995673956,"SINE"
5,9251114,0.341219246205973,"SINE"
6,10535090,0.388577577631417,"SINE"
7,12073816,0.445332139929269,"SINE"
8,13212515,0.487332056310744,"SINE"
9,14223989,0.524639389874782,"SINE"
10,14281866,0.526774132383918,"SINE"
11,13669165,0.504175192043366,"SINE"
12,12291740,0.453370076010285,"SINE"
13,10610740,0.391367861696177,"SINE"
14,9016446,0.332563722334074,"SINE"
15,7367535,0.271745082710701,"SINE"
16,5973255,0.220318284748849,"SINE"
17,4845414,0.178718856197845,"SINE"
18,3890535,0.143498979694549,"SINE"
19,3192407,0.117749139198011,"SINE"
20,2534924,0.0934984539666716,"SINE"
21,2149944,0.0792988034808624,"SINE"
22,1867263,0.0688723621099366,"SINE"
23,1671066,0.0616358074152401,"SINE"
24,1521322,0.0561126309843943,"SINE"
25,1427065,0.0526360440036657,"SINE"
26,1395499,0.0514717597103646,"SINE"
27,1293578,0.0477124927947738,"SINE"
28,1282743,0.0473128532991799,"SINE"
29,1268732,0.0467960698222287,"SINE"
30,1272380,0.046930623110639,"SINE"
31,1239585,0.0457210082275747,"SINE"
32,1139356,0.0420241492516742,"SINE"
33,1003376,0.0370086459188769,"SINE"
34,883240,0.0325775346643619,"SINE"
35,774903,0.0285816192020493,"SINE"
36,664891,0.0245239228301733,"SINE"
37,552766,0.0203882903019346,"SINE"
38,448846,0.0165552920202439,"SINE"
39,390227,0.0143931814902744,"SINE"
40,300889,0.0110980275209741,"SINE"
41,237529,0.00876104935384632,"SINE"
42,189957,0.00700639775399461,"SINE"
43,131588,0.00485350825530327,"SINE"
44,96384,0.00355503951484292,"SINE"
45,72785,0.0026846110463131,"SINE"
46,49404,0.00182222331705781,"SINE"
47,34288,0.0012646828818573,"SINE"
48,25857,0.000953712823033837,"SINE"
49,16926,0.000624300701654126,"SINE"
50,9418,0.000347374690309498,"SINE"
51,5731,0.000211382921019721,"SINE"
52,3898,0.000143774319688514,"SINE"
53,4238,0.000156314922226763,"SINE"
54,2373,8.75260288919556e-05,"SINE"
55,1026,3.7843112365422e-05,"SINE"
56,812,2.99499095913476e-05,"SINE"
57,459,1.69298134266362e-05,"SINE"
58,309,1.13971946597616e-05,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,93,3.43022363546223e-06,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,570858,0.0210555978934699,"Unknown"
1,2174815,0.0802161485565354,"Unknown"
2,5440623,0.200672619421929,"Unknown"
3,7224838,0.266481828709523,"Unknown"
4,5252121,0.193719888069973,"Unknown"
5,3046548,0.112369257593228,"Unknown"
6,1680647,0.0619891942179429,"Unknown"
7,1705831,0.062918084024776,"Unknown"
8,2509515,0.0925612652316881,"Unknown"
9,2484109,0.09162418714908,"Unknown"
10,1588694,0.0585975882614735,"Unknown"
11,1007158,0.0371481416800523,"Unknown"
12,951757,0.0351047242646949,"Unknown"
13,1241281,0.0457835637037655,"Unknown"
14,1196130,0.0441182085708111,"Unknown"
15,1334544,0.0492234878641323,"Unknown"
16,1398447,0.0515804941111962,"Unknown"
17,1712985,0.0631819530558308,"Unknown"
18,2391237,0.0881986846816322,"Unknown"
19,4389801,0.161913969302965,"Unknown"
20,7353195,0.271216164356588,"Unknown"
21,11791106,0.434904628918715,"Unknown"
22,15327090,0.565326305170503,"Unknown"
23,16554903,0.610613113477253,"Unknown"
24,15341156,0.565845117274335,"Unknown"
25,11003001,0.405836065496931,"Unknown"
26,6610143,0.243809341423497,"Unknown"
27,3492988,0.128835806408451,"Unknown"
28,2021172,0.074549160921876,"Unknown"
29,1402830,0.0517421572315643,"Unknown"
30,993004,0.0366260837732101,"Unknown"
31,664921,0.0245250293539267,"Unknown"
32,671380,0.0247632639180283,"Unknown"
33,556948,0.020542539713155,"Unknown"
34,457738,0.0168832656607442,"Unknown"
35,420653,0.0155154178809472,"Unknown"
36,329047,0.0121366107158918,"Unknown"
37,256387,0.00945661018521779,"Unknown"
38,193879,0.00715105729268582,"Unknown"
39,175914,0.00648843398503981,"Unknown"
40,134786,0.00497146368741303,"Unknown"
41,107449,0.0039631623592127,"Unknown"
42,72840,0.00268663967319429,"Unknown"
43,54931,0.00202608187655458,"Unknown"
44,36561,0.00134852049823801,"Unknown"
45,22285,0.000821962728131998,"Unknown"
46,12610,0.000465108817668588,"Unknown"
47,6134,0.000226247223440057,"Unknown"
48,2592,9.56036522915925e-05,"Unknown"
49,1736,6.40308411952949e-05,"Unknown"
50,883,3.25686824743349e-05,"Unknown"
51,1238,4.56625468892714e-05,"Unknown"
52,410,1.51224912961238e-05,"Unknown"
53,709,2.61508447047604e-05,"Unknown"
54,135,4.97935689018711e-06,"Unknown"
55,315,1.16184994104366e-05,"Unknown"
56,0,0,"Unknown"
57,228,8.40958052564934e-06,"Unknown"
58,128,4.72116801439963e-06,"Unknown"
59,0,0,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,306,1.12865422844241e-05,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,53417,0.00197023931113426,"Other"
1,50192,0.00185128800764645,"Other"
2,85491,0.00315326073999249,"Other"
3,115595,0.0042636204423791,"Other"
4,131046,0.00483351705949229,"Other"
5,134733,0.00496950882878207,"Other"
6,111657,0.00411837075768609,"Other"
7,84932,0.0031326425140546,"Other"
8,77329,0.00285221251082429,"Other"
9,63155,0.00232941692147975,"Other"
10,59110,0.0021802206353997,"Other"
11,62878,0.00231920001882359,"Other"
12,80537,0.00297053678418518,"Other"
13,90069,0.0033221162647575,"Other"
14,119892,0.0044221115279875,"Other"
15,134051,0.00494435385545535,"Other"
16,145010,0.0053485669825632,"Other"
17,157680,0.00581588884773854,"Other"
18,139588,0.00514858125620324,"Other"
19,129914,0.00479176422986495,"Other"
20,112053,0.00413297687123064,"Other"
21,92876,0.00342565000394828,"Other"
22,74338,0.00274189209261281,"Other"
23,56610,0.00208801032261846,"Other"
24,44682,0.00164805647827659,"Other"
25,41548,0.00153246163017403,"Other"
26,31432,0.00115934182053601,"Other"
27,29879,0.0011020607742363,"Other"
28,20883,0.000770251184724277,"Other"
29,21676,0.000799500295938487,"Other"
30,16330,0.000602317763087077,"Other"
31,15551,0.000573585029624442,"Other"
32,14300,0.000527442989108708,"Other"
33,11187,0.000412622707633505,"Other"
34,10148,0.00037430010164162,"Other"
35,6968,0.00025700858378388,"Other"
36,6513,0.000240226306857694,"Other"
37,4288,0.000158159128482388,"Other"
38,3328,0.00012275036837439,"Other"
39,2534,9.34643730350676e-05,"Other"
40,954,3.51874553573222e-05,"Other"
41,1858,6.85307044590196e-05,"Other"
42,619,2.28312734446357e-05,"Other"
43,602,2.22042433177232e-05,"Other"
44,334,1.2319297787574e-05,"Other"
45,197,7.26617264716193e-06,"Other"
46,0,0,"Other"
47,18,6.63914252024948e-07,"Other"
48,0,0,"Other"
49,21,7.74566627362439e-07,"Other"
50,0,0,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
