"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,1310,5.21408923011799e-05,"DNA"
1,659,2.62296549820439e-05,"DNA"
2,3983,0.000158532193920305,"DNA"
3,12599,0.000501468016872188,"DNA"
4,38574,0.0015353303661265,"DNA"
5,101659,0.00404625264919515,"DNA"
6,200765,0.0079908902617148,"DNA"
7,361358,0.0143828462291372,"DNA"
8,547398,0.0217876489800621,"DNA"
9,685766,0.0272950008777183,"DNA"
10,761605,0.030313560519878,"DNA"
11,759570,0.0302325630268758,"DNA"
12,724676,0.0288437047856869,"DNA"
13,602744,0.0239905419764751,"DNA"
14,480667,0.0191316078471231,"DNA"
15,416370,0.0165724452881239,"DNA"
16,362942,0.014445892926393,"DNA"
17,324208,0.0129041942070084,"DNA"
18,329007,0.0130952050025453,"DNA"
19,387100,0.0154074346639594,"DNA"
20,442859,0.01762676597222,"DNA"
21,511444,0.0203566003985379,"DNA"
22,585255,0.0232944411631504,"DNA"
23,692103,0.0275472274689493,"DNA"
24,737222,0.0293430632855423,"DNA"
25,757436,0.0301476251152951,"DNA"
26,807605,0.0321444620815988,"DNA"
27,877995,0.0349461394931103,"DNA"
28,903421,0.0359581504302475,"DNA"
29,948262,0.0377429212330546,"DNA"
30,925824,0.0368498392930134,"DNA"
31,888112,0.0353488184300653,"DNA"
32,825110,0.0328411997302493,"DNA"
33,801381,0.0318967331398564,"DNA"
34,726314,0.0289089008021673,"DNA"
35,621153,0.0247232608210342,"DNA"
36,525792,0.0209276824769634,"DNA"
37,409440,0.0162966159876299,"DNA"
38,332422,0.0132311295423991,"DNA"
39,261084,0.010391719637833,"DNA"
40,189758,0.0075527873597613,"DNA"
41,136327,0.00542611559140684,"DNA"
42,109088,0.00434194325141307,"DNA"
43,70733,0.00281532956880867,"DNA"
44,51859,0.00206410269759305,"DNA"
45,41171,0.001638696699948,"DNA"
46,28659,0.00114069147515994,"DNA"
47,17819,0.000709235541919638,"DNA"
48,9591,0.000381742975618791,"DNA"
49,7979,0.000317581816542836,"DNA"
50,6094,0.000242554654720145,"DNA"
51,2135,8.49777137885642e-05,"DNA"
52,2026,8.06392731314432e-05,"DNA"
53,1180,4.69666052789254e-05,"DNA"
54,319,1.26969043084553e-05,"DNA"
55,1183,4.70860119025159e-05,"DNA"
56,173,6.88578196038483e-06,"DNA"
57,214,8.51767248278817e-06,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,124,4.93547377507352e-06,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,236,9.39332105578509e-06,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,89386,0.00355776015208647,"LINE"
1,151387,0.00602553684183109,"LINE"
2,505601,0.0201240360979915,"LINE"
3,1627456,0.064776342000694,"LINE"
4,3056260,0.121645895804889,"LINE"
5,3723153,0.148189709613599,"LINE"
6,4071563,0.16205719685532,"LINE"
7,4127621,0.164288429023732,"LINE"
8,4368344,0.173869735907256,"LINE"
9,4584202,0.182461360892255,"LINE"
10,5060120,0.201403948054234,"LINE"
11,5269020,0.209718629276918,"LINE"
12,5698131,0.226798194495431,"LINE"
13,5838563,0.232387698150118,"LINE"
14,6334717,0.252135722790423,"LINE"
15,6842423,0.272343542535967,"LINE"
16,7321197,0.291399804803604,"LINE"
17,7960663,0.316851963457243,"LINE"
18,7892882,0.314154130006047,"LINE"
19,8379308,0.333514958768256,"LINE"
20,8201808,0.326450066872485,"LINE"
21,8190950,0.326017894499504,"LINE"
22,8062915,0.320921818815701,"LINE"
23,7937019,0.315910880054518,"LINE"
24,8009406,0.318792042475133,"LINE"
25,7936360,0.315884650399536,"LINE"
26,8077477,0.321501418566609,"LINE"
27,8070601,0.32122773858534,"LINE"
28,8031986,0.319690776328691,"LINE"
29,8300057,0.330360593992866,"LINE"
30,8304769,0.330548141996319,"LINE"
31,8545889,0.340145250356365,"LINE"
32,8462147,0.33681213386546,"LINE"
33,8497434,0.338216634374339,"LINE"
34,8387687,0.333848461467944,"LINE"
35,8089496,0.321979801302921,"LINE"
36,7498876,0.298471821294582,"LINE"
37,6780945,0.269896582400935,"LINE"
38,5882858,0.234150736947431,"LINE"
39,5056385,0.201255286807864,"LINE"
40,4163923,0.165733328773592,"LINE"
41,3431341,0.136574947732537,"LINE"
42,2614602,0.104066932284313,"LINE"
43,2060261,0.0820029365750544,"LINE"
44,1435793,0.0571477314349527,"LINE"
45,1062369,0.0422846317657345,"LINE"
46,749208,0.0298201325489942,"LINE"
47,481005,0.019145060993381,"LINE"
48,334324,0.0133068333417555,"LINE"
49,212637,0.00846342207347023,"LINE"
50,146891,0.00584658611527681,"LINE"
51,97051,0.00386284407536016,"LINE"
52,54532,0.00217049399921217,"LINE"
53,35591,0.00141660038006969,"LINE"
54,21820,0.000868484175581486,"LINE"
55,12510,0.000497925620372337,"LINE"
56,7236,0.000288008776100258,"LINE"
57,4773,0.000189975938132467,"LINE"
58,4592,0.000182771738509174,"LINE"
59,1252,4.98323642450972e-05,"LINE"
60,1219,4.85188913856018e-05,"LINE"
61,670,2.66674792685424e-05,"LINE"
62,516,2.0537939257564e-05,"LINE"
63,340,1.35327506735887e-05,"LINE"
64,445,1.77119824992558e-05,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,201,8.00024378056272e-06,"LINE"
70,0,0,"LINE"
0,269408,0.0107230332160888,"LTR"
1,990832,0.0394373012218036,"LTR"
2,2431872,0.0967938748414161,"LTR"
3,4379265,0.174304415819333,"LTR"
4,6390830,0.254369144080267,"LTR"
5,8421989,0.335213756802078,"LTR"
6,10397524,0.41384441151369,"LTR"
7,11984939,0.477027033309321,"LTR"
8,12841327,0.511113166497125,"LTR"
9,13141160,0.523047181887461,"LTR"
10,12846343,0.511312814371768,"LTR"
11,12625908,0.502539014681379,"LTR"
12,12307152,0.489851822111642,"LTR"
13,12426244,0.494591946650522,"LTR"
14,12474450,0.496510651882789,"LTR"
15,12530652,0.498747615569133,"LTR"
16,12421186,0.494390627083148,"LTR"
17,12081968,0.480889001736109,"LTR"
18,12135477,0.483018778076676,"LTR"
19,11597947,0.461623897283811,"LTR"
20,11594124,0.461471733443149,"LTR"
21,11202134,0.445869665982737,"LTR"
22,10912605,0.434345772542227,"LTR"
23,10657084,0.424175472586739,"LTR"
24,10259756,0.408360940940752,"LTR"
25,10063299,0.400541518590513,"LTR"
26,9728689,0.387223301817308,"LTR"
27,9342006,0.371832464674028,"LTR"
28,8706860,0.34655225155836,"LTR"
29,8127580,0.323495628587194,"LTR"
30,7527815,0.299623657387944,"LTR"
31,6701431,0.266731749644877,"LTR"
32,6051148,0.240849050508779,"LTR"
33,5433409,0.216261674425391,"LTR"
34,4701958,0.187148309681429,"LTR"
35,4167314,0.165868298060457,"LTR"
36,3493073,0.139032017628366,"LTR"
37,3006494,0.119665099128354,"LTR"
38,2481552,0.0987712485280745,"LTR"
39,1976047,0.0786510334420379,"LTR"
40,1567671,0.0623967670035748,"LTR"
41,1192198,0.0474521126104444,"LTR"
42,918325,0.0365513625362451,"LTR"
43,696777,0.0277332629885032,"LTR"
44,503836,0.0200537852011124,"LTR"
45,366172,0.0145744540577921,"LTR"
46,245230,0.00976069543436516,"LTR"
47,166434,0.00662444066355312,"LTR"
48,109309,0.0043507395393509,"LTR"
49,81262,0.00323440701540342,"LTR"
50,55262,0.00219954961095252,"LTR"
51,31385,0.00124919229379583,"LTR"
52,25067,0.000997721944514258,"LTR"
53,13530,0.000538523872393103,"LTR"
54,10179,0.000405146673842527,"LTR"
55,5258,0.000209280008946263,"LTR"
56,2618,0.000104202180186633,"LTR"
57,3247,0.000129237768932772,"LTR"
58,2169,8.63309888559231e-05,"LTR"
59,1735,6.90568306431658e-05,"LTR"
60,385,1.5323850027446e-05,"LTR"
61,272,1.08262005388709e-05,"LTR"
62,412,1.63985096397604e-05,"LTR"
63,148,5.89072676379743e-06,"LTR"
64,0,0,"LTR"
65,48,1.91050597744781e-06,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,768751,0.0305979870972705,"SINE"
1,2081187,0.0828358375768059,"SINE"
2,2630123,0.104684702352562,"SINE"
3,3266598,0.130017812602481,"SINE"
4,3913015,0.155746636402978,"SINE"
5,4673612,0.18602007629733,"SINE"
6,5324030,0.211908148731489,"SINE"
7,5572867,0.221812410729618,"SINE"
8,5632707,0.22419417484817,"SINE"
9,5670623,0.225703315361522,"SINE"
10,5549851,0.220896323113432,"SINE"
11,5411062,0.215372214486265,"SINE"
12,5309785,0.211341166280474,"SINE"
13,5161971,0.205457842727339,"SINE"
14,5270589,0.209781078941056,"SINE"
15,5563301,0.221431662809196,"SINE"
16,6043287,0.240536165352764,"SINE"
17,6529366,0.259883182748844,"SINE"
18,7038106,0.280132157977319,"SINE"
19,7534208,0.299878112902815,"SINE"
20,7983469,0.317759692609778,"SINE"
21,8257388,0.328662273585539,"SINE"
22,8345376,0.332164390251032,"SINE"
23,8522786,0.339225699948095,"SINE"
24,8330329,0.33156548642931,"SINE"
25,8048408,0.320344408186225,"SINE"
26,7655987,0.304725185974224,"SINE"
27,7104555,0.282776974887641,"SINE"
28,6445802,0.256557151050939,"SINE"
29,5784791,0.230247453828882,"SINE"
30,5092794,0.202704445393966,"SINE"
31,4455499,0.177338697333599,"SINE"
32,3783481,0.150590897209588,"SINE"
33,3237419,0.128856423979232,"SINE"
34,2690100,0.107071919373591,"SINE"
35,2200550,0.0875867485140164,"SINE"
36,1772988,0.0705688369154843,"SINE"
37,1417418,0.056416365865461,"SINE"
38,1137321,0.0452678868495193,"SINE"
39,864123,0.0343940032656279,"SINE"
40,681311,0.0271176820416864,"SINE"
41,524991,0.0208958009084647,"SINE"
42,420543,0.0167385399015383,"SINE"
43,310144,0.0123444159556161,"SINE"
44,221999,0.00883605034348828,"SINE"
45,165653,0.00659335513921173,"SINE"
46,125132,0.004980529874375,"SINE"
47,87283,0.00347405610894953,"SINE"
48,63550,0.00252943030972518,"SINE"
49,46895,0.00186652453775865,"SINE"
50,31940,0.00127128251916007,"SINE"
51,25490,0.00101455827844052,"SINE"
52,16723,0.000665612322101246,"SINE"
53,10113,0.000402519728123536,"SINE"
54,6771,0.000269500749443732,"SINE"
55,5802,0.000230932410024005,"SINE"
56,2809,0.000111804401888561,"SINE"
57,2443,9.72367938105211e-05,"SINE"
58,1221,4.85984958013288e-05,"SINE"
59,1743,6.93752483060738e-05,"SINE"
60,737,2.93342271953966e-05,"SINE"
61,569,2.26474562743293e-05,"SINE"
62,397,1.5801476521808e-05,"SINE"
63,472,1.87866421115702e-05,"SINE"
64,258,1.0268969628782e-05,"SINE"
65,95,3.78120974703213e-06,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,115023,0.00457816935508292,"Unknown"
1,107170,0.00426560261673088,"Unknown"
2,154740,0.00615899364479739,"Unknown"
3,183010,0.00728420206109843,"Unknown"
4,275466,0.0109641549913258,"Unknown"
5,317686,0.0126446042073226,"Unknown"
6,602764,0.0239913380206324,"Unknown"
7,1420839,0.056552529218562,"Unknown"
8,2491000,0.0991472997879689,"Unknown"
9,2124136,0.0845453026023352,"Unknown"
10,1018330,0.040531782333634,"Unknown"
11,598126,0.0238067353805615,"Unknown"
12,617869,0.0245925503704105,"Unknown"
13,733657,0.029201168414509,"Unknown"
14,819331,0.0326111827710062,"Unknown"
15,761225,0.0302984356808898,"Unknown"
16,707532,0.0281613357340751,"Unknown"
17,721527,0.0287183676331248,"Unknown"
18,792240,0.0315329011577762,"Unknown"
19,835888,0.0332701879266021,"Unknown"
20,928560,0.036958738133728,"Unknown"
21,830540,0.0330573257189481,"Unknown"
22,773795,0.030798749433734,"Unknown"
23,836841,0.033308119430696,"Unknown"
24,857235,0.0341198456578641,"Unknown"
25,900585,0.0358452713687467,"Unknown"
26,889410,0.0354004816958721,"Unknown"
27,855367,0.0340454951335751,"Unknown"
28,864676,0.0344160138865764,"Unknown"
29,797808,0.0317545198511601,"Unknown"
30,750899,0.0298874380824914,"Unknown"
31,679514,0.0270461574741557,"Unknown"
32,648768,0.0258223987911847,"Unknown"
33,620235,0.0246867223942155,"Unknown"
34,538298,0.0214254488885042,"Unknown"
35,505779,0.0201311208909912,"Unknown"
36,426547,0.0169775123575507,"Unknown"
37,341677,0.0135994989761758,"Unknown"
38,296640,0.0118069269406275,"Unknown"
39,246814,0.00982374213162093,"Unknown"
40,201727,0.00802917998567949,"Unknown"
41,120795,0.00480790769887102,"Unknown"
42,99645,0.00396609100255807,"Unknown"
43,92889,0.00369718728623229,"Unknown"
44,46889,0.00186628572451147,"Unknown"
45,26051,0.00103688731705194,"Unknown"
46,25354,0.00100914517817108,"Unknown"
47,15534,0.000618287496951549,"Unknown"
48,8750,0.000348269318805591,"Unknown"
49,8880,0.000353443605827846,"Unknown"
50,6603,0.000262813978522665,"Unknown"
51,4645,0.00018488125552594,"Unknown"
52,2736,0.000108898840714525,"Unknown"
53,2510,9.99035417373753e-05,"Unknown"
