"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,1522349,0.0838244293550143,"DNA"
1,3377449,0.185970979782339,"DNA"
2,3643443,0.200617289703295,"DNA"
3,4218665,0.232290484156374,"DNA"
4,4490110,0.247236940078289,"DNA"
5,4692007,0.258353905250854,"DNA"
6,4299070,0.236717789092555,"DNA"
7,4066877,0.223932648677821,"DNA"
8,3825071,0.210618191897793,"DNA"
9,3646136,0.200765573170656,"DNA"
10,3279172,0.180559596818431,"DNA"
11,3165584,0.174305151036565,"DNA"
12,3152218,0.173569184892955,"DNA"
13,3049646,0.167921308244563,"DNA"
14,3011201,0.165804428221287,"DNA"
15,2811207,0.154792247095654,"DNA"
16,2527169,0.13915238838708,"DNA"
17,2163333,0.11911864771473,"DNA"
18,1787483,0.0984233854765162,"DNA"
19,1434443,0.0789841001749893,"DNA"
20,1157137,0.0637149226035378,"DNA"
21,930391,0.0512297079395337,"DNA"
22,812891,0.0447598574327089,"DNA"
23,771012,0.0424538925869615,"DNA"
24,699874,0.0385368523711785,"DNA"
25,691925,0.0380991601015722,"DNA"
26,659936,0.0363377639495482,"DNA"
27,611067,0.0336469118268416,"DNA"
28,561223,0.0309023737105678,"DNA"
29,503681,0.0277339640266213,"DNA"
30,450732,0.0248184566692948,"DNA"
31,380414,0.0209465677506659,"DNA"
32,331056,0.0182287900373394,"DNA"
33,267818,0.0147467440258451,"DNA"
34,232933,0.0128258867072869,"DNA"
35,181189,0.00997672973175381,"DNA"
36,147420,0.00811732222737113,"DNA"
37,109565,0.00603292911302345,"DNA"
38,101000,0.00556131830799406,"DNA"
39,138033,0.00760045000007271,"DNA"
40,73347,0.00403867340531129,"DNA"
41,52892,0.00291236879154873,"DNA"
42,41987,0.00231191160195789,"DNA"
43,25340,0.00139528520717395,"DNA"
44,21537,0.00118588230098285,"DNA"
45,15970,0.00087934904335312,"DNA"
46,9034,0.000497435144499191,"DNA"
47,5699,0.000313801515220378,"DNA"
48,4469,0.000246074569489361,"DNA"
49,2910,0.000160232042339235,"DNA"
50,514,2.83021545575143e-05,"DNA"
51,839,4.61974857466041e-05,"DNA"
52,638,3.51299116881209e-05,"DNA"
53,109,6.00181876803319e-06,"DNA"
54,223,1.22789503235908e-05,"DNA"
55,0,0,"DNA"
56,0,0,"DNA"
57,104,5.72650598050873e-06,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,58,3.19362833528372e-06,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,491756,0.0270773430283755,"LINE"
1,835290,0.045993203658261,"LINE"
2,2645762,0.145682422269257,"LINE"
3,8156522,0.449118961664914,"LINE"
4,18912916,1.04139352483519,"LINE"
5,21503265,1.18402476560542,"LINE"
6,14731702,0.811165188519927,"LINE"
7,9143899,0.503486464506421,"LINE"
8,7562663,0.416419566327616,"LINE"
9,7467433,0.411175958976426,"LINE"
10,7688918,0.423371489525396,"LINE"
11,8097643,0.445876933341583,"LINE"
12,8669911,0.477387472999793,"LINE"
13,8923963,0.491376225859025,"LINE"
14,9021729,0.496759471856049,"LINE"
15,8727504,0.480558690874172,"LINE"
16,8477175,0.46677493591653,"LINE"
17,7721395,0.425159756205483,"LINE"
18,6864973,0.378002970582029,"LINE"
19,6136357,0.337883510183044,"LINE"
20,5343653,0.294235200598687,"LINE"
21,4838799,0.266436648192112,"LINE"
22,4397373,0.242130603682958,"LINE"
23,4061421,0.223632227364075,"LINE"
24,3912076,0.215408909713507,"LINE"
25,3735000,0.20565865228077,"LINE"
26,3584526,0.197373169002779,"LINE"
27,3542310,0.195048648075153,"LINE"
28,3455355,0.190260683387315,"LINE"
29,3239557,0.178378293602874,"LINE"
30,3042984,0.167554481486465,"LINE"
31,2796549,0.153985140127747,"LINE"
32,2632003,0.144924816540547,"LINE"
33,2508574,0.138128500130276,"LINE"
34,2300069,0.126647681577719,"LINE"
35,2250017,0.123891690449484,"LINE"
36,2246240,0.123683719169788,"LINE"
37,2169089,0.119435587795728,"LINE"
38,2091835,0.115181784978245,"LINE"
39,1955023,0.107648566360886,"LINE"
40,1810053,0.0996661473994017,"LINE"
41,1559653,0.0858784830001768,"LINE"
42,1341030,0.0738405414907849,"LINE"
43,1098297,0.06047504171995,"LINE"
44,860816,0.0473987305011308,"LINE"
45,736631,0.0405607867973858,"LINE"
46,588943,0.0324287078046034,"LINE"
47,413105,0.0227466178180583,"LINE"
48,314513,0.017317890148536,"LINE"
49,206436,0.0113668941210798,"LINE"
50,132164,0.0072772878500765,"LINE"
51,88528,0.00487457809079305,"LINE"
52,60276,0.00331895071616485,"LINE"
53,41976,0.00231130591382533,"LINE"
54,23555,0.00129699854202772,"LINE"
55,14414,0.000793671703875508,"LINE"
56,8181,0.000450466782947519,"LINE"
57,5354,0.00029480493288119,"LINE"
58,3329,0.000183303253933784,"LINE"
59,1379,7.59312667992456e-05,"LINE"
60,1019,5.61087460974846e-05,"LINE"
61,288,1.58580165614088e-05,"LINE"
62,546,3.00641563976708e-05,"LINE"
63,496,2.73110285224263e-05,"LINE"
64,283,1.55827037738843e-05,"LINE"
65,212,1.1673262191037e-05,"LINE"
66,176,9.69101012086093e-06,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,2721,0.00014982521897081,"LTR"
1,7288,0.00040129591909565,"LTR"
2,27027,0.00148817574168471,"LTR"
3,72657,0.00400068024063291,"LTR"
4,130707,0.00719706170379187,"LTR"
5,223770,0.0123213484928696,"LTR"
6,276299,0.0152137295760441,"LTR"
7,285913,0.0157431010038961,"LTR"
8,292556,0.0161088815734011,"LTR"
9,309392,0.0170359147915534,"LTR"
10,330500,0.0181981752553667,"LTR"
11,370528,0.0204022193071725,"LTR"
12,408432,0.0224893104868379,"LTR"
13,461973,0.0254374148782073,"LTR"
14,549214,0.0302411274574916,"LTR"
15,541026,0.0297902752366415,"LTR"
16,530698,0.029221589142731,"LTR"
17,595719,0.0328018116942565,"LTR"
18,623254,0.0343179592151537,"LTR"
19,660284,0.0363569257195599,"LTR"
20,683344,0.0376266682956227,"LTR"
21,687586,0.0378602436645584,"LTR"
22,723141,0.0398179928966449,"LTR"
23,719273,0.0396050109242159,"LTR"
24,813311,0.0447829837068609,"LTR"
25,913888,0.0503210105530304,"LTR"
26,923549,0.0508529699210852,"LTR"
