"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,23412,0.000792658194762605,"DNA"
1,29592,0.00100189395606591,"DNA"
2,52994,0.00179421358163547,"DNA"
3,37183,0.0012589018305082,"DNA"
4,73085,0.00247443294738702,"DNA"
5,129831,0.00439567769025388,"DNA"
6,269299,0.00911763451184755,"DNA"
7,500485,0.0169448802582335,"DNA"
8,813086,0.027528587089815,"DNA"
9,1079480,0.0365478672510822,"DNA"
10,1104632,0.0373994364854351,"DNA"
11,1145808,0.0387935289947271,"DNA"
12,1217130,0.0412082721933799,"DNA"
13,1395482,0.0472467214652191,"DNA"
14,1608915,0.054472905323188,"DNA"
15,1744252,0.0590549992111338,"DNA"
16,1826528,0.0618406111038507,"DNA"
17,1834864,0.062122842383175,"DNA"
18,1947816,0.0659470491324842,"DNA"
19,2024673,0.0685491903794887,"DNA"
20,2172428,0.0735517194913607,"DNA"
21,2312399,0.0782907063433647,"DNA"
22,2428765,0.0822305006151802,"DNA"
23,2455451,0.0831340063637465,"DNA"
24,2464499,0.0834403437696159,"DNA"
25,2405517,0.0814433949551836,"DNA"
26,2385854,0.0807776663508945,"DNA"
27,2260846,0.0765452805824474,"DNA"
28,2118546,0.0717274409653827,"DNA"
29,1994378,0.0675234950091515,"DNA"
30,1751875,0.0593130905069938,"DNA"
31,1616571,0.0547321138973851,"DNA"
32,1475062,0.0499410551034905,"DNA"
33,1181585,0.0400048279966929,"DNA"
34,1006249,0.0340684911934767,"DNA"
35,818042,0.0276963819818893,"DNA"
36,700593,0.0237199206664667,"DNA"
37,537028,0.0181821136603867,"DNA"
38,393389,0.0133189396283729,"DNA"
39,315250,0.0106733938108197,"DNA"
40,236277,0.00799961132256638,"DNA"
41,186667,0.00631996955585816,"DNA"
42,126057,0.00426790167679779,"DNA"
43,97583,0.00330385975651458,"DNA"
44,72284,0.00244731355502393,"DNA"
45,47052,0.00159303576712669,"DNA"
46,38876,0.00131622159489113,"DNA"
47,22347,0.000756600575703056,"DNA"
48,14796,0.000500946978032954,"DNA"
49,9303,0.000314970920292009,"DNA"
50,7322,0.000247900363149316,"DNA"
51,4796,0.00016237778498554,"DNA"
52,3963,0.00013417497120469,"DNA"
53,2485,8.41344444722824e-05,"DNA"
54,248,8.39651598757587e-06,"DNA"
55,423,1.43214768659056e-05,"DNA"
56,291,9.85236351767974e-06,"DNA"
57,177,5.99267471693923e-06,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,9022205,0.305464066635834,"LINE"
1,33686559,1.14052310971741,"LINE"
2,64580842,2.18650835622625,"LINE"
3,63503134,2.15002048343618,"LINE"
4,59149500,2.0026198484158,"LINE"
5,60810957,2.0588716639931,"LINE"
6,51178256,1.7327380835494,"LINE"
7,37493224,1.26940505944259,"LINE"
8,28438370,0.962835598248378,"LINE"
9,23281951,0.788255136263943,"LINE"
10,21241983,0.719188104303689,"LINE"
11,20248053,0.685536696499127,"LINE"
12,19189880,0.649710218627671,"LINE"
13,18007347,0.609673294271477,"LINE"
14,16447728,0.556869399642336,"LINE"
15,14831442,0.502146934966952,"LINE"
16,13542760,0.45851613248348,"LINE"
17,12989001,0.439767558706205,"LINE"
18,13324045,0.451111116377743,"LINE"
19,13609219,0.460766229483553,"LINE"
20,14321399,0.484878450274004,"LINE"
21,14489995,0.490586591441106,"LINE"
22,14405649,0.487730895725428,"LINE"
23,14594387,0.494120982961167,"LINE"
24,14435397,0.488738071360906,"LINE"
25,14280212,0.4834839853386,"LINE"
26,13881075,0.469970436138063,"LINE"
27,13621215,0.461172377087533,"LINE"
28,13127456,0.444455218468543,"LINE"
29,12692013,0.429712459955729,"LINE"
30,12012579,0.406708917844831,"LINE"
31,11456170,0.387870623231399,"LINE"
32,10664553,0.361068910342138,"LINE"
33,9992602,0.338318719558397,"LINE"
34,8968439,0.303643715512496,"LINE"
35,8136268,0.27546896911775,"LINE"
36,6767427,0.229124229839728,"LINE"
37,5875731,0.198934150323367,"LINE"
38,4964224,0.168073331378661,"LINE"
39,4071036,0.137832737338697,"LINE"
40,3431201,0.116169895375348,"LINE"
41,2600006,0.0880281933338434,"LINE"
42,1961365,0.0664057765321441,"LINE"
43,1547560,0.0523956140392456,"LINE"
44,1126064,0.0381250579799743,"LINE"
45,778725,0.0263652294855847,"LINE"
46,536104,0.0181508298669491,"LINE"
47,378023,0.0127986942063363,"LINE"
48,258596,0.0087552639045289,"LINE"
49,160344,0.00542875386899945,"LINE"
50,116886,0.003957399869854,"LINE"
51,75500,0.00255619740750797,"LINE"
52,40989,0.00138776126538204,"LINE"
53,29492,0.000998508264135433,"LINE"
54,18663,0.000631871684984389,"LINE"
55,11970,0.000405267324077754,"LINE"
56,6675,0.000225994936359149,"LINE"
57,3868,0.00013095856387074,"LINE"
58,2343,7.93267619310091e-05,"LINE"
59,1336,4.52328441911345e-05,"LINE"
60,717,2.42754111414996e-05,"LINE"
61,630,2.13298591619871e-05,"LINE"
62,252,8.53194366479483e-06,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,173,5.85724703972026e-06,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,2748397,0.0930522554463933,"LTR"
1,5204622,0.176212467065682,"LTR"
2,4907882,0.166165764831193,"LTR"
3,3885760,0.131559862757592,"LTR"
4,3263586,0.110494967846084,"LTR"
5,2717437,0.0920040452247185,"LTR"
6,2230364,0.0755132539682002,"LTR"
7,2119550,0.0717614333123646,"LTR"
8,1849427,0.0626159006990099,"LTR"
9,1735923,0.0587730049302446,"LTR"
10,1867430,0.0632254268172532,"LTR"
11,1967365,0.0666089180479725,"LTR"
12,2117028,0.071676046161878,"LTR"
13,2093294,0.0708724860390993,"LTR"
14,2319511,0.07853149675346,"LTR"
15,2417586,0.0818520141142725,"LTR"
16,2612361,0.0884464955718535,"LTR"
17,2860262,0.0968396597244182,"LTR"
18,3274407,0.11086133356988,"LTR"
19,3779114,0.127949157741418,"LTR"
20,4101465,0.138862969536221,"LTR"
21,4580951,0.155096888345974,"LTR"
22,4903474,0.166016523530897,"LTR"
23,5164706,0.174861034274714,"LTR"
24,5386977,0.182386445585498,"LTR"
25,5323557,0.180239239763191,"LTR"
26,5103159,0.172777242462265,"LTR"
27,4899579,0.165884650830206,"LTR"
28,4536429,0.153589510584689,"LTR"
29,4325737,0.146456128542534,"LTR"
30,3970879,0.134441729871892,"LTR"
31,3639973,0.123238272132437,"LTR"
32,3374015,0.114233753587987,"LTR"
33,3042530,0.103010692692255,"LTR"
34,2785709,0.0943155248194918,"LTR"
35,2402167,0.0813299742755127,"LTR"
36,2104205,0.0712418988856334,"LTR"
37,1841091,0.0623336694196856,"LTR"
38,1541239,0.0521816044523203,"LTR"
39,1282459,0.0434201108746393,"LTR"
40,987083,0.033419589478082,"LTR"
41,759849,0.0257261462767884,"LTR"
42,614523,0.0208058556219076,"LTR"
43,489118,0.0165600286564965,"LTR"
44,358933,0.0121523656168087,"LTR"
45,282463,0.00956332699757517,"LTR"
46,227891,0.00771568719727682,"LTR"
47,169762,0.00574761833501151,"LTR"
48,108536,0.00367469459365941,"LTR"
