"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,4417575,0.440112122784374,"DNA"
1,9472596,0.943731421388152,"DNA"
2,11381134,1.13387436420059,"DNA"
3,8287873,0.825700385256005,"DNA"
4,6693467,0.666853640324647,"DNA"
5,5509828,0.548930600444085,"DNA"
6,5241951,0.522242674349993,"DNA"
7,4221809,0.420608438109183,"DNA"
8,3693428,0.367967139761349,"DNA"
9,3274580,0.326238344573042,"DNA"
10,2951427,0.294043406668391,"DNA"
11,2638381,0.262855404293975,"DNA"
12,2426560,0.241752199490365,"DNA"
13,2216935,0.220867776761,"DNA"
14,2037526,0.202993699730815,"DNA"
15,1854065,0.184715931915182,"DNA"
16,1629557,0.162348752532359,"DNA"
17,1439711,0.143434862884278,"DNA"
18,1493557,0.148799407314977,"DNA"
19,1422086,0.141678927520628,"DNA"
20,988472,0.0984790321008507,"DNA"
21,810001,0.0806984057016498,"DNA"
22,689024,0.0686457649930969,"DNA"
23,588569,0.0586376806268317,"DNA"
24,495465,0.0493619582950736,"DNA"
25,418642,0.0417082719154051,"DNA"
26,324158,0.0322950635807059,"DNA"
27,281381,0.0280332963721476,"DNA"
28,232793,0.0231925935381612,"DNA"
29,189314,0.018860887797672,"DNA"
30,135645,0.0135139774412628,"DNA"
31,124115,0.0123652719239362,"DNA"
32,103739,0.0103352612022497,"DNA"
33,109026,0.0108619919975754,"DNA"
34,65359,0.00651155627987388,"DNA"
35,42686,0.00425270110256731,"DNA"
36,48580,0.00483990581367942,"DNA"
37,32405,0.00322843038065627,"DNA"
38,29469,0.00293592392802221,"DNA"
39,25497,0.00254020334564397,"DNA"
40,27569,0.00274663160513232,"DNA"
41,16860,0.00167972029680187,"DNA"
42,14711,0.00146562071685957,"DNA"
43,13588,0.00135373899127781,"DNA"
44,13183,0.00131338983824075,"DNA"
45,6351,0.000632734496144051,"DNA"
46,1394,0.000138880788478162,"DNA"
47,888,8.84692540664332e-05,"DNA"
48,1158,0.00011536868942447,"DNA"
49,517,5.15074373337229e-05,"DNA"
50,181,1.80325844437212e-05,"DNA"
51,283,2.81945933567574e-05,"DNA"
52,0,0,"DNA"
53,0,0,"DNA"
54,0,0,"DNA"
55,51,5.08100445651812e-06,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,8714242,0.868178479160341,"LINE"
1,13684176,1.36332076940742,"LINE"
2,9783313,0.97468739122572,"LINE"
3,8074955,0.80448788904281,"LINE"
4,5700779,0.567954578522058,"LINE"
5,4350247,0.433404399881463,"LINE"
6,3481140,0.346817408897324,"LINE"
7,2884192,0.287344949126548,"LINE"
8,2366726,0.235791085359947,"LINE"
9,2014482,0.200697882736775,"LINE"
10,1746027,0.173952371925509,"LINE"
11,1516486,0.151083767142105,"LINE"
12,1393442,0.138825196311755,"LINE"
13,1224014,0.121945501741972,"LINE"
14,1140226,0.113597909557605,"LINE"
15,1065246,0.106127836731139,"LINE"
16,1018449,0.101465566818361,"LINE"
17,997503,0.0993787683998078,"LINE"
18,922616,0.0919179609344103,"LINE"
19,873518,0.0870264480558588,"LINE"
20,825655,0.0822579751871857,"LINE"
21,757385,0.0754564031431369,"LINE"
22,685342,0.068278936396844,"LINE"
23,718243,0.0715567820365284,"LINE"
24,633939,0.0631577820423656,"LINE"
25,601882,0.0599640220450596,"LINE"
26,564668,0.0562564828324152,"LINE"
27,539114,0.0537106007170845,"LINE"
28,484689,0.0482883719416728,"LINE"
29,463185,0.0461459813567127,"LINE"
30,457606,0.045590159320185,"LINE"
31,440217,0.043857736055589,"LINE"
32,410226,0.0408698065525413,"LINE"
33,387288,0.0385845500775685,"LINE"
34,382431,0.0381006591237389,"LINE"
35,417281,0.0415726788356929,"LINE"
36,410964,0.0409433316758532,"LINE"
37,424067,0.0422487513110249,"LINE"
38,407067,0.0405550831588522,"LINE"
39,395371,0.0393898394701574,"LINE"
40,407136,0.0405619574589993,"LINE"
41,483805,0.0482003011977598,"LINE"
42,295065,0.0293965996071082,"LINE"
43,263466,0.0262484690223726,"LINE"
44,134352,0.0133851590341593,"LINE"
45,97725,0.009736101186534,"LINE"
46,58163,0.00579463651381301,"LINE"
47,40096,0.00399466577820688,"LINE"
48,25753,0.00256570799546493,"LINE"
49,20093,0.00200181612832978,"LINE"
50,4714,0.000469644215843656,"LINE"
51,2543,0.000253352830057365,"LINE"
52,343,3.41722456585435e-05,"LINE"
53,61,6.07727984014913e-06,"LINE"
54,0,0,"LINE"
55,0,0,"LINE"
56,0,0,"LINE"
57,51,5.08100445651812e-06,"LINE"
58,0,0,"LINE"
59,0,0,"LINE"
60,0,0,"LINE"
61,0,0,"LINE"
62,0,0,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,1797627,0.179093152905045,"LTR"
1,1720411,0.1714003129028,"LTR"
2,1980024,0.19726491701986,"LTR"
3,2076212,0.20684789067993,"LTR"
4,1678742,0.167248933006748,"LTR"
5,1353040,0.134800044506809,"LTR"
6,1036916,0.103305388569313,"LTR"
7,804065,0.0801070166339264,"LTR"
8,715247,0.0712582979315925,"LTR"
9,616593,0.0614296427619192,"LTR"
10,525640,0.0523682192651801,"LTR"
11,467773,0.0466030725027226,"LTR"
12,414813,0.0413267980710128,"LTR"
13,394776,0.0393305610848314,"LTR"
14,361574,0.0360227275560997,"LTR"
15,374748,0.0373352207464952,"LTR"
16,338961,0.0337698500310949,"LTR"
17,306224,0.0305083433077021,"LTR"
18,265372,0.0264383591104927,"LTR"
19,236543,0.0235661968070229,"LTR"
20,203661,0.0202902440905674,"LTR"
21,202764,0.0202008781886557,"LTR"
22,201467,0.0200716612713988,"LTR"
23,207899,0.0207124655981502,"LTR"
24,192548,0.0191830832567383,"LTR"
25,214246,0.0213448015841408,"LTR"
26,180367,0.0179695202119373,"LTR"
27,163363,0.0162754535496112,"LTR"
28,187768,0.0187068636233627,"LTR"
29,245948,0.0245031938053278,"LTR"
30,152164,0.0151597247474828,"LTR"
31,159291,0.0158697702133966,"LTR"
32,156348,0.015576566367994,"LTR"
33,158478,0.0157887730247074,"LTR"
34,205700,0.0204933846412898,"LTR"
35,197246,0.0196511334319681,"LTR"
36,137324,0.0136812520781744,"LTR"
37,191575,0.019086145661911,"LTR"
38,138496,0.013798015553136,"LTR"
39,139435,0.0138915658116589,"LTR"
40,135002,0.0134499169340953,"LTR"
41,98343,0.00979767100524239,"LTR"
42,97911,0.00975463190866953,"LTR"
43,63688,0.00634507866326914,"LTR"
44,57690,0.00574751268816727,"LTR"
45,28510,0.00284038111873199,"LTR"
46,18922,0.00188515228090659,"LTR"
47,13388,0.00133381348360519,"LTR"
48,4451,0.00044344217325416,"LTR"
49,1521,0.000151533485850276,"LTR"
50,1990,0.00019825880134257,"LTR"
51,1269,0.000126427346182775,"LTR"
52,638,6.35623694756581e-05,"LTR"
53,1281,0.000127622876643132,"LTR"
54,0,0,"LTR"
55,0,0,"LTR"
56,0,0,"LTR"
57,0,0,"LTR"
58,0,0,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,327217,0.0325998242205587,"SINE"
1,632351,0.0629995735114449,"SINE"
2,829078,0.0825990002510026,"SINE"
3,822981,0.0819915711496028,"SINE"
4,744342,0.0741569611602669,"SINE"
5,702524,0.0699907367609988,"SINE"
6,622369,0.0620050914235045,"SINE"
7,657017,0.0654569863727092,"SINE"
8,543673,0.0541648026644819,"SINE"
9,475129,0.0473359326749216,"SINE"
10,369546,0.0368169582919303,"SINE"
11,324901,0.0323690868417097,"SINE"
12,258314,0.0257351879447259,"SINE"
13,220456,0.0219634885973757,"SINE"
14,219472,0.0218654550996264,"SINE"
15,188682,0.0187979231934265,"SINE"
16,186083,0.0185389912212208,"SINE"
17,173763,0.0173115799485874,"SINE"
18,151672,0.0151107079986082,"SINE"
19,143412,0.014287784531729,"SINE"
20,123585,0.0123124693286038,"SINE"
21,106974,0.0106575562888543,"SINE"
22,102830,0.0102446997698776,"SINE"
23,85365,0.00850470481236607,"SINE"
24,64519,0.00642786914764888,"SINE"
25,56094,0.00558850713693976,"SINE"
26,46987,0.004681199145067,"SINE"
27,33707,0.00335814543560503,"SINE"
28,25444,0.00253492308611073,"SINE"
29,18968,0.00188973514767129,"SINE"
30,17374,0.00173092885152051,"SINE"
31,11110,0.00110686195121405,"SINE"
32,8757,0.000872438353445671,"SINE"
33,5700,0.000567876968669673,"SINE"
34,3600,0.000358659138107162,"SINE"
35,2535,0.00025255580975046,"SINE"
36,934,9.30521208311358e-05,"SINE"
37,827,8.23919742262841e-05,"SINE"
38,1620,0.000161396612148223,"SINE"
39,209,2.0822155517888e-05,"SINE"
40,100,9.96275383631005e-06,"SINE"
41,111,1.10586567583042e-05,"SINE"
42,216,2.15195482864297e-05,"SINE"
43,0,0,"SINE"
44,0,0,"SINE"
45,0,0,"SINE"
46,0,0,"SINE"
47,0,0,"SINE"
48,0,0,"SINE"
49,0,0,"SINE"
50,0,0,"SINE"
51,0,0,"SINE"
52,0,0,"SINE"
53,0,0,"SINE"
54,0,0,"SINE"
55,0,0,"SINE"
56,0,0,"SINE"
57,0,0,"SINE"
58,0,0,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,18249169,1.8181197846422,"Unknown"
1,22696703,2.2612166488484,"Unknown"
2,25115841,2.50222941274903,"Unknown"
3,22044329,2.19622223313631,"Unknown"
4,18353559,1.82851990337193,"Unknown"
5,16147377,1.60872342153095,"Unknown"
6,14341157,1.42877416918875,"Unknown"
7,13196336,1.31471847109236,"Unknown"
8,12342494,1.22965229448134,"Unknown"
9,11428371,1.13858047023024,"Unknown"
10,10649219,1.06095547445956,"Unknown"
11,10066507,1.00290131232492,"Unknown"
12,9684879,0.964880654114486,"Unknown"
13,9209378,0.917507659995293,"Unknown"
14,8440006,0.840857021549798,"Unknown"
15,7916851,0.78873637671745,"Unknown"
16,7170361,0.71436541560478,"Unknown"
17,6393181,0.636936885339745,"Unknown"
18,5617099,0.559617746111833,"Unknown"
19,4817988,0.480004284302958,"Unknown"
20,4193831,0.41782105884086,"Unknown"
21,3548744,0.353552629000823,"Unknown"
22,3030120,0.301883396544798,"Unknown"
23,2542939,0.253346752777524,"Unknown"
24,2041511,0.203390715471192,"Unknown"
25,1640694,0.163458304427109,"Unknown"
26,1332054,0.132709260986721,"Unknown"
27,1069500,0.106551652279336,"Unknown"
28,826401,0.0823322973308046,"Unknown"
29,612286,0.0610005469541893,"Unknown"
30,478555,0.0476772566213535,"Unknown"
31,354818,0.0353496439069186,"Unknown"
32,290975,0.0289891229752032,"Unknown"
33,209397,0.0208617076506181,"Unknown"
34,153271,0.0152700124324508,"Unknown"
35,123241,0.0122781974554069,"Unknown"
36,91988,0.00916453799894489,"Unknown"
37,73984,0.00737084379825563,"Unknown"
38,60763,0.00605366811355707,"Unknown"
39,43280,0.00431187986035499,"Unknown"
40,40157,0.00400074305804703,"Unknown"
41,45690,0.00455198222781006,"Unknown"
42,34131,0.00340038751187098,"Unknown"
43,30143,0.00300307288887894,"Unknown"
44,12043,0.00119981444450682,"Unknown"
45,9497,0.000946162731834365,"Unknown"
46,8840,0.000880707439129808,"Unknown"
47,4092,0.000407675886981807,"Unknown"
48,1362,0.000135692707250543,"Unknown"
49,370,3.68621891943472e-05,"Unknown"
50,173,1.72355641368164e-05,"Unknown"
51,341,3.39729905818173e-05,"Unknown"
52,51,5.08100445651812e-06,"Unknown"
53,58,5.77839722505983e-06,"Unknown"
54,115,1.14571669117566e-05,"Unknown"
55,177,1.76340742902688e-05,"Unknown"
56,151,1.50437582928282e-05,"Unknown"
57,0,0,"Unknown"
58,24,2.39106092071441e-06,"Unknown"
59,77,7.67132045395874e-06,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,88,8.76722337595284e-06,"Unknown"
63,10,9.96275383631005e-07,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,107939,0.0107536968633747,"Other"
1,680360,0.067782592000719,"Other"
2,1317070,0.131216441951889,"Other"
3,981194,0.097753942876644,"Other"
4,767545,0.076468618932906,"Other"
5,610708,0.0608433346986524,"Other"
6,391938,0.0390478181309569,"Other"
7,285406,0.0284342972140591,"Other"
8,186257,0.018556326412896,"Other"
9,116088,0.0115655616734956,"Other"
10,78319,0.00780272917705967,"Other"
11,60657,0.00604310759449059,"Other"
12,56257,0.00560474642569294,"Other"
13,51449,0.00512573722124316,"Other"
14,44665,0.00444986400098788,"Other"
15,53677,0.00534770737671614,"Other"
16,60733,0.00605067928740618,"Other"
17,68235,0.00679808508020616,"Other"
18,72457,0.00721871254717517,"Other"
19,73415,0.00731415572892702,"Other"
20,75781,0.00754987448469412,"Other"
21,71854,0.00715863714154222,"Other"
22,68636,0.00683803572308976,"Other"
23,67595,0.00673432345565378,"Other"
24,65452,0.00652082164094165,"Other"
25,64438,0.00641979931704147,"Other"
26,58935,0.00587154897342933,"Other"
27,57388,0.00571742517158161,"Other"
28,59501,0.00592793816014284,"Other"
29,59191,0.00589705362325028,"Other"
30,60379,0.00601541113882564,"Other"
31,49253,0.00490695514699779,"Other"
32,39153,0.00390071700953047,"Other"
33,25328,0.00252336629166061,"Other"
34,19468,0.00193954891685284,"Other"
35,18336,0.00182677054342581,"Other"
36,24744,0.00246518380925656,"Other"
37,15261,0.00152041586295928,"Other"
38,10824,0.0010783684752422,"Other"
39,4104,0.000408871417442164,"Other"
40,8031,0.00080010876059406,"Other"
41,4122,0.0004106647131327,"Other"
42,1893,0.000188594930121349,"Other"
43,1523,0.000151732740927002,"Other"
44,265,2.64012976662216e-05,"Other"
45,409,4.07476631905081e-05,"Other"
46,0,0,"Other"
47,254,2.53053947442275e-05,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,242,2.41098642838703e-05,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
