"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,43758,0.00141765007879519,"DNA"
1,295149,0.00956209157425663,"DNA"
2,986791,0.0319695675968825,"DNA"
3,1123954,0.0364133067476157,"DNA"
4,782114,0.025338543208712,"DNA"
5,573375,0.0185759201501255,"DNA"
6,333494,0.0108043739516825,"DNA"
7,297623,0.00964224300473652,"DNA"
8,373444,0.0120986543266509,"DNA"
9,518851,0.0168094785189671,"DNA"
10,701021,0.0227113322338106,"DNA"
11,894959,0.0289944398022868,"DNA"
12,1057849,0.0342716695964946,"DNA"
13,1274943,0.0413049738198587,"DNA"
14,1428008,0.0462638981150912,"DNA"
15,1610408,0.0521732032563738,"DNA"
16,1766066,0.0572161342853308,"DNA"
17,1928358,0.062473990370797,"DNA"
18,1996360,0.0646770855912877,"DNA"
19,2036685,0.0659835150311025,"DNA"
20,2053345,0.0665232574853446,"DNA"
21,1984987,0.0643086287526264,"DNA"
22,1881252,0.0609478734410533,"DNA"
23,1750813,0.0567219751223923,"DNA"
24,1688014,0.054687444126957,"DNA"
25,1552149,0.0502857569393454,"DNA"
26,1422444,0.0460836383902771,"DNA"
27,1301424,0.0421628921830511,"DNA"
28,1172848,0.037997350418547,"DNA"
29,1055708,0.0342023065355983,"DNA"
30,948382,0.0307252117790562,"DNA"
31,852115,0.0276064010442105,"DNA"
32,745063,0.0241381832043828,"DNA"
33,668947,0.0216722146181225,"DNA"
34,561100,0.0181782407608204,"DNA"
35,487888,0.0158063545327306,"DNA"
36,415655,0.0134661854632665,"DNA"
37,348383,0.0112867404223434,"DNA"
38,284297,0.00921051383635532,"DNA"
39,240434,0.00778946201940314,"DNA"
40,173621,0.00562488743385209,"DNA"
41,130806,0.00423778820345728,"DNA"
42,111322,0.00360655519154527,"DNA"
43,79006,0.00255959737934304,"DNA"
44,52980,0.00171641988149754,"DNA"
45,38770,0.00125605131758512,"DNA"
46,25247,0.000817939840471277,"DNA"
47,19156,0.000620606629859698,"DNA"
48,10673,0.000345778584281299,"DNA"
49,8959,0.000290249258556746,"DNA"
50,6838,0.000221534147785582,"DNA"
51,3462,0.000112160166661843,"DNA"
52,2362,7.65229097791087e-05,"DNA"
53,2202,7.13393087779836e-05,"DNA"
54,530,1.71706783162268e-05,"DNA"
55,134,4.34126583844224e-06,"DNA"
56,143,4.63284339475552e-06,"DNA"
57,166,5.37798603866725e-06,"DNA"
58,0,0,"DNA"
59,125,4.04968828212895e-06,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,185,5.99353865755085e-06,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,8489818,0.27504893177606,"LINE"
1,27600445,0.894185589584357,"LINE"
2,16890363,0.547205640976035,"LINE"
3,13395921,0.433994434416201,"LINE"
4,13550634,0.439006749801745,"LINE"
5,10432130,0.337974996949167,"LINE"
6,9385413,0.304063976392326,"LINE"
7,10167640,0.329406180519245,"LINE"
8,13212982,0.428067667019046,"LINE"
9,15763111,0.510685487252784,"LINE"
10,18681807,0.605243959175157,"LINE"
11,21879310,0.708835082624535,"LINE"
12,23657667,0.766449414659271,"LINE"
13,23994670,0.777367471460409,"LINE"
14,23299365,0.754841323372364,"LINE"
15,23060245,0.747094431676182,"LINE"
16,23536787,0.762533204102921,"LINE"
17,23530372,0.762325374100282,"LINE"
18,21600269,0.699794850081066,"LINE"
19,20429613,0.661868514996235,"LINE"
20,19848744,0.643049807934219,"LINE"
21,19871242,0.64377868702999,"LINE"
22,19624846,0.635796071078282,"LINE"
23,20180184,0.653787637408049,"LINE"
24,20704428,0.670771835678261,"LINE"
25,21711661,0.70340367309805,"LINE"
26,22705417,0.735598889326012,"LINE"
27,23851685,0.772735114028247,"LINE"
28,24906124,0.806896308128406,"LINE"
29,25205284,0.816588346100259,"LINE"
30,25441320,0.824235323887144,"LINE"
31,25098618,0.813132633697846,"LINE"
32,24688184,0.799835595614748,"LINE"
33,24043220,0.778940370389188,"LINE"
34,22866491,0.740817285248857,"LINE"
35,21555502,0.698344510918458,"LINE"
36,19976513,0.647189204911174,"LINE"
37,18436053,0.597282142422467,"LINE"
38,16790231,0.543961613879506,"LINE"
39,14968667,0.484947482791923,"LINE"
40,12872225,0.417027989979419,"LINE"
41,10895436,0.352984955983088,"LINE"
42,8958995,0.290249096569215,"LINE"
43,7112657,0.23043234966162,"LINE"
44,5790865,0.187609585071125,"LINE"
45,4365029,0.141416054339624,"LINE"
46,3357186,0.108764454441019,"LINE"
47,2471112,0.0800578664818259,"LINE"
48,1803020,0.0584133517315532,"LINE"
49,1285327,0.0416413895248317,"LINE"
50,935648,0.0303126619343791,"LINE"
51,648689,0.0210159059363676,"LINE"
52,429069,0.0139007656121983,"LINE"
53,264465,0.00856800649226587,"LINE"
54,183730,0.00595239382460442,"LINE"
55,143242,0.00464068359126972,"LINE"
56,69060,0.0022373717821106,"LINE"
57,40006,0.00129609463531881,"LINE"
58,29211,0.000946363555274151,"LINE"
59,22912,0.000742291663361109,"LINE"
60,14331,0.00046428866216952,"LINE"
61,7538,0.000244212402165504,"LINE"
62,3074,9.95899342341152e-05,"LINE"
63,1655,5.36178728553873e-05,"LINE"
64,178,5.76675611375163e-06,"LINE"
65,757,2.45249122365729e-05,"LINE"
66,228,7.38663142660321e-06,"LINE"
67,143,4.63284339475552e-06,"LINE"
68,33,1.06911770648204e-06,"LINE"
69,113,3.66091820704457e-06,"LINE"
70,0,0,"LINE"
0,14624,0.00047378113150283,"LTR"
1,131118,0.00424789622540947,"LTR"
2,337920,0.0109477653143761,"LTR"
3,639253,0.0207102030673262,"LTR"
4,3302877,0.107004978273706,"LTR"
5,4652015,0.150713685070305,"LTR"
6,3510290,0.113724642238996,"LTR"
7,2949974,0.0955718011230806,"LTR"
8,2789602,0.0903761482496279,"LTR"
9,2551004,0.0826461680517127,"LTR"
10,2593781,0.0840320361768697,"LTR"
11,2853448,0.0924445994341144,"LTR"
12,2552818,0.082704937128063,"LTR"
13,2166696,0.0701955472170854,"LTR"
14,1845154,0.0597783882601869,"LTR"
15,1625949,0.0526766929011143,"LTR"
16,1521333,0.0492873953865287,"LTR"
17,1484903,0.048107154233585,"LTR"
18,1384042,0.0448395093549946,"LTR"
19,1267566,0.0410659774162005,"LTR"
20,1159084,0.0375514311424252,"LTR"
21,1115290,0.0361326147534048,"LTR"
22,994686,0.0322253459087818,"LTR"
23,907560,0.0294026807786316,"LTR"
24,717175,0.0232346815498867,"LTR"
25,644800,0.020889912034534,"LTR"
26,589680,0.0191041614896464,"LTR"
27,547432,0.0177354316452993,"LTR"
28,544963,0.0176554422023507,"LTR"
29,526114,0.0170447816069119,"LTR"
30,481828,0.015610025644813,"LTR"
31,494714,0.0160274999104411,"LTR"
32,487581,0.0157964084983097,"LTR"
33,420380,0.013619263680331,"LTR"
34,410081,0.0132856017633898,"LTR"
35,371639,0.012040176827857,"LTR"
36,333291,0.0107977972579123,"LTR"
37,293439,0.0095066918385571,"LTR"
38,255463,0.00827636414094007,"LTR"
39,226977,0.00735348877770227,"LTR"
40,184451,0.00597575242661574,"LTR"
41,159172,0.00515677586594424,"LTR"
42,119156,0.00386035725556286,"LTR"
43,96327,0.00312075458522109,"LTR"
44,82198,0.00266301021931549,"LTR"
45,50802,0.00164585811286972,"LTR"
46,50230,0.0016273267392907,"LTR"
47,39072,0.00126583536447474,"LTR"
48,22801,0.000738695540166578,"LTR"
49,13056,0.000422981841691805,"LTR"
50,8623,0.000279363696454384,"LTR"
51,5837,0.000189104244022294,"LTR"
52,3605,0.000116793010056599,"LTR"
53,1581,5.1220457392367e-05,"LTR"
54,2606,8.44279013058244e-05,"LTR"
55,230,7.45142643911727e-06,"LTR"
56,617,1.99892613605885e-05,"LTR"
57,0,0,"LTR"
58,0,0,"LTR"
59,224,7.25704140157508e-06,"LTR"
60,84,2.72139052559066e-06,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,8992,0.000291318376263228,"SINE"
1,9130,0.000295789232126699,"SINE"
2,42844,0.00138803875807626,"SINE"
3,102843,0.0033318567359919,"SINE"
4,281376,0.00911588072057853,"SINE"
5,514391,0.0166649856410608,"SINE"
6,903206,0.0292616220363885,"SINE"
7,1352850,0.0438289663398252,"SINE"
8,1599772,0.051828623379824,"SINE"
9,2020313,0.0654531030586623,"SINE"
10,2211397,0.071643748144281,"SINE"
11,2290836,0.0742173736438333,"SINE"
12,2599133,0.0842054276303574,"SINE"
13,2984057,0.096676005328839,"SINE"
14,3311652,0.107289266391111,"SINE"
15,3874509,0.125524429570425,"SINE"
16,4352907,0.141023331768777,"SINE"
17,4809992,0.155831745916272,"SINE"
18,5146648,0.166738560782739,"SINE"
19,5326996,0.172581386241182,"SINE"
20,5472258,0.177287512795091,"SINE"
21,5546765,0.179701353793784,"SINE"
22,5553496,0.1799194214084,"SINE"
23,5665799,0.183557758553584,"SINE"
24,5817234,0.188463874913617,"SINE"
25,6174540,0.200039698284292,"SINE"
26,6446164,0.208839638523852,"SINE"
27,6704106,0.217196316082803,"SINE"
28,6984359,0.226275814403855,"SINE"
29,7155154,0.231809146485025,"SINE"
30,7249489,0.234865365237782,"SINE"
31,7123901,0.230796627221974,"SINE"
32,6786940,0.219879931116098,"SINE"
33,6356743,0.205942621116842,"SINE"
34,5827659,0.188801618916347,"SINE"
35,5248622,0.170042264085794,"SINE"
36,4556073,0.147605403524993,"SINE"
37,3905619,0.126532315990082,"SINE"
38,3331829,0.107942950874859,"SINE"
39,2735338,0.0886181299700964,"SINE"
40,2251149,0.0729316138130105,"SINE"
41,1757506,0.0569388116317706,"SINE"
42,1387822,0.0449619719286461,"SINE"
43,1053329,0.0341252328682129,"SINE"
44,834410,0.0270328031959298,"SINE"
45,612724,0.0198507296238334,"SINE"
46,457001,0.0148056927569697,"SINE"
47,325856,0.0105569217988913,"SINE"
48,233786,0.0075740833978064,"SINE"
49,165977,0.00537724089602334,"SINE"
50,120772,0.00391271162567422,"SINE"
51,82850,0.00268413339339507,"SINE"
52,54937,0.00177982180124255,"SINE"
53,35126,0.00113799480478449,"SINE"
54,25572,0.000828469030004813,"SINE"
55,16647,0.000539321286660805,"SINE"
56,11271,0.000365152293023003,"SINE"
57,7352,0.000238186466001696,"SINE"
58,4478,0.000145076033018988,"SINE"
59,3410,0.000110475496336478,"SINE"
60,1223,3.96221501523497e-05,"SINE"
61,1096,3.55076668577067e-05,"SINE"
62,292,9.46007182705323e-06,"SINE"
63,559,1.81102059976807e-05,"SINE"
64,0,0,"SINE"
65,17,5.50757606369538e-07,"SINE"
66,278,9.00650673945479e-06,"SINE"
67,304,9.84884190213761e-06,"SINE"
68,151,4.89202344481178e-06,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,89581,0.00290220100801115,"Unknown"
1,574483,0.0186118165870583,"Unknown"
2,2497617,0.0809165623851686,"Unknown"
3,2826756,0.0915798451971017,"Unknown"
4,2587421,0.083825988037075,"Unknown"
5,3201201,0.103710929427516,"Unknown"
6,3861006,0.125086966043437,"Unknown"
7,4840718,0.156827191693526,"Unknown"
8,5819663,0.188542568456315,"Unknown"
9,6747957,0.21861697912968,"Unknown"
10,7572265,0.245322502717402,"Unknown"
11,8038998,0.260443488005265,"Unknown"
12,8420200,0.272793482185458,"Unknown"
13,8615037,0.279105715112059,"Unknown"
14,8999239,0.291552901811023,"Unknown"
15,9053585,0.293313576686068,"Unknown"
16,9218515,0.29865689739304,"Unknown"
17,9378821,0.30385041203108,"Unknown"
18,9444544,0.305979673334811,"Unknown"
19,9619149,0.311636439914819,"Unknown"
20,9617175,0.311572487237468,"Unknown"
21,9540139,0.309076712945451,"Unknown"
22,9480344,0.307139504058812,"Unknown"
23,9320708,0.301967695749965,"Unknown"
24,9231516,0.299078097371888,"Unknown"
25,8965297,0.290453265653647,"Unknown"
26,8707069,0.282087322407906,"Unknown"
27,8502402,0.275456621994798,"Unknown"
28,8273238,0.268032279870912,"Unknown"
29,7912368,0.256340991787937,"Unknown"
30,7368567,0.238723195487857,"Unknown"
31,7021435,0.227476984345841,"Unknown"
32,6402533,0.207426102928351,"Unknown"
33,5800797,0.18793135710327,"Unknown"
34,4971759,0.161072593310953,"Unknown"
35,4345655,0.140788385053401,"Unknown"
36,3650277,0.118259871947399,"Unknown"
37,2991545,0.0969185978556917,"Unknown"
38,2468758,0.0799816027520969,"Unknown"
39,1930257,0.0625355132351791,"Unknown"
40,1499699,0.0485865077361641,"Unknown"
41,1142265,0.0370065374846882,"Unknown"
42,863182,0.0279649442459571,"Unknown"
43,624043,0.0202174369971568,"Unknown"
44,428968,0.0138974934640663,"Unknown"
45,311449,0.0100901709262462,"Unknown"
46,209957,0.00680208322120759,"Unknown"
47,145627,0.00471795164369274,"Unknown"
48,102480,0.0033200964412206,"Unknown"
49,72689,0.00235494233231737,"Unknown"
50,47066,0.00152482102949345,"Unknown"
51,29981,0.000971309635092065,"Unknown"
52,23134,0.00074948390975017,"Unknown"
53,17855,0.0005784574742193,"Unknown"
54,13834,0.000448187101559776,"Unknown"
55,11235,0.00036398598279775,"Unknown"
56,7470,0.000242009371740026,"Unknown"
57,7075,0.000229212356768499,"Unknown"
58,3554,0.00011514073723749,"Unknown"
59,4294,0.000139114891867694,"Unknown"
60,4459,0.000144460480400104,"Unknown"
61,2878,9.3240023007737e-05,"Unknown"
62,3718,0.000120453928263644,"Unknown"
63,2511,8.13501382114064e-05,"Unknown"
64,4004,0.000129719615053155,"Unknown"
65,3496,0.000113261681874583,"Unknown"
66,2018,6.53781676266898e-05,"Unknown"
67,1722,5.57885057746085e-05,"Unknown"
68,1020,3.30454563821723e-05,"Unknown"
