"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,355406,0.0991088209421736,"DNA"
1,277810,0.0774703340572338,"DNA"
2,301882,0.084183072552701,"DNA"
3,247714,0.0690777377727714,"DNA"
4,219934,0.0613309832279027,"DNA"
5,190985,0.053258240343835,"DNA"
6,131850,0.0367678036983776,"DNA"
7,97342,0.0271448733227719,"DNA"
8,79072,0.0220500855065462,"DNA"
9,100675,0.0280743165516433,"DNA"
10,92515,0.0257988119769086,"DNA"
11,99808,0.0278325441905777,"DNA"
12,111138,0.03099203767486,"DNA"
13,125342,0.0349529772556848,"DNA"
14,131442,0.0366540284696409,"DNA"
15,125861,0.0350977060392985,"DNA"
16,141000,0.0393193805193116,"DNA"
17,117698,0.0328213648819996,"DNA"
18,107625,0.0300123994921342,"DNA"
19,92644,0.025834785027171,"DNA"
20,70524,0.0196663829201697,"DNA"
21,66568,0.018563209378791,"DNA"
22,61106,0.0170400713901635,"DNA"
23,48196,0.0134399777553812,"DNA"
24,39872,0.011118740000468,"DNA"
25,38309,0.0106828804844986,"DNA"
26,34283,0.00956018668328767,"DNA"
27,24723,0.00689427691190739,"DNA"
28,24401,0.00680448371667889,"DNA"
29,21013,0.00585970314079642,"DNA"
30,15166,0.00422920372309135,"DNA"
31,13102,0.00365363491889377,"DNA"
32,11634,0.00324426718412533,"DNA"
33,9382,0.00261627253923533,"DNA"
34,6613,0.00184410683244119,"DNA"
35,8956,0.00249747781511316,"DNA"
36,4108,0.00114556039130023,"DNA"
37,5353,0.00149274215546011,"DNA"
38,3933,0.00109675974171952,"DNA"
39,3156,0.000880084857581188,"DNA"
40,2826,0.000788060775514714,"DNA"
41,3803,0.00106050783060243,"DNA"
42,1991,0.00055521196180106,"DNA"
43,1300,0.000362519111170958,"DNA"
44,814,0.000226992735763969,"DNA"
45,1930,0.0005382014496615,"DNA"
46,1051,0.000293082758338982,"DNA"
47,428,0.000119352445831669,"DNA"
48,221,6.16282488990629e-05,"DNA"
49,0,0,"DNA"
50,0,0,"DNA"
51,80,2.23088683797513e-05,"DNA"
52,0,0,"DNA"
53,0,0,"DNA"
54,0,0,"DNA"
55,201,5.60510318041251e-05,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,80417,0.0224251533561807,"LINE"
1,479897,0.133824487610469,"LINE"
2,645697,0.180059617327503,"LINE"
3,539208,0.150364003766362,"LINE"
4,394474,0.110003356815425,"LINE"
5,282205,0.0786959275138464,"LINE"
6,256033,0.0713975812234108,"LINE"
7,271298,0.075654392171122,"LINE"
8,246954,0.0688658035231637,"LINE"
9,254695,0.0710244653997594,"LINE"
10,227014,0.0633053180795107,"LINE"
11,230516,0.0642818887928343,"LINE"
12,194123,0.0541333057060307,"LINE"
13,168209,0.0469069055161198,"LINE"
14,172963,0.0482326100195865,"LINE"
15,149525,0.0416966693060289,"LINE"
16,142270,0.0396735338048402,"LINE"
17,134023,0.0373737683357426,"LINE"
18,100227,0.0279493868887166,"LINE"
19,95603,0.026659934296367,"LINE"
20,81009,0.0225902389821909,"LINE"
21,82051,0.0228808119928372,"LINE"
22,81306,0.0226730606560507,"LINE"
23,66977,0.0186772634683825,"LINE"
24,67537,0.0188334255470408,"LINE"
25,50702,0.0141388030573769,"LINE"
26,45908,0.0128019441197203,"LINE"
27,46005,0.0128289936226307,"LINE"
28,43220,0.0120523661421606,"LINE"
29,46834,0.0130601692712159,"LINE"
