"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
0,214,9.56908349817395e-06,"DNA"
1,147,6.57315548706341e-06,"DNA"
2,633,2.83048124034772e-05,"DNA"
3,1859,8.3125823472455e-05,"DNA"
4,15003,0.000670864297771513,"DNA"
5,7568,0.000338405719225142,"DNA"
6,18457,0.000825311094045779,"DNA"
7,23692,0.00105939591700344,"DNA"
8,55875,0.00249846981523584,"DNA"
9,62074,0.00277566022927874,"DNA"
10,67974,0.00303948075563026,"DNA"
11,40150,0.00179532103949385,"DNA"
12,55319,0.00247360808427797,"DNA"
13,59554,0.00266297756378622,"DNA"
14,71118,0.00318006579543521,"DNA"
15,86351,0.00386121462220009,"DNA"
16,106375,0.00475659465943109,"DNA"
17,157092,0.00702442273315487,"DNA"
18,197861,0.00884742257024391,"DNA"
19,253703,0.0113444167791459,"DNA"
20,307905,0.0137680778247909,"DNA"
21,403266,0.0180321776914702,"DNA"
22,459872,0.0205633344227675,"DNA"
23,547576,0.0244850489046547,"DNA"
24,605430,0.0270720103845769,"DNA"
25,641647,0.0286914659782842,"DNA"
26,652430,0.0291736315266992,"DNA"
27,665258,0.0297472399524683,"DNA"
28,648914,0.0290164123791311,"DNA"
29,627827,0.0280734999318134,"DNA"
30,591180,0.0264348167404228,"DNA"
31,535134,0.0239287006014571,"DNA"
32,462841,0.0206960942774688,"DNA"
33,411548,0.0184025101659182,"DNA"
34,325377,0.014549344305539,"DNA"
35,268487,0.012005488416702,"DNA"
36,209964,0.00938861237201213,"DNA"
37,157001,0.00702035363690097,"DNA"
38,111206,0.0049726144836352,"DNA"
39,88566,0.00396025910794053,"DNA"
40,62061,0.00277507892981389,"DNA"
41,44199,0.00197637346512052,"DNA"
42,31124,0.00139172034951947,"DNA"
43,25274,0.00113013559034041,"DNA"
44,17295,0.000773351864957563,"DNA"
45,7278,0.000325438269624813,"DNA"
46,7746,0.000346365050359137,"DNA"
47,5243,0.000234442545705262,"DNA"
48,3254,0.000145503727584383,"DNA"
49,1940,8.67477662918573e-05,"DNA"
50,1957,8.75079271304973e-05,"DNA"
51,1336,5.97396988484131e-05,"DNA"
52,576,2.57560378268607e-05,"DNA"
53,1351,6.04104290001542e-05,"DNA"
54,180,8.04876182089398e-06,"DNA"
55,209,9.34550678092689e-06,"DNA"
56,0,0,"DNA"
57,0,0,"DNA"
58,0,0,"DNA"
59,0,0,"DNA"
60,0,0,"DNA"
61,0,0,"DNA"
62,0,0,"DNA"
63,0,0,"DNA"
64,0,0,"DNA"
65,0,0,"DNA"
66,0,0,"DNA"
67,0,0,"DNA"
68,0,0,"DNA"
69,0,0,"DNA"
70,0,0,"DNA"
0,408905,0.0182843275131814,"LINE"
1,991403,0.0443309256417764,"LINE"
2,2408864,0.107713181082922,"LINE"
3,6372724,0.284958542368304,"LINE"
4,11208591,0.501195996148977,"LINE"
5,13249671,0.592463589356701,"LINE"
6,12760609,0.570595014058645,"LINE"
7,11059448,0.494527015680901,"LINE"
8,10608683,0.474370903890928,"LINE"
9,10359819,0.463242864658733,"LINE"
10,10034251,0.448684979722596,"LINE"
11,9517773,0.425590488568531,"LINE"
12,8763592,0.39186702613051,"LINE"
13,7424153,0.331973551215975,"LINE"
14,6314638,0.282361206928702,"LINE"
15,5472259,0.24469394062913,"LINE"
16,4893508,0.21881489089244,"LINE"
17,4529296,0.202529026224043,"LINE"
18,4351360,0.194572556872029,"LINE"
19,4107346,0.183661387055564,"LINE"
20,3959927,0.177069495839596,"LINE"
21,4005384,0.179102121206776,"LINE"
22,3952800,0.176750809586832,"LINE"
23,3827811,0.171161883524433,"LINE"
24,3860149,0.1726078883009,"LINE"
25,3866350,0.17288516814563,"LINE"
26,4081447,0.182503304375568,"LINE"
27,4283468,0.191536742774562,"LINE"
28,4487198,0.20064659969551,"LINE"
29,4594495,0.205444421901602,"LINE"
30,4563747,0.204069514521219,"LINE"
31,4512649,0.201784649901641,"LINE"
32,4307015,0.192589654966765,"LINE"
33,4020903,0.179796058621767,"LINE"
34,3663108,0.163797132312285,"LINE"
35,3218598,0.143920714995587,"LINE"
36,2839663,0.126976506325585,"LINE"
37,2424305,0.108403630701124,"LINE"
38,1999676,0.0894161991275444,"LINE"
39,1599678,0.0715301511784669,"LINE"
40,1229781,0.0549900797825601,"LINE"
41,953371,0.0426303116997084,"LINE"
42,693429,0.0310069158927816,"LINE"
43,532156,0.0237955383086648,"LINE"
44,371403,0.0166074127031416,"LINE"
45,247688,0.0110754539882977,"LINE"
46,168995,0.00755666946623321,"LINE"
47,112357,0.00502408184394547,"LINE"
48,78333,0.00350268699842271,"LINE"
49,39903,0.00178427634966185,"LINE"
50,29077,0.00130018804147852,"LINE"
51,15809,0.000706904864591738,"LINE"
52,10156,0.000454129028072218,"LINE"
53,3914,0.000175015854260995,"LINE"
54,3671,0.000164150025802788,"LINE"
55,2098,9.38127905568642e-05,"LINE"
56,750,3.35365075870582e-05,"LINE"
57,574,2.56666071399619e-05,"LINE"
58,280,1.25202961658351e-05,"LINE"
59,296,1.32357416610257e-05,"LINE"
60,107,4.78454174908698e-06,"LINE"
61,154,6.88616289120929e-06,"LINE"
62,128,5.72356396152461e-06,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,30021,0.00134239932569477,"LTR"
1,241501,0.0107988001583762,"LTR"
2,631808,0.0282515117140855,"LTR"
3,1106434,0.0494745763141056,"LTR"
4,1069801,0.0478365191375233,"LTR"
5,1056807,0.0472554879647417,"LTR"
6,1060632,0.0474265241534357,"LTR"
7,1178683,0.0527052151629821,"LTR"
8,1086743,0.0485940864862432,"LTR"
9,1050060,0.0469537935424885,"LTR"
10,968951,0.0433269767506502,"LTR"
11,913809,0.0408612832821628,"LTR"
12,872619,0.0390194582854816,"LTR"
13,890211,0.0398060906074436,"LTR"
14,852563,0.0381226473572602,"LTR"
15,881570,0.0394197053246972,"LTR"
16,912801,0.0408162102159658,"LTR"
17,940296,0.0420456585841074,"LTR"
18,1007973,0.0450718588827331,"LTR"
19,1078434,0.0482225466975221,"LTR"
20,1158078,0.051783855511207,"LTR"
21,1229493,0.0549772017636466,"LTR"
22,1259424,0.056315576708431,"LTR"
23,1319611,0.0590068590846207,"LTR"
24,1371931,0.0613463658538939,"LTR"
25,1481887,0.0662630861582173,"LTR"
26,1558922,0.0697077326408427,"LTR"
27,1641842,0.0734155289196678,"LTR"
28,1739192,0.077768567604468,"LTR"
29,1738521,0.0777385636090134,"LTR"
30,1681528,0.0751901020398012,"LTR"
31,1604271,0.07173552875093,"LTR"
32,1463045,0.0654205596569435,"LTR"
33,1396408,0.0624408633155051,"LTR"
34,1196951,0.0535220750571159,"LTR"
35,1012471,0.0452729884975686,"LTR"
36,850189,0.0380164931319113,"LTR"
37,683272,0.0305527421493659,"LTR"
38,565667,0.025293994182998,"LTR"
39,458896,0.0205196922475609,"LTR"
40,333817,0.014926741804252,"LTR"
41,282439,0.0126293568885082,"LTR"
42,192786,0.00862049220223815,"LTR"
43,161071,0.00720234508474008,"LTR"
44,111701,0.00499474857864266,"LTR"
45,76276,0.00341070753694727,"LTR"
46,47695,0.00213269830581966,"LTR"
47,33770,0.00151003714828661,"LTR"
48,22575,0.00100944887837045,"LTR"
49,13944,0.000623510749058587,"LTR"
50,8802,0.000393584453041715,"LTR"
51,3923,0.000175418292352039,"LTR"
52,3685,0.000164776040611079,"LTR"
53,2506,0.000112056650684224,"LTR"
54,2165,9.68087185679748e-05,"LTR"
55,2704,0.000120910288687207,"LTR"
56,638,2.85283891207242e-05,"LTR"
57,344,1.53820781465974e-05,"LTR"
58,312,1.39511871562162e-05,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,286,1.27885882265315e-05,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,1663714,0.0743935429115933,"SINE"
1,5378708,0.240510775534094,"SINE"
2,9042141,0.404322440333,"SINE"
3,10563104,0.472332823251847,"SINE"
4,10811353,0.48343336254782,"SINE"
5,11879137,0.531179690837606,"SINE"
6,13524319,0.604744569004395,"SINE"
7,14169456,0.633592091531317,"SINE"
8,14369225,0.642524830976863,"SINE"
9,14079400,0.629565206561637,"SINE"
10,13817089,0.617835880106079,"SINE"
11,13720853,0.613532654313881,"SINE"
12,14123049,0.63151698658786,"SINE"
13,14484800,0.647692806796028,"SINE"
14,15073635,0.674022766056062,"SINE"
15,15120556,0.676120854686052,"SINE"
16,14830566,0.663153852239157,"SINE"
17,14203811,0.635128287155522,"SINE"
18,13313902,0.5953357005818,"SINE"
19,12365583,0.552931290797198,"SINE"
20,11374706,0.508623885426076,"SINE"
21,10521047,0.470452230052395,"SINE"
22,9608643,0.429653771827779,"SINE"
23,8829048,0.394793913651335,"SINE"
24,7994249,0.35746558965511,"SINE"
25,7293569,0.326134442806977,"SINE"
26,6529838,0.291983948839015,"SINE"
27,5780011,0.258455177006373,"SINE"
28,5082686,0.227274050135513,"SINE"
29,4506818,0.201523914733988,"SINE"
30,3842566,0.171821658417029,"SINE"
31,3256354,0.145608987502863,"SINE"
32,2757169,0.123287758783069,"SINE"
33,2280627,0.101979019585,"SINE"
34,1883386,0.0842162518378124,"SINE"
35,1520968,0.0680106064955637,"SINE"
36,1182620,0.0528812594701424,"SINE"
37,921862,0.0412213759429609,"SINE"
38,707449,0.0316338250079424,"SINE"
39,517813,0.0231541861375698,"SINE"
40,392376,0.0175452276013061,"SINE"
41,286643,0.0128173401923695,"SINE"
42,198142,0.00885998758175319,"SINE"
43,149580,0.00668852107316289,"SINE"
44,101589,0.00454258702568221,"SINE"
45,67544,0.00302025315794702,"SINE"
46,46389,0.00207430006727473,"SINE"
47,34485,0.00154200861885294,"SINE"
48,22624,0.00101163993019947,"SINE"
49,13804,0.000617250600975669,"SINE"
50,10254,0.00045851113173026,"SINE"
51,6383,0.00028541803723759,"SINE"
52,2781,0.000124353370132812,"SINE"
53,2783,0.000124442800819711,"SINE"
54,1153,5.15567909971709e-05,"SINE"
55,848,3.79186112451005e-05,"SINE"
56,730,3.264220071807e-05,"SINE"
57,547,2.44592928668278e-05,"SINE"
58,363,1.62316696721362e-05,"SINE"
59,327,1.46219173079574e-05,"SINE"
60,0,0,"SINE"
61,64,2.8617819807623e-06,"SINE"
62,143,6.39429411326577e-06,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,29,1.29674496003292e-06,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,98,4.38210365804228e-06,"SINE"
70,0,0,"SINE"
0,1393692,0.0623194164426965,"Unknown"
1,1874953,0.0838391673465035,"Unknown"
2,752207,0.0336351943500511,"Unknown"
3,390686,0.0174696586708766,"Unknown"
4,318776,0.0142541783234294,"Unknown"
5,315576,0.0141110892243913,"Unknown"
6,377177,0.0168655990962185,"Unknown"
7,442246,0.0197751817791282,"Unknown"
8,611500,0.0273434325193148,"Unknown"
9,725937,0.0324605222776351,"Unknown"
10,1007239,0.0450390378206413,"Unknown"
11,1958379,0.087569589589114,"Unknown"
12,3902942,0.174521391993131,"Unknown"
13,7105688,0.317733279364358,"Unknown"
14,11229801,0.502144408583539,"Unknown"
15,14390459,0.643474316579667,"Unknown"
16,14179661,0.634048411611218,"Unknown"
17,10903334,0.48754632455364,"Unknown"
18,6797940,0.303972221848489,"Unknown"
19,3588654,0.160467896131103,"Unknown"
20,2056073,0.0919380103520608,"Unknown"
21,1357959,0.0607216030752187,"Unknown"
22,1110184,0.0496422588520409,"Unknown"
23,932024,0.0416757732630938,"Unknown"
24,764437,0.0341820630004374,"Unknown"
25,594053,0.0265632839221529,"Unknown"
26,460654,0.020598301821345,"Unknown"
27,374092,0.0167276522616771,"Unknown"
28,369144,0.0165064007422894,"Unknown"
29,345223,0.015436765011636,"Unknown"
30,338104,0.0151184364816197,"Unknown"
31,327797,0.0146575554366866,"Unknown"
32,314992,0.0140849754638169,"Unknown"
33,279649,0.0125046010802843,"Unknown"
34,288170,0.0128856205218168,"Unknown"
35,240799,0.0107674099872747,"Unknown"
36,214853,0.0096072256861363,"Unknown"
37,161002,0.00719925972604207,"Unknown"
38,123494,0.00552207662394156,"Unknown"
39,94959,0.00424612429861262,"Unknown"
40,65893,0.00294642812591204,"Unknown"
41,47913,0.00214244625069163,"Unknown"
42,39548,0.00176840240273731,"Unknown"
43,21462,0.000959680701111258,"Unknown"
44,16792,0.000750860047202509,"Unknown"
45,12912,0.000577364514618795,"Unknown"
46,13483,0.000602896975728408,"Unknown"
47,5618,0.000251210799498791,"Unknown"
48,2327,0.000104052604206779,"Unknown"
49,1787,7.99063187440974e-05,"Unknown"
50,1844,8.24550933207139e-05,"Unknown"
51,1344,6.00974215960084e-05,"Unknown"
52,1769,7.9101442562008e-05,"Unknown"
53,2106,9.41705133044595e-05,"Unknown"
54,332,1.48454940252044e-05,"Unknown"
55,236,1.0552821054061e-05,"Unknown"
56,1138,5.08860608454297e-05,"Unknown"
57,0,0,"Unknown"
58,35,1.56503702072938e-06,"Unknown"
59,18,8.04876182089398e-07,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,88,3.93495022354817e-06,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,3,1.34146030348233e-07,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,185148,0.00827895640897154,"Other"
1,22501,0.0010061399429552,"Other"
2,41538,0.00185738593620163,"Other"
3,57017,0.00254953473745507,"Other"
4,47153,0.00210846258967008,"Other"
5,29704,0.0013282245618213,"Other"
6,27756,0.00124111907278185,"Other"
7,22084,0.000987493644736792,"Other"
8,20831,0.00093146531939468,"Other"
9,27041,0.00120914760221552,"Other"
10,32143,0.00143728528449442,"Other"
11,29667,0.00132657009411368,"Other"
12,26655,0.00119188747964405,"Other"
13,24214,0.00108273732628404,"Other"
14,26528,0.00118620863102597,"Other"
15,26593,0.00118911512835019,"Other"
16,23132,0.00103435532467177,"Other"
17,28275,0.0012643263360321,"Other"
18,32829,0.00146796001010071,"Other"
19,25798,0.0011535664303079,"Other"
20,26999,0.00120726955779065,"Other"
21,28356,0.0012679482788515,"Other"
22,31064,0.0013890374289125,"Other"
23,28669,0.00128194418135116,"Other"
24,34639,0.00154889478174415,"Other"
25,38620,0.00172690656401625,"Other"
26,42576,0.00190380046270212,"Other"
27,58346,0.00260896142889933,"Other"
28,73048,0.00326636640829257,"Other"
29,78741,0.00352093085855007,"Other"
30,82652,0.00369581256678072,"Other"
31,67622,0.00302374095473607,"Other"
32,70751,0.00316365526438928,"Other"
33,60073,0.00268618482703647,"Other"
34,44158,0.00197454013603909,"Other"
35,54024,0.00241570171451098,"Other"
36,58184,0.00260171754326053,"Other"
37,36999,0.00165442299228476,"Other"
38,32353,0.00144667550661879,"Other"
39,25075,0.00112123723699398,"Other"
40,18325,0.000819408668710456,"Other"
41,26615,0.00119009886590607,"Other"
42,12859,0.000574994601415976,"Other"
43,6888,0.000307999285679543,"Other"
44,4055,0.000181320717687362,"Other"
45,5156,0.000230552310825163,"Other"
46,4577,0.000204662126967954,"Other"
47,49,2.19105182902114e-06,"Other"
48,6900,0.000308535869800936,"Other"
49,1570,7.02030892155752e-05,"Other"
50,982,4.39104672673216e-05,"Other"
51,767,3.42966684256982e-05,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,536,2.39674240888843e-05,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
