"species","name","size.Mbp","genecount","genedens","asmblysize.Mbp"
"Sphaeramia orbicularis","12",81.199652,1546,19.0394904648114,1342.662642
"Sphaeramia orbicularis","3",63.26545,1080,17.0709289193391,1342.662642
"Sphaeramia orbicularis","5",62.138941,1225,19.7138860155341,1342.662642
"Sphaeramia orbicularis","16",62.079929,1313,21.1501530551042,1342.662642
"Sphaeramia orbicularis","4",60.192552,1075,17.8593524328392,1342.662642
"Sphaeramia orbicularis","21",59.908307,1059,17.6770143078822,1342.662642
"Sphaeramia orbicularis","1",59.520452,1333,22.39566325874,1342.662642
"Sphaeramia orbicularis","6",58.172481,1180,20.284505314463,1342.662642
"Sphaeramia orbicularis","17",57.836085,1220,21.0940972232128,1342.662642
"Sphaeramia orbicularis","9",57.338352,1176,20.5098325811666,1342.662642
"Sphaeramia orbicularis","7",57.165184,1244,21.7614973477563,1342.662642
"Sphaeramia orbicularis","11",56.493859,997,17.6479358579487,1342.662642
"Sphaeramia orbicularis","22",56.303883,1061,18.8441710139246,1342.662642
"Sphaeramia orbicularis","14",55.997211,1028,18.3580571539536,1342.662642
"Sphaeramia orbicularis","8",55.843835,1470,26.3234070511096,1342.662642
"Sphaeramia orbicularis","10",55.07903,940,17.0663862453642,1342.662642
"Sphaeramia orbicularis","15",54.816899,901,16.4365372072579,1342.662642
"Sphaeramia orbicularis","19",53.342843,1082,20.283883256841,1342.662642
"Sphaeramia orbicularis","13",53.310899,1081,20.2772795108933,1342.662642
"Sphaeramia orbicularis","24",50.247524,898,17.8715273612288,1342.662642
"Sphaeramia orbicularis","18",47.724062,804,16.8468476132648,1342.662642
"Sphaeramia orbicularis","20",47.041096,713,15.1569597783181,1342.662642
"Sphaeramia orbicularis","2",30.694919,448,14.5952494613196,1342.662642
"Sphaeramia orbicularis","CABFVN010000310.1",0.738241,18,24.382281666827,1342.662642
"Sphaeramia orbicularis","CABFVN010000007.1",0.672684,10,14.8658210987626,1342.662642
"Sphaeramia orbicularis","CABFVN010000011.1",0.651483,22,33.7691083266946,1342.662642
"Sphaeramia orbicularis","CABFVN010000013.1",0.637111,3,4.70875561715306,1342.662642
"Sphaeramia orbicularis","CABFVN010000019.1",0.597481,8,13.3895471153058,1342.662642
"Sphaeramia orbicularis","CABFVN010000021.1",0.595335,20,33.5945308103841,1342.662642
"Sphaeramia orbicularis","CABFVN010000023.1",0.588199,4,6.80041958588845,1342.662642
"Sphaeramia orbicularis","CABFVN010000027.1",0.569742,4,7.02072165997943,1342.662642
"Sphaeramia orbicularis","CABFVN010000028.1",0.565651,8,14.1429962998386,1342.662642
"Sphaeramia orbicularis","CABFVN010000030.1",0.545709,23,42.1470050887927,1342.662642
"Sphaeramia orbicularis","CABFVN010000032.1",0.53853,26,48.279575882495,1342.662642
"Sphaeramia orbicularis","CABFVN010000033.1",0.531697,7,13.1653930716179,1342.662642
"Sphaeramia orbicularis","CABFVN010000043.1",0.525847,5,9.50846919351066,1342.662642
"Sphaeramia orbicularis","CABFVN010000039.1",0.525696,21,39.9470416362308,1342.662642
"Sphaeramia orbicularis","CABFVN010000055.1",0.50657,20,39.4812168111021,1342.662642
"Sphaeramia orbicularis","CABFVN010000064.1",0.490378,3,6.11772958819523,1342.662642
"Sphaeramia orbicularis","CABFVN010000073.1",0.484967,6,12.3719758251592,1342.662642
"Sphaeramia orbicularis","CABFVN010000082.1",0.461698,7,15.1614258671253,1342.662642
"Sphaeramia orbicularis","CABFVN010000077.1",0.461651,20,43.3227697979643,1342.662642
"Sphaeramia orbicularis","CABFVN010000088.1",0.458281,4,8.7282693369352,1342.662642
"Sphaeramia orbicularis","CABFVN010000094.1",0.456589,5,10.9507675392968,1342.662642
"Sphaeramia orbicularis","CABFVN010000099.1",0.451056,1,2.21701961618956,1342.662642
"Sphaeramia orbicularis","CABFVN010000112.1",0.450988,2,4.43470779710325,1342.662642
