species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Monodon monoceros,SIHG01006960.1,179923342,2044,1.1360393694777e-05,2355574979,22119
Monodon monoceros,SIHG01006964.1,174100690,1678,9.63810080247241e-06,2355574979,22119
Monodon monoceros,SIHG01006954.1,170226758,1699,9.98080454542875e-06,2355574979,22119
Monodon monoceros,SIHG01006953.1,142976879,950,6.64443095026574e-06,2355574979,22119
Monodon monoceros,SIHG01006963.1,137230671,779,5.67657357005855e-06,2355574979,22119
Monodon monoceros,SIHG01006965.1,127618207,924,7.24034619919084e-06,2355574979,22119
Monodon monoceros,SIHG01006968.1,114943299,1102,9.58733575238692e-06,2355574979,22119
Monodon monoceros,SIHG01006958.1,113192354,799,7.05878066640438e-06,2355574979,22119
Monodon monoceros,SIHG01006970.1,107566389,1218,1.13232396413344e-05,2355574979,22119
Monodon monoceros,SIHG01006962.1,105156214,770,7.32243935674596e-06,2355574979,22119
Monodon monoceros,SIHG01006966.1,102543920,1220,1.18973411587932e-05,2355574979,22119
Monodon monoceros,SIHG01006969.1,100824997,1128,1.11877017958156e-05,2355574979,22119
Monodon monoceros,SIHG01006957.1,88737473,511,5.75855929546247e-06,2355574979,22119
Monodon monoceros,SIHG01006961.1,88003380,718,8.15877753786275e-06,2355574979,22119
Monodon monoceros,SIHG01006951.1,87236873,768,8.80361679172063e-06,2355574979,22119
Monodon monoceros,SIHG01006955.1,86011892,1315,1.52885835833026e-05,2355574979,22119
Monodon monoceros,SIHG01006967.1,82371222,716,8.69235617264486e-06,2355574979,22119
Monodon monoceros,SIHG01006956.1,76475063,434,5.6750525331375e-06,2355574979,22119
Monodon monoceros,SIHG01006971.1,75350276,396,5.25545520231406e-06,2355574979,22119
Monodon monoceros,SIHG01006952.1,58191715,1185,2.03637235987975e-05,2355574979,22119
Monodon monoceros,SIHG01006972.1,57985423,1184,2.0418924942567e-05,2355574979,22119
Monodon monoceros,SIHG01006959.1,35091265,211,6.01289238219255e-06,2355574979,22119
Monodon monoceros,SIHG01000813.1,1823491,8,4.38718918821097e-06,2355574979,22119
Monodon monoceros,SIHG01000985.1,1771518,2,1.12897526302301e-06,2355574979,22119
Monodon monoceros,SIHG01001716.1,696643,2,2.87091092568216e-06,2355574979,22119
Monodon monoceros,SIHG01003364.1,661960,6,9.06399178198079e-06,2355574979,22119
Monodon monoceros,SIHG01002371.1,661928,5,7.55369164017839e-06,2355574979,22119
Monodon monoceros,SIHG01006829.1,98031,6,6.12051289898094e-05,2355574979,22119
