species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Serinus canaria,HG009209.1,88717973,774,8.72427506881836e-06,1152083301,17380
Serinus canaria,HG009213.1,74395783,804,1.08070641584618e-05,1152083301,17380
Serinus canaria,HG009210.1,67421796,636,9.43315126164839e-06,1152083301,17380
Serinus canaria,HG009211.1,55561340,600,1.07988756210703e-05,1152083301,17380
Serinus canaria,HG009212.1,50638526,768,1.5166318229721e-05,1152083301,17380
Serinus canaria,HG009214.1,45578592,521,1.14308050586556e-05,1152083301,17380
Serinus canaria,HG009215.1,42072568,565,1.34291778909241e-05,1152083301,17380
Serinus canaria,HG009217.1,36511336,591,1.61867536153703e-05,1152083301,17380
Serinus canaria,HG009216.1,30842146,491,1.5919774194701e-05,1152083301,17380
Serinus canaria,HG009218.1,27271039,485,1.77844342490948e-05,1152083301,17380
Serinus canaria,HG009219.1,25151939,475,1.88852239185217e-05,1152083301,17380
Serinus canaria,HG009220.1,20420994,205,1.00386886162348e-05,1152083301,17380
Serinus canaria,HG009223.1,17815079,340,1.90849560644665e-05,1152083301,17380
Serinus canaria,HG009221.1,17727969,380,2.14350555328701e-05,1152083301,17380
Serinus canaria,HG009222.1,17668930,292,1.65261846642666e-05,1152083301,17380
Serinus canaria,HG009224.1,17535700,302,1.72220099568309e-05,1152083301,17380
Serinus canaria,HG009226.1,15975476,435,2.72292356108826e-05,1152083301,17380
Serinus canaria,HG009225.1,15564724,343,2.20370113854894e-05,1152083301,17380
Serinus canaria,HG009227.1,13664266,379,2.77365794840352e-05,1152083301,17380
Serinus canaria,HG009230.1,13060513,321,2.45779013427727e-05,1152083301,17380
Serinus canaria,HG009244.1,12459387,114,9.14972783171435e-06,1152083301,17380
Serinus canaria,HG009228.1,12106520,123,1.01598147114117e-05,1152083301,17380
Serinus canaria,HG009229.1,11724248,125,1.06616646116664e-05,1152083301,17380
