species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Pundamilia nyererei,JH419206.1,12616905,402,3.18620137030437e-05,830133247,24272
Pundamilia nyererei,JH419207.1,10686569,337,3.15349107838072e-05,830133247,24272
Pundamilia nyererei,JH419208.1,9686089,258,2.6636137660928e-05,830133247,24272
Pundamilia nyererei,JH419209.1,8995252,384,4.26891875847392e-05,830133247,24272
Pundamilia nyererei,JH419210.1,8431048,272,3.22617069669156e-05,830133247,24272
Pundamilia nyererei,JH419211.1,8210397,283,3.44684915966914e-05,830133247,24272
Pundamilia nyererei,JH419212.1,7676835,247,3.21747178361916e-05,830133247,24272
Pundamilia nyererei,JH419213.1,7322812,268,3.65979626405812e-05,830133247,24272
Pundamilia nyererei,JH419214.1,7065483,264,3.73647491615223e-05,830133247,24272
Pundamilia nyererei,JH419215.1,7009280,282,4.02323776479182e-05,830133247,24272
Pundamilia nyererei,JH419216.1,6969134,184,2.64021326035631e-05,830133247,24272
Pundamilia nyererei,JH419217.1,6851252,234,3.41543414254796e-05,830133247,24272
Pundamilia nyererei,JH419218.1,6729630,176,2.61529980102918e-05,830133247,24272
Pundamilia nyererei,JH419219.1,6472706,135,2.08568101192917e-05,830133247,24272
Pundamilia nyererei,JH419220.1,6148218,104,1.69154704664018e-05,830133247,24272
Pundamilia nyererei,JH419221.1,5615546,117,2.08350176456573e-05,830133247,24272
Pundamilia nyererei,JH419222.1,5562915,179,3.21773746318252e-05,830133247,24272
Pundamilia nyererei,JH419223.1,5558462,233,4.19180701424243e-05,830133247,24272
Pundamilia nyererei,JH419224.1,5465001,97,1.77493105673723e-05,830133247,24272
Pundamilia nyererei,JH419225.1,5423295,101,1.86233645781762e-05,830133247,24272
Pundamilia nyererei,JH419226.1,5409606,112,2.07039107838907e-05,830133247,24272
Pundamilia nyererei,JH419227.1,5389195,167,3.0987930479413e-05,830133247,24272
Pundamilia nyererei,JH419228.1,5323220,158,2.96812831331412e-05,830133247,24272
Pundamilia nyererei,JH419229.1,5236646,159,3.03629460536382e-05,830133247,24272
Pundamilia nyererei,JH419230.1,5106844,117,2.29104315698698e-05,830133247,24272
Pundamilia nyererei,JH419231.1,5092616,149,2.9258047337557e-05,830133247,24272
Pundamilia nyererei,JH419233.1,5070235,182,3.58957720894594e-05,830133247,24272
Pundamilia nyererei,JH419232.1,5065651,203,4.00738226932728e-05,830133247,24272
Pundamilia nyererei,JH419234.1,4831287,99,2.04914342699989e-05,830133247,24272
Pundamilia nyererei,JH419235.1,4815188,141,2.92823457775688e-05,830133247,24272
Pundamilia nyererei,JH419236.1,4741157,183,3.85981733994466e-05,830133247,24272
Pundamilia nyererei,JH419237.1,4626766,110,2.37747057015635e-05,830133247,24272
Pundamilia nyererei,JH419239.1,4612717,146,3.16516274464703e-05,830133247,24272
Pundamilia nyererei,JH419238.1,4604732,185,4.01760623636728e-05,830133247,24272
Pundamilia nyererei,JH419240.1,4467292,195,4.36506053331638e-05,830133247,24272
Pundamilia nyererei,JH419241.1,4444893,125,2.81221617708233e-05,830133247,24272
Pundamilia nyererei,JH419242.1,4412132,81,1.83584715960447e-05,830133247,24272
Pundamilia nyererei,JH419243.1,4351429,113,2.59684806990991e-05,830133247,24272
Pundamilia nyererei,JH419244.1,4282180,127,2.96577911250812e-05,830133247,24272
Pundamilia nyererei,JH419245.1,4256315,55,1.29219759345819e-05,830133247,24272
Pundamilia nyererei,JH419246.1,4191189,143,3.41191962471747e-05,830133247,24272
Pundamilia nyererei,JH419247.1,4037359,128,3.17038935601219e-05,830133247,24272
Pundamilia nyererei,JH419249.1,4005143,169,4.21957468185281e-05,830133247,24272
Pundamilia nyererei,JH419248.1,4004163,107,2.67221888819211e-05,830133247,24272
