species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Poecilia formosa,KI519610.1,7371162,149,2.02139092859443e-05,748923461,24354
Poecilia formosa,KI519611.1,6947489,220,3.16661170676197e-05,748923461,24354
Poecilia formosa,KI519612.1,6918293,241,3.48351826093518e-05,748923461,24354
Poecilia formosa,KI519613.1,6837434,312,4.56311534414811e-05,748923461,24354
Poecilia formosa,KI519614.1,6763396,207,3.06059263718996e-05,748923461,24354
Poecilia formosa,KI519615.1,6332452,177,2.79512580592794e-05,748923461,24354
Poecilia formosa,KI519616.1,6276451,230,3.66449128655669e-05,748923461,24354
Poecilia formosa,KI519617.1,5572511,222,3.98384139573704e-05,748923461,24354
Poecilia formosa,KI519618.1,5495115,170,3.09365682064889e-05,748923461,24354
Poecilia formosa,KI519619.1,5440583,143,2.62839478783799e-05,748923461,24354
Poecilia formosa,KI519621.1,5070431,181,3.56971626277924e-05,748923461,24354
Poecilia formosa,KI519620.1,4922413,120,2.43782876406348e-05,748923461,24354
Poecilia formosa,KI519622.1,4748392,130,2.73776891208645e-05,748923461,24354
Poecilia formosa,KI519623.1,4655775,162,3.47954959163619e-05,748923461,24354
Poecilia formosa,KI519624.1,4650977,155,3.33263312203006e-05,748923461,24354
Poecilia formosa,KI519625.1,4509838,151,3.34823556855036e-05,748923461,24354
Poecilia formosa,KI519626.1,4499790,168,3.73350756368631e-05,748923461,24354
Poecilia formosa,KI519627.1,4428330,121,2.73240702477006e-05,748923461,24354
Poecilia formosa,KI519628.1,4296375,145,3.37493817462396e-05,748923461,24354
Poecilia formosa,KI519629.1,4196014,111,2.64536772279597e-05,748923461,24354
Poecilia formosa,KI519630.1,4187583,100,2.38801236894887e-05,748923461,24354
Poecilia formosa,KI519631.1,4020106,184,4.57699374096106e-05,748923461,24354
Poecilia formosa,KI519636.1,3829262,149,3.89108919682174e-05,748923461,24354
Poecilia formosa,KI519635.1,3790307,118,3.11320428661847e-05,748923461,24354
Poecilia formosa,KI519637.1,3779408,144,3.81012052681266e-05,748923461,24354
Poecilia formosa,KI519638.1,3737520,98,2.62205954750744e-05,748923461,24354
Poecilia formosa,KI519639.1,3697357,65,1.75801254788218e-05,748923461,24354
Poecilia formosa,KI519640.1,3625908,150,4.13689481365771e-05,748923461,24354
Poecilia formosa,KI519641.1,3524602,118,3.34789573404316e-05,748923461,24354
Poecilia formosa,KI519642.1,3520658,99,2.8119743525216e-05,748923461,24354
Poecilia formosa,KI519646.1,3472673,66,1.90055326257324e-05,748923461,24354
Poecilia formosa,KI519647.1,3433689,130,3.78601556518368e-05,748923461,24354
Poecilia formosa,KI519645.1,3399124,93,2.7359990397526e-05,748923461,24354
Poecilia formosa,KI519643.1,3391058,113,3.33229334325747e-05,748923461,24354
Poecilia formosa,KI519644.1,3353568,162,4.83067586522772e-05,748923461,24354
Poecilia formosa,KI519649.1,3348245,59,1.76211716884517e-05,748923461,24354
Poecilia formosa,KI519648.1,3324142,85,2.55705081190876e-05,748923461,24354
Poecilia formosa,KI519650.1,3294432,76,2.30692271080417e-05,748923461,24354
Poecilia formosa,KI519652.1,3075602,69,2.2434632309382e-05,748923461,24354
Poecilia formosa,KI519651.1,3028220,102,3.36831537999221e-05,748923461,24354
Poecilia formosa,KI519655.1,2996542,68,2.26928239283814e-05,748923461,24354
Poecilia formosa,KI519657.1,2978479,53,1.77943171665807e-05,748923461,24354
Poecilia formosa,KI519654.1,2964381,111,3.74445794923122e-05,748923461,24354
Poecilia formosa,KI519653.1,2941644,98,3.33147042946053e-05,748923461,24354
Poecilia formosa,KI519658.1,2911915,128,4.39573270510987e-05,748923461,24354
Poecilia formosa,KI519656.1,2866051,52,1.81434315020912e-05,748923461,24354
