species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Chelonoidis abingdonii,PKMU01000001.1,10495550,206,1.96273658836364e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001735.1,8762287,73,8.33115829234993e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01003956.1,7879279,118,1.49759895543742e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01008401.1,7532408,118,1.56656410539631e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002845.1,7259620,110,1.51523082475391e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01005179.1,6295913,54,8.57699272528067e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01005068.1,6189869,93,1.50245506003439e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001334.1,6103989,75,1.22870470441542e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01000846.1,5429252,59,1.08670586666451e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001623.1,5322960,33,6.19955814058343e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01008400.1,5320369,80,1.50365510362157e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002623.1,5319220,134,2.51916634393765e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01008623.1,5184021,13,2.50770589085191e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01003845.1,5140781,70,1.36166080601372e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01007067.1,5108625,64,1.25278328317307e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001056.1,5078178,79,1.55567607122082e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002290.1,4999037,103,2.06039683242993e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01008067.1,4993651,102,2.0425936854618e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01004734.1,4850068,96,1.97935369153587e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001179.1,4821392,54,1.12000849547185e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01006623.1,4787240,82,1.71288675729648e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01005290.1,4748525,102,2.1480354425848e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01006179.1,4664817,45,9.646680673647e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01004956.1,4620709,47,1.01715992069615e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001957.1,4507813,115,2.55112623349726e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01000957.1,4490452,48,1.06893470857722e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01003179.1,4323348,3,6.93906666777692e-07,2300739315,23209
Chelonoidis abingdonii,PKMU01002179.1,4272964,43,1.00632722391296e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01000735.1,4259778,30,7.04262053092908e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01002068.1,4245003,58,1.36631234418444e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01001378.1,4205998,62,1.47408534193312e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01005734.1,4116143,117,2.84246684335311e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01007289.1,4112556,49,1.19147313738707e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002745.1,4014914,104,2.59034191018786e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002957.1,4005818,24,5.99128567498573e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01004512.1,3971761,62,1.5610204138668e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01007401.1,3946940,30,7.60082494286713e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01001068.1,3890326,25,6.42619667349215e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01002512.1,3881537,22,5.66785786146055e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01001512.1,3857898,29,7.51704684779121e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01007956.1,3810103,49,1.28605447149329e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01002401.1,3802765,25,6.57416379923556e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01003512.1,3799169,23,6.05395548342282e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01001578.1,3783283,46,1.21587520679791e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01009178.1,3778550,34,8.99816067009832e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01006290.1,3687772,58,1.57276534449527e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01010623.1,3685396,18,4.88414270813774e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01001290.1,3642027,55,1.5101480576613e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01000857.1,3579724,50,1.39675572753654e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01005512.1,3538083,32,9.04444581995391e-06,2300739315,23209
Chelonoidis abingdonii,PKMU01003290.1,3465258,37,1.06774156498593e-05,2300739315,23209
Chelonoidis abingdonii,PKMU01004290.1,3453105,21,6.08148318687095e-06,2300739315,23209
