species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Xiphophorus couchianus,KQ557225.1,55650406,1953,3.50940835903336e-05,708396389,20910
Xiphophorus couchianus,KQ557219.1,33548221,816,2.43231973462915e-05,708396389,20910
Xiphophorus couchianus,KQ557204.1,33259606,922,2.77213145579656e-05,708396389,20910
Xiphophorus couchianus,KQ557210.1,32721116,869,2.65577738852183e-05,708396389,20910
Xiphophorus couchianus,KQ557220.1,31600912,959,3.03472254218486e-05,708396389,20910
Xiphophorus couchianus,KQ557224.1,30408201,899,2.95643928425756e-05,708396389,20910
Xiphophorus couchianus,KQ557216.1,30170098,744,2.46601784323008e-05,708396389,20910
Xiphophorus couchianus,KQ557201.1,29966060,937,3.12687086657372e-05,708396389,20910
Xiphophorus couchianus,KQ557221.1,29933922,965,3.22376733660227e-05,708396389,20910
Xiphophorus couchianus,KQ557218.1,29603586,889,3.00301456722169e-05,708396389,20910
Xiphophorus couchianus,KQ557212.1,29398440,882,3.0001591921204e-05,708396389,20910
Xiphophorus couchianus,KQ557213.1,28566418,873,3.05603593702228e-05,708396389,20910
Xiphophorus couchianus,KQ557215.1,28402361,721,2.53852135743222e-05,708396389,20910
Xiphophorus couchianus,KQ557222.1,28200517,748,2.65243364155345e-05,708396389,20910
Xiphophorus couchianus,KQ557203.1,27041879,777,2.87332104399994e-05,708396389,20910
Xiphophorus couchianus,KQ557205.1,26266306,778,2.96196960470955e-05,708396389,20910
Xiphophorus couchianus,KQ557211.1,26077971,791,3.03321144118152e-05,708396389,20910
Xiphophorus couchianus,KQ557202.1,25629008,813,3.17218676587092e-05,708396389,20910
Xiphophorus couchianus,KQ557208.1,25108055,996,3.96685446164587e-05,708396389,20910
Xiphophorus couchianus,KQ557223.1,24361341,761,3.1238017644431e-05,708396389,20910
Xiphophorus couchianus,KQ557206.1,24035278,647,2.69187649920255e-05,708396389,20910
Xiphophorus couchianus,KQ557207.1,23593460,698,2.95844695945402e-05,708396389,20910
Xiphophorus couchianus,KQ557214.1,22457735,546,2.4312336039231e-05,708396389,20910
Xiphophorus couchianus,KQ557209.1,19682451,525,2.66735072781332e-05,708396389,20910
Xiphophorus couchianus,KQ557217.1,12713041,401,3.15424138095677e-05,708396389,20910
