species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Jaculus jaculus,JH725437.1,77654946,746,9.60659994535313e-06,2835233679,24433
Jaculus jaculus,JH725438.1,75421681,823,1.0911981662143e-05,2835233679,24433
Jaculus jaculus,JH725439.1,68754498,428,6.22504726890741e-06,2835233679,24433
Jaculus jaculus,JH725440.1,53591480,377,7.03470029191207e-06,2835233679,24433
Jaculus jaculus,JH725441.1,53451024,349,6.52934170166693e-06,2835233679,24433
Jaculus jaculus,JH725442.1,52350410,327,6.24636941716407e-06,2835233679,24433
Jaculus jaculus,JH725443.1,50527172,475,9.40088236088099e-06,2835233679,24433
Jaculus jaculus,JH725444.1,49872541,275,5.51405632209516e-06,2835233679,24433
Jaculus jaculus,JH725445.1,48697558,383,7.8648707600492e-06,2835233679,24433
Jaculus jaculus,JH725446.1,48447015,295,6.08912644050413e-06,2835233679,24433
Jaculus jaculus,JH725447.1,44772304,312,6.9685937985233e-06,2835233679,24433
Jaculus jaculus,JH725448.1,41034429,299,7.28656416786012e-06,2835233679,24433
Jaculus jaculus,JH725450.1,40345996,336,8.32796394467496e-06,2835233679,24433
Jaculus jaculus,JH725449.1,40265280,435,1.0803352168419e-05,2835233679,24433
Jaculus jaculus,JH725451.1,38784467,387,9.9782214359166e-06,2835233679,24433
Jaculus jaculus,JH725452.1,36376318,656,1.80337108335154e-05,2835233679,24433
Jaculus jaculus,JH725453.1,36131260,203,5.61840356522302e-06,2835233679,24433
Jaculus jaculus,JH725454.1,34868980,196,5.62104196910836e-06,2835233679,24433
Jaculus jaculus,JH725455.1,34640225,307,8.86252903957754e-06,2835233679,24433
Jaculus jaculus,JH725456.1,34163895,424,1.24107628828622e-05,2835233679,24433
Jaculus jaculus,JH725457.1,33653772,197,5.85372718398401e-06,2835233679,24433
Jaculus jaculus,JH725458.1,32233543,203,6.29778737013179e-06,2835233679,24433
Jaculus jaculus,JH725459.1,32015139,478,1.49304365038053e-05,2835233679,24433
Jaculus jaculus,JH725460.1,31839276,256,8.04038383284846e-06,2835233679,24433
Jaculus jaculus,JH725461.1,31735381,240,7.56253721989347e-06,2835233679,24433
Jaculus jaculus,JH725462.1,31158976,214,6.86800490491087e-06,2835233679,24433
Jaculus jaculus,JH725463.1,29953948,179,5.97583997942442e-06,2835233679,24433
Jaculus jaculus,JH725464.1,29767263,287,9.64146418164142e-06,2835233679,24433
Jaculus jaculus,JH725465.1,29433701,261,8.86738640173045e-06,2835233679,24433
Jaculus jaculus,JH725467.1,29319519,209,7.12835705115081e-06,2835233679,24433
Jaculus jaculus,JH725466.1,29245334,262,8.95869406039268e-06,2835233679,24433
Jaculus jaculus,JH725468.1,28272660,175,6.1897253388963e-06,2835233679,24433
Jaculus jaculus,JH725469.1,25458369,261,1.02520314636024e-05,2835233679,24433
Jaculus jaculus,JH725470.1,25388739,163,6.42016919390916e-06,2835233679,24433
Jaculus jaculus,JH725471.1,22190320,151,6.80476892627055e-06,2835233679,24433
Jaculus jaculus,JH725472.1,22080993,161,7.29133875455692e-06,2835233679,24433
Jaculus jaculus,JH725473.1,22002326,114,5.18127038023162e-06,2835233679,24433
Jaculus jaculus,JH725474.1,21146472,140,6.62048969681562e-06,2835233679,24433
Jaculus jaculus,JH725475.1,20762659,190,9.15104370784108e-06,2835233679,24433
Jaculus jaculus,JH725476.1,19979167,170,8.50886325741208e-06,2835233679,24433
Jaculus jaculus,JH725477.1,19107163,133,6.96074032549992e-06,2835233679,24433
Jaculus jaculus,JH725478.1,18862759,118,6.25571264521802e-06,2835233679,24433
Jaculus jaculus,JH725479.1,18813770,112,5.95308648931075e-06,2835233679,24433
Jaculus jaculus,JH725480.1,18557718,115,6.19688261239879e-06,2835233679,24433
Jaculus jaculus,JH725481.1,18186770,205,1.127193008984e-05,2835233679,24433
Jaculus jaculus,JH725483.1,17581924,134,7.62146395354684e-06,2835233679,24433
Jaculus jaculus,JH725482.1,17559326,133,7.57432261352173e-06,2835233679,24433
Jaculus jaculus,JH725485.1,17435334,89,5.10457671760117e-06,2835233679,24433
