species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Sarcophilus harrisii,1,716413629,4801,6.70143588237069e-06,3086657325,23829
Sarcophilus harrisii,2,662751787,5241,7.90793793815904e-06,3086657325,23829
Sarcophilus harrisii,3,611347268,4623,7.56198684771092e-06,3086657325,23829
Sarcophilus harrisii,4,464895054,4053,8.71809662229704e-06,3086657325,23829
Sarcophilus harrisii,5,288121652,2302,7.9896806922376e-06,3086657325,23829
Sarcophilus harrisii,6,254895979,2016,7.90910867997647e-06,3086657325,23829
Sarcophilus harrisii,X,83081154,730,8.78658955555673e-06,3086657325,23829
Sarcophilus harrisii,CACPPN010000085.1,298274,3,1.00578662571998e-05,3086657325,23829
Sarcophilus harrisii,Y,130564,5,3.82953953616617e-05,3086657325,23829
Sarcophilus harrisii,CACPPN010000043.1,128831,2,1.5524213892619e-05,3086657325,23829
