species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Octodon degus,JH651516.1,41204401,375,9.10096957846809e-06,2995872505,25903
Octodon degus,JH651518.1,37201291,196,5.26863436002799e-06,2995872505,25903
Octodon degus,JH651517.1,37033868,337,9.09977861345728e-06,2995872505,25903
Octodon degus,JH651519.1,36760021,237,6.44722156170694e-06,2995872505,25903
Octodon degus,JH651522.1,34356042,303,8.81940940693925e-06,2995872505,25903
Octodon degus,JH651521.1,34189712,202,5.90821004868365e-06,2995872505,25903
Octodon degus,JH651520.1,33943787,452,1.33161335239347e-05,2995872505,25903
Octodon degus,JH651524.1,31924332,201,6.29613800533086e-06,2995872505,25903
Octodon degus,JH651523.1,30914638,313,1.01246535702601e-05,2995872505,25903
Octodon degus,JH651525.1,29551940,318,1.07607148633897e-05,2995872505,25903
Octodon degus,JH651528.1,29432847,90,3.05780816921992e-06,2995872505,25903
Octodon degus,JH651527.1,28755977,199,6.92030043006364e-06,2995872505,25903
Octodon degus,JH651526.1,28182674,294,1.04319412700158e-05,2995872505,25903
Octodon degus,JH651529.1,27317361,127,4.64905815755775e-06,2995872505,25903
Octodon degus,JH651530.1,26669806,207,7.76158626725669e-06,2995872505,25903
Octodon degus,JH651531.1,26446888,192,7.25983336867461e-06,2995872505,25903
Octodon degus,JH651534.1,25147210,223,8.8677829468955e-06,2995872505,25903
Octodon degus,JH651532.1,24977595,221,8.84792951443084e-06,2995872505,25903
Octodon degus,JH651533.1,24717988,376,1.52115940828194e-05,2995872505,25903
Octodon degus,JH651537.1,23942346,143,5.97268120676228e-06,2995872505,25903
Octodon degus,JH651535.1,23447253,172,7.33561411223737e-06,2995872505,25903
Octodon degus,JH651536.1,22121357,399,1.80368681722374e-05,2995872505,25903
Octodon degus,JH651539.1,20905781,136,6.50537762736537e-06,2995872505,25903
Octodon degus,JH651543.1,20814481,165,7.92717339433061e-06,2995872505,25903
Octodon degus,JH651540.1,20573850,131,6.36730607057017e-06,2995872505,25903
Octodon degus,JH651538.1,20549582,162,7.88337203160629e-06,2995872505,25903
Octodon degus,JH651545.1,20397370,102,5.00064469095771e-06,2995872505,25903
Octodon degus,JH651542.1,19580306,199,1.01632732399586e-05,2995872505,25903
Octodon degus,JH651547.1,19501491,234,1.19990825316895e-05,2995872505,25903
Octodon degus,JH651544.1,19401444,170,8.76223439863548e-06,2995872505,25903
Octodon degus,JH651541.1,19343008,253,1.30796616534512e-05,2995872505,25903
Octodon degus,JH651546.1,18809128,157,8.34701108950931e-06,2995872505,25903
Octodon degus,JH651549.1,18594074,127,6.83013308433644e-06,2995872505,25903
Octodon degus,JH651548.1,18282273,225,1.23070036203923e-05,2995872505,25903
Octodon degus,JH651556.1,17890938,62,3.46544155482513e-06,2995872505,25903
Octodon degus,JH651553.1,17887332,123,6.87637485567999e-06,2995872505,25903
Octodon degus,JH651551.1,17387047,161,9.25976676775533e-06,2995872505,25903
Octodon degus,JH651555.1,17181304,140,8.14839199632345e-06,2995872505,25903
Octodon degus,JH651552.1,17079334,257,1.50474251513554e-05,2995872505,25903
Octodon degus,JH651550.1,16796472,219,1.303845236071e-05,2995872505,25903
Octodon degus,JH651554.1,16355505,106,6.48099829384663e-06,2995872505,25903
Octodon degus,JH651557.1,15945130,162,1.01598419078427e-05,2995872505,25903
Octodon degus,JH651558.1,15930954,127,7.97190174549497e-06,2995872505,25903
Octodon degus,JH651559.1,15303848,65,4.24729780379418e-06,2995872505,25903
Octodon degus,JH651562.1,15109762,111,7.34624410364637e-06,2995872505,25903
Octodon degus,JH651566.1,14832274,114,7.68594215559934e-06,2995872505,25903
Octodon degus,JH651561.1,14802418,115,7.76900098348797e-06,2995872505,25903
Octodon degus,JH651563.1,14429822,234,1.62164162523973e-05,2995872505,25903
Octodon degus,JH651564.1,14356493,114,7.9406579308749e-06,2995872505,25903
Octodon degus,JH651560.1,14289500,225,1.57458273557507e-05,2995872505,25903
Octodon degus,JH651565.1,14205303,349,2.4568289743626e-05,2995872505,25903
Octodon degus,JH651568.1,14160499,103,7.27375497148794e-06,2995872505,25903
Octodon degus,JH651578.1,13963316,77,5.51444943307163e-06,2995872505,25903
Octodon degus,JH651570.1,13856975,118,8.51556707001348e-06,2995872505,25903
Octodon degus,JH651574.1,13685316,59,4.31119018369762e-06,2995872505,25903
Octodon degus,JH651572.1,13618965,85,6.24129660366996e-06,2995872505,25903
Octodon degus,JH651567.1,13542964,151,1.11497010551014e-05,2995872505,25903
Octodon degus,JH651583.1,13512733,81,5.99434622144906e-06,2995872505,25903
