species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Nannospalax galili,KL203742.1,15899586,43,2.70447293407514e-06,3061408210,24636
Nannospalax galili,KL201351.1,15589794,173,1.1097003590939e-05,3061408210,24636
Nannospalax galili,KL202741.1,15271160,102,6.67925684754793e-06,3061408210,24636
Nannospalax galili,KL203914.1,15207027,66,4.34009882405022e-06,3061408210,24636
Nannospalax galili,KL205487.1,14717427,138,9.37663900082535e-06,3061408210,24636
Nannospalax galili,KL205289.1,14432659,99,6.85944287882087e-06,3061408210,24636
Nannospalax galili,KL205481.1,14419389,49,3.39820224005331e-06,3061408210,24636
Nannospalax galili,KL205218.1,13125515,46,3.50462438997632e-06,3061408210,24636
Nannospalax galili,KL202557.1,12937306,99,7.65228866040581e-06,3061408210,24636
Nannospalax galili,KL200864.1,12908844,53,4.10571233179361e-06,3061408210,24636
Nannospalax galili,KL199251.1,12625532,44,3.48500166171216e-06,3061408210,24636
Nannospalax galili,KL205174.1,12543484,82,6.53725870738943e-06,3061408210,24636
Nannospalax galili,KL200535.1,12473332,31,2.48530224321777e-06,3061408210,24636
Nannospalax galili,KL200475.1,11852372,71,5.99036209798343e-06,3061408210,24636
Nannospalax galili,KL203085.1,11687611,59,5.04808039897974e-06,3061408210,24636
Nannospalax galili,KL201675.1,11524759,166,1.44037719140157e-05,3061408210,24636
Nannospalax galili,KL204607.1,11420348,56,4.9035283338126e-06,3061408210,24636
Nannospalax galili,KL205464.1,11402808,42,3.68330327056283e-06,3061408210,24636
Nannospalax galili,KL203278.1,11178987,30,2.68360630529403e-06,3061408210,24636
Nannospalax galili,KL205151.1,10889499,78,7.16286396646898e-06,3061408210,24636
Nannospalax galili,KL204411.1,10867509,26,2.39245258504042e-06,3061408210,24636
Nannospalax galili,KL202281.1,10834035,101,9.32247311366448e-06,3061408210,24636
Nannospalax galili,KL204953.1,10710224,184,1.7179846098457e-05,3061408210,24636
Nannospalax galili,KL201584.1,10689408,16,1.49680880363066e-06,3061408210,24636
Nannospalax galili,KL201107.1,10605101,59,5.56336049981985e-06,3061408210,24636
Nannospalax galili,KL200267.1,10479744,64,6.10701940810768e-06,3061408210,24636
Nannospalax galili,KL200917.1,10297911,69,6.70038806899768e-06,3061408210,24636
Nannospalax galili,KL204029.1,10083859,39,3.86756697014506e-06,3061408210,24636
Nannospalax galili,KL205492.1,9975851,49,4.91186165470996e-06,3061408210,24636
Nannospalax galili,KL201873.1,9971703,92,9.22610711530418e-06,3061408210,24636
Nannospalax galili,KL201248.1,9852672,47,4.7702795749214e-06,3061408210,24636
Nannospalax galili,KL202846.1,9774449,45,4.60384007323584e-06,3061408210,24636
Nannospalax galili,KL204518.1,9623020,83,8.62515094014145e-06,3061408210,24636
Nannospalax galili,KL201001.1,9564600,31,3.24111829036238e-06,3061408210,24636
Nannospalax galili,KL204892.1,9480202,89,9.38798561465252e-06,3061408210,24636
Nannospalax galili,KL205004.1,9367054,28,2.98920023307221e-06,3061408210,24636
Nannospalax galili,KL201639.1,9193659,52,5.65607229939679e-06,3061408210,24636
Nannospalax galili,KL199380.1,9066403,24,2.64713580457432e-06,3061408210,24636
Nannospalax galili,KL203578.1,9034643,38,4.20603226934368e-06,3061408210,24636
Nannospalax galili,KL205478.1,9025018,61,6.75898928955045e-06,3061408210,24636
Nannospalax galili,KL204779.1,8834560,86,9.73449724717473e-06,3061408210,24636
Nannospalax galili,KL205091.1,8800395,23,2.61351905226981e-06,3061408210,24636
Nannospalax galili,KL200119.1,8794475,78,8.86920481324923e-06,3061408210,24636
Nannospalax galili,KL205483.1,8718400,41,4.70269774270508e-06,3061408210,24636
Nannospalax galili,KL202976.1,8628817,104,1.20526371112054e-05,3061408210,24636
Nannospalax galili,KL199435.1,8554236,40,4.67604587949175e-06,3061408210,24636
Nannospalax galili,KL203677.1,8541519,15,1.75612792057244e-06,3061408210,24636
Nannospalax galili,KL204001.1,8529723,42,4.92395825749558e-06,3061408210,24636
Nannospalax galili,KL201315.1,8509067,91,1.06944744940897e-05,3061408210,24636
Nannospalax galili,KL202419.1,8508020,58,6.81709727997819e-06,3061408210,24636
Nannospalax galili,KL205486.1,8420578,139,1.65071803859545e-05,3061408210,24636
Nannospalax galili,KL205493.1,8354299,43,5.14705063824026e-06,3061408210,24636
