species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Ovis aries rambouillet,1,278617202,3027,1.08643686688089e-05,2628130289,30722
Ovis aries rambouillet,2,250202058,2489,9.94795974060293e-06,2628130289,30722
Ovis aries rambouillet,3,226089100,2903,1.28400705739463e-05,2628130289,30722
Ovis aries rambouillet,X,143171725,1266,8.84252808995631e-06,2628130289,30722
Ovis aries rambouillet,4,121578099,1059,8.71045039123371e-06,2628130289,30722
Ovis aries rambouillet,6,118469697,865,7.30144519572798e-06,2628130289,30722
Ovis aries rambouillet,5,108220788,1562,1.44334561674047e-05,2628130289,30722
Ovis aries rambouillet,7,101274418,1377,1.35967209409192e-05,2628130289,30722
Ovis aries rambouillet,9,95179658,783,8.22654773565167e-06,2628130289,30722
Ovis aries rambouillet,8,91792871,746,8.12699278138931e-06,2628130289,30722
Ovis aries rambouillet,10,86459471,610,7.05532884881981e-06,2628130289,30722
Ovis aries rambouillet,13,83511835,1125,1.34711445389746e-05,2628130289,30722
Ovis aries rambouillet,15,82538637,1028,1.2454773150664e-05,2628130289,30722
Ovis aries rambouillet,12,80403655,959,1.19273184782458e-05,2628130289,30722
Ovis aries rambouillet,17,73167223,861,1.1767564282165e-05,2628130289,30722
Ovis aries rambouillet,16,71897364,526,7.31598449144811e-06,2628130289,30722
Ovis aries rambouillet,18,67984460,932,1.37090152661358e-05,2628130289,30722
Ovis aries rambouillet,14,66516657,1557,2.34076706530817e-05,2628130289,30722
Ovis aries rambouillet,11,62547497,1516,2.42375806021462e-05,2628130289,30722
Ovis aries rambouillet,23,62440644,499,7.99158958065839e-06,2628130289,30722
Ovis aries rambouillet,19,60561550,829,1.36885532156954e-05,2628130289,30722
Ovis aries rambouillet,22,51512491,577,1.1201166722844e-05,2628130289,30722
Ovis aries rambouillet,20,51451717,902,1.75309990140854e-05,2628130289,30722
Ovis aries rambouillet,21,47514194,784,1.6500332511165e-05,2628130289,30722
Ovis aries rambouillet,26,45052359,427,9.47786108159175e-06,2628130289,30722
Ovis aries rambouillet,25,44863754,441,9.82976145955151e-06,2628130289,30722
Ovis aries rambouillet,24,42630236,933,2.18858746172552e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000108.1,1916539,6,3.13064331067617e-06,2628130289,30722
Ovis aries rambouillet,JAEVFA010000109.1,1776320,11,6.19257791388939e-06,2628130289,30722
Ovis aries rambouillet,JAEVFA010000110.1,1554126,18,1.15820724960524e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000111.1,940216,7,7.44509772222553e-06,2628130289,30722
Ovis aries rambouillet,JAEVFA010000009.1,332999,7,2.10210841473998e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000046.1,198975,5,2.51287850232441e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000090.1,196526,2,1.01767705036484e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000100.1,158241,16,0.000101111595604173,2628130289,30722
Ovis aries rambouillet,JAEVFA010000083.1,142043,2,1.40802433066043e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000084.1,123947,6,4.84077871993675e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000097.1,119075,5,4.19903422212891e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000107.1,98739,2,2.02554208570069e-05,2628130289,30722
Ovis aries rambouillet,JAEVFA010000113.1,88990,8,8.98977413192494e-05,2628130289,30722
