species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Pteropus vampyrus,GeneScaffold_506,1915625,6,3.13213703099511e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3866,1897510,9,4.74305800759943e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_366,1817027,4,2.20139821807821e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3987,1692425,9,5.31781319703975e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3989,1676008,14,8.35318208504971e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1829,1636900,37,2.26037021198607e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_3407,1604166,5,3.1168844122117e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3428,1464669,4,2.73099246314355e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_2907,1415177,2,1.4132507806444e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3857,1402758,16,1.14061014087961e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_3933,1369189,6,4.38215615229161e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3401,1356246,2,1.47465872710408e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3435,1347079,5,3.71173479803337e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1884,1341487,13,9.69073871010304e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3626,1306887,8,6.12141677130464e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_101,1253746,3,2.39282916954471e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3311,1247992,7,5.60901031416868e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_2607,1235751,5,4.04612256028925e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_869,1212584,9,7.42216621693837e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1986,1175214,2,1.70181771149765e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3474,1174112,3,2.55512250960726e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_210,1173436,14,1.19307742390723e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_2044,1172548,4,3.41137420387055e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3853,1151504,19,1.65001597910211e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_375,1140926,26,2.27885068794996e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_1125,1131001,5,4.42086258102336e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1866,1127086,5,4.43621870913134e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_2271,1125512,14,1.24387834159032e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_3285,1119933,2,1.78582111608462e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_2375,1099337,9,8.18675256086168e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_2498,1092540,10,9.15298295714573e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1975,1090467,8,7.33630637149038e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1992,1083829,5,4.6132738651577e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_359,1076766,12,1.11444826452544e-05,1999614463,22194
Pteropus vampyrus,GeneScaffold_3424,1059450,2,1.88777195714758e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_3162,1056242,7,6.62726912961234e-06,1999614463,22194
Pteropus vampyrus,GeneScaffold_1068,1053610,12,1.13894135401145e-05,1999614463,22194
