species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Cavia porcellus,DS562855.1,88675666,612,6.90155515719499e-06,2723202840,26855
Cavia porcellus,DS562856.1,81131790,722,8.89910107986031e-06,2723202840,26855
Cavia porcellus,DS562857.1,78381119,721,9.19864387238462e-06,2723202840,26855
Cavia porcellus,DS562858.1,75551126,500,6.61803505086079e-06,2723202840,26855
Cavia porcellus,DS562860.1,61868410,348,5.62484149827028e-06,2723202840,26855
Cavia porcellus,DS562859.1,61496919,942,1.5317840557183e-05,2723202840,26855
Cavia porcellus,DS562861.1,61187194,565,9.23395833448417e-06,2723202840,26855
Cavia porcellus,DS562862.1,61004451,513,8.40922246804582e-06,2723202840,26855
Cavia porcellus,DS562863.1,60673567,693,1.14217777899888e-05,2723202840,26855
Cavia porcellus,DS562864.1,59225736,713,1.20386853444928e-05,2723202840,26855
Cavia porcellus,DS562866.1,50790421,436,8.58429584586432e-06,2723202840,26855
Cavia porcellus,DS562865.1,50759066,662,1.30420051464304e-05,2723202840,26855
Cavia porcellus,DS562867.1,50742376,447,8.80920515034613e-06,2723202840,26855
Cavia porcellus,DS562868.1,48363610,591,1.22199314732709e-05,2723202840,26855
Cavia porcellus,DS562869.1,43247874,267,6.173713880132e-06,2723202840,26855
Cavia porcellus,DS562870.1,41762041,600,1.43671139061427e-05,2723202840,26855
Cavia porcellus,DS562871.1,41527808,285,6.86287125966292e-06,2723202840,26855
Cavia porcellus,DS562872.1,40167016,299,7.44391866201861e-06,2723202840,26855
Cavia porcellus,DS562873.1,39996202,446,1.11510587930324e-05,2723202840,26855
Cavia porcellus,DS562874.1,37078832,414,1.11654002477748e-05,2723202840,26855
Cavia porcellus,DS562875.1,34170112,330,9.65756272616256e-06,2723202840,26855
Cavia porcellus,DS562876.1,33939536,197,5.8044399899869e-06,2723202840,26855
Cavia porcellus,DS562877.1,33695408,297,8.814257420477e-06,2723202840,26855
Cavia porcellus,DS562879.1,32236052,300,9.30635054193361e-06,2723202840,26855
Cavia porcellus,DS562878.1,32209358,259,8.04114133538458e-06,2723202840,26855
Cavia porcellus,DS562881.1,28734338,177,6.15987742609557e-06,2723202840,26855
Cavia porcellus,DS562880.1,28222655,548,1.94170250814461e-05,2723202840,26855
Cavia porcellus,DS562882.1,27942054,471,1.68563127105831e-05,2723202840,26855
Cavia porcellus,DS562883.1,27731667,407,1.4676362585776e-05,2723202840,26855
Cavia porcellus,DS562884.1,26790417,201,7.50268276899161e-06,2723202840,26855
Cavia porcellus,DS562885.1,25888900,340,1.31330415738019e-05,2723202840,26855
Cavia porcellus,DS562887.1,25641242,486,1.89538400674975e-05,2723202840,26855
Cavia porcellus,DS562886.1,25503776,173,6.78330926369491e-06,2723202840,26855
Cavia porcellus,DS562888.1,25029222,178,7.11168729095934e-06,2723202840,26855
Cavia porcellus,DS562889.1,24440124,62,2.5368120063548e-06,2723202840,26855
Cavia porcellus,DS562890.1,23989115,188,7.83688768843703e-06,2723202840,26855
Cavia porcellus,DS562891.1,23407841,122,5.21192877207257e-06,2723202840,26855
Cavia porcellus,DS562892.1,22756556,209,9.18416653205344e-06,2723202840,26855
Cavia porcellus,DS562893.1,21505965,206,9.5787378059994e-06,2723202840,26855
Cavia porcellus,DS562894.1,19227914,166,8.6332818006155e-06,2723202840,26855
Cavia porcellus,DS562895.1,18715152,130,6.94624334336157e-06,2723202840,26855
Cavia porcellus,DS562896.1,16993173,121,7.12050657049157e-06,2723202840,26855
Cavia porcellus,DS562897.1,15951348,442,2.77092569229886e-05,2723202840,26855
Cavia porcellus,DS562899.1,15920349,229,1.43841067805737e-05,2723202840,26855
Cavia porcellus,DS562898.1,15880283,112,7.05277103688895e-06,2723202840,26855
Cavia porcellus,DS562900.1,15715546,275,1.74985966125517e-05,2723202840,26855
Cavia porcellus,DS562901.1,15610479,91,5.82941753420891e-06,2723202840,26855
Cavia porcellus,DS562902.1,14658396,98,6.68558824580807e-06,2723202840,26855
Cavia porcellus,DS562903.1,14411824,115,7.97955900654907e-06,2723202840,26855
Cavia porcellus,DS562904.1,14016002,78,5.56506769904856e-06,2723202840,26855
Cavia porcellus,DS562905.1,13552627,39,2.87767087517424e-06,2723202840,26855
Cavia porcellus,DS562907.1,13222263,230,1.73949043367236e-05,2723202840,26855
Cavia porcellus,DS562906.1,13068355,71,5.43297147957796e-06,2723202840,26855
Cavia porcellus,DS562908.1,12971536,323,2.49006748314155e-05,2723202840,26855
Cavia porcellus,DS562909.1,12849792,96,7.47093805098168e-06,2723202840,26855
Cavia porcellus,DS562910.1,12425839,49,3.94339569344171e-06,2723202840,26855
Cavia porcellus,DS562911.1,11989055,220,1.83500701264612e-05,2723202840,26855
Cavia porcellus,DS562912.1,11496238,35,3.04447420103864e-06,2723202840,26855
Cavia porcellus,DS562913.1,11198453,84,7.50103608060863e-06,2723202840,26855
Cavia porcellus,DS562914.1,10997216,56,5.09219787989979e-06,2723202840,26855
Cavia porcellus,DS562915.1,10801870,88,8.14673755562694e-06,2723202840,26855
Cavia porcellus,DS562916.1,10725151,219,2.04192929311671e-05,2723202840,26855
Cavia porcellus,DS562917.1,10722723,112,1.044510801967e-05,2723202840,26855
Cavia porcellus,DS562918.1,10554711,69,6.53736516329059e-06,2723202840,26855
