species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Clupea harengus,1,33084258,1566,4.73336896357174e-05,786308905,32460
Clupea harengus,2,33010319,1272,3.85334052663956e-05,786308905,32460
Clupea harengus,3,32527562,1267,3.89515820460199e-05,786308905,32460
Clupea harengus,4,32267647,1379,4.27363048814808e-05,786308905,32460
Clupea harengus,5,31586861,1270,4.02065909619826e-05,786308905,32460
Clupea harengus,6,31461554,1124,3.57261437244963e-05,786308905,32460
Clupea harengus,7,30990621,1310,4.2270853494675e-05,786308905,32460
Clupea harengus,8,30729556,1392,4.52984091276815e-05,786308905,32460
Clupea harengus,9,30477381,1180,3.87172375474126e-05,786308905,32460
Clupea harengus,10,30227731,1206,3.98971394842703e-05,786308905,32460
Clupea harengus,11,30096327,1351,4.48891986055308e-05,786308905,32460
Clupea harengus,12,30022480,1165,3.88042560108292e-05,786308905,32460
Clupea harengus,13,29845739,1029,3.4477283340178e-05,786308905,32460
Clupea harengus,14,29332771,1134,3.86598320356437e-05,786308905,32460
Clupea harengus,15,28713521,1150,4.00508178707864e-05,786308905,32460
Clupea harengus,16,27773822,954,3.43488915569488e-05,786308905,32460
Clupea harengus,17,27568510,996,3.61281766769405e-05,786308905,32460
Clupea harengus,18,27247294,1183,4.34171554797331e-05,786308905,32460
Clupea harengus,19,27130643,1115,4.1097441000569e-05,786308905,32460
Clupea harengus,20,26694162,1056,3.95592114860171e-05,786308905,32460
Clupea harengus,21,26465981,982,3.71042358112477e-05,786308905,32460
Clupea harengus,22,25664052,1100,4.28615091646479e-05,786308905,32460
Clupea harengus,23,25292897,1065,4.21066831529816e-05,786308905,32460
Clupea harengus,24,20091098,959,4.77325828583386e-05,786308905,32460
Clupea harengus,25,14924191,747,5.0052964344935e-05,786308905,32460
Clupea harengus,26,12443209,646,5.19158683262493e-05,786308905,32460
Clupea harengus,CAADHV010001990.1,450286,12,2.66497292831667e-05,786308905,32460
Clupea harengus,CAADHV010001991.1,396991,11,2.770843671519e-05,786308905,32460
Clupea harengus,CAADHV010001992.1,391441,3,7.66399023096712e-06,786308905,32460
Clupea harengus,CAADHV010001993.1,331978,19,5.72327081915067e-05,786308905,32460
Clupea harengus,CAADHV010001994.1,300806,3,9.97320532170236e-06,786308905,32460
Clupea harengus,CAADHV010001995.1,291010,10,3.43630803065187e-05,786308905,32460
Clupea harengus,CAADHV010001996.1,281730,12,4.25939729528272e-05,786308905,32460
Clupea harengus,CAADHV010001997.1,257832,6,2.32709671413944e-05,786308905,32460
Clupea harengus,CAADHV010001998.1,241791,10,4.13580323502529e-05,786308905,32460
Clupea harengus,CAADHV010001999.1,233362,11,4.71370660176036e-05,786308905,32460
Clupea harengus,CAADHV010002000.1,223575,2,8.94554400089455e-06,786308905,32460
Clupea harengus,CAADHV010002001.1,222808,6,2.69290151161538e-05,786308905,32460
Clupea harengus,CAADHV010002002.1,216221,10,4.62489767413896e-05,786308905,32460
Clupea harengus,CAADHV010002003.1,214772,7,3.25927029594174e-05,786308905,32460
Clupea harengus,CAADHV010002004.1,209929,5,2.38175764186939e-05,786308905,32460
Clupea harengus,CAADHV010002005.1,207554,34,0.000163812790888154,786308905,32460
Clupea harengus,CAADHV010002007.1,202819,9,4.43745408467649e-05,786308905,32460
Clupea harengus,CAADHV010002008.1,200284,3,1.49787302031116e-05,786308905,32460
Clupea harengus,CAADHV010002009.1,198445,3,1.51175388646728e-05,786308905,32460
Clupea harengus,CAADHV010002010.1,198038,4,2.01981437905856e-05,786308905,32460
Clupea harengus,CAADHV010002011.1,196235,9,4.58633780925931e-05,786308905,32460
Clupea harengus,CAADHV010002012.1,195091,15,7.68871962315022e-05,786308905,32460
Clupea harengus,CAADHV010002013.1,194912,8,4.10441635199475e-05,786308905,32460
Clupea harengus,CAADHV010002014.1,190107,10,5.26019557407144e-05,786308905,32460
Clupea harengus,CAADHV010002015.1,185982,6,3.22611865664419e-05,786308905,32460
