species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Capra hircus,1,157403528,1134,7.20441285153405e-06,2922796603,27214
Capra hircus,2,136510947,1131,8.28504984292579e-06,2922796603,27214
Capra hircus,4,120734966,979,8.10867002687523e-06,2922796603,27214
Capra hircus,3,120038259,1434,1.19461912555729e-05,2922796603,27214
Capra hircus,5,119020588,1371,1.15190155168785e-05,2922796603,27214
Capra hircus,6,117642375,776,6.59626261370531e-06,2922796603,27214
Capra hircus,8,112672867,939,8.33386089305778e-06,2922796603,27214
Capra hircus,7,108433636,1410,1.30033451981634e-05,2922796603,27214
Capra hircus,11,106225002,1131,1.06472109080309e-05,2922796603,27214
Capra hircus,10,101087560,1072,1.06046678740688e-05,2922796603,27214
Capra hircus,14,94672733,650,6.86575721860697e-06,2922796603,27214
Capra hircus,9,91568626,650,7.09850118314542e-06,2922796603,27214
Capra hircus,12,87277232,489,5.60283580029211e-06,2922796603,27214
Capra hircus,13,83034183,955,1.15012873673966e-05,2922796603,27214
Capra hircus,15,81904557,1036,1.26488688535364e-05,2922796603,27214
Capra hircus,16,79370172,760,9.57538557431878e-06,2922796603,27214
Capra hircus,20,71784255,474,6.6031193052014e-06,2922796603,27214
Capra hircus,17,71137785,663,9.31994157535268e-06,2922796603,27214
Capra hircus,21,69425955,754,1.08604915841633e-05,2922796603,27214
Capra hircus,18,67275902,1324,1.96801523374596e-05,2922796603,27214
Capra hircus,LWLT01000021.1,66011198,485,7.34723826705887e-06,2922796603,27214
Capra hircus,19,62516450,1356,2.16902911153784e-05,2922796603,27214
Capra hircus,24,62310066,434,6.96516675170911e-06,2922796603,27214
Capra hircus,22,60283066,641,1.06331685253036e-05,2922796603,27214
Capra hircus,26,51421553,467,9.08179494306599e-06,2922796603,27214
Capra hircus,29,51332696,735,1.4318359588984e-05,2922796603,27214
Capra hircus,LWLT01000027.1,49932331,319,6.38864626608359e-06,2922796603,27214
Capra hircus,23,48866549,788,1.61255504250975e-05,2922796603,27214
Capra hircus,27,44709034,339,7.58236020040156e-06,2922796603,27214
Capra hircus,28,44672302,369,8.26015189456769e-06,2922796603,27214
Capra hircus,25,42858509,790,1.8432745758841e-05,2922796603,27214
Capra hircus,LWLT01000032.1,1117381,10,8.94949887281062e-06,2922796603,27214
Capra hircus,LWLT01000033.1,895249,12,1.34040920459001e-05,2922796603,27214
Capra hircus,LWLT01000034.1,778666,10,1.28424767486958e-05,2922796603,27214
Capra hircus,LWLT01000035.1,773489,42,5.42994147298798e-05,2922796603,27214
Capra hircus,LWLT01000036.1,680611,21,3.08546291493966e-05,2922796603,27214
Capra hircus,LWLT01000037.1,656553,10,1.5231062838796e-05,2922796603,27214
Capra hircus,LWLT01000038.1,639497,6,9.38237395953382e-06,2922796603,27214
Capra hircus,LWLT01000039.1,638451,6,9.39774548085914e-06,2922796603,27214
Capra hircus,LWLT01000041.1,581126,3,5.16239163279564e-06,2922796603,27214
Capra hircus,LWLT01000042.1,559617,24,4.28864741421365e-05,2922796603,27214
Capra hircus,LWLT01000043.1,546721,7,1.28036054953075e-05,2922796603,27214
Capra hircus,LWLT01000046.1,526245,8,1.52020446750088e-05,2922796603,27214
Capra hircus,LWLT01000047.1,519723,5,9.62050938673101e-06,2922796603,27214
Capra hircus,LWLT01000048.1,490895,6,1.22225730553377e-05,2922796603,27214
Capra hircus,LWLT01000049.1,477693,6,1.25603682699977e-05,2922796603,27214
Capra hircus,LWLT01000051.1,448392,4,8.92076575853271e-06,2922796603,27214
Capra hircus,LWLT01000052.1,440644,3,6.80821706411525e-06,2922796603,27214
Capra hircus,LWLT01000053.1,428278,10,2.33493198343132e-05,2922796603,27214
Capra hircus,LWLT01000054.1,406487,2,4.92020655027098e-06,2922796603,27214
Capra hircus,LWLT01000055.1,392493,2,5.09563227879223e-06,2922796603,27214
Capra hircus,LWLT01000056.1,386696,4,1.03440428657136e-05,2922796603,27214
Capra hircus,LWLT01000057.1,381639,3,7.86083183322459e-06,2922796603,27214
Capra hircus,LWLT01000060.1,309101,4,1.29407539930314e-05,2922796603,27214
