species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Pelodiscus sinensis,JH208680.1,16024077,84,5.24211160493051e-06,2202466388,19328
Pelodiscus sinensis,JH209112.1,14880321,90,6.04825662027049e-06,2202466388,19328
Pelodiscus sinensis,JH208257.1,14355437,79,5.50314142300231e-06,2202466388,19328
Pelodiscus sinensis,JH209032.1,12523547,55,4.39172704027062e-06,2202466388,19328
Pelodiscus sinensis,JH207676.1,11696529,100,8.54954491199911e-06,2202466388,19328
Pelodiscus sinensis,JH224644.1,11112758,69,6.20907969020832e-06,2202466388,19328
Pelodiscus sinensis,JH224660.1,10700766,128,1.19617604945291e-05,2202466388,19328
Pelodiscus sinensis,JH206637.1,10556300,84,7.95733353542434e-06,2202466388,19328
Pelodiscus sinensis,JH209116.1,10356891,101,9.75196127872737e-06,2202466388,19328
Pelodiscus sinensis,JH208533.1,10286911,51,4.95775651213469e-06,2202466388,19328
Pelodiscus sinensis,JH224682.1,10284935,78,7.5839079196903e-06,2202466388,19328
Pelodiscus sinensis,JH206403.1,10266262,64,6.23401195099054e-06,2202466388,19328
Pelodiscus sinensis,JH207158.1,10115896,50,4.94271589980759e-06,2202466388,19328
Pelodiscus sinensis,JH205799.1,10030443,108,1.07672213480501e-05,2202466388,19328
Pelodiscus sinensis,JH209564.1,9958987,57,5.72347368261451e-06,2202466388,19328
Pelodiscus sinensis,JH224647.1,9953378,77,7.7360670919963e-06,2202466388,19328
Pelodiscus sinensis,JH209303.1,9868091,83,8.41094797362529e-06,2202466388,19328
Pelodiscus sinensis,JH210369.1,9547597,26,2.723198308433e-06,2202466388,19328
Pelodiscus sinensis,JH207512.1,9440796,39,4.13100759724074e-06,2202466388,19328
Pelodiscus sinensis,JH211036.1,9301354,56,6.02062882457758e-06,2202466388,19328
Pelodiscus sinensis,JH207122.1,9168737,48,5.23518124688275e-06,2202466388,19328
Pelodiscus sinensis,JH209124.1,8963282,53,5.91301266656566e-06,2202466388,19328
Pelodiscus sinensis,JH212687.1,8959126,46,5.1344294075114e-06,2202466388,19328
Pelodiscus sinensis,JH206741.1,8947146,68,7.60018893175545e-06,2202466388,19328
Pelodiscus sinensis,JH212625.1,8938540,69,7.71938146498198e-06,2202466388,19328
Pelodiscus sinensis,JH212176.1,8916547,44,4.93464566496425e-06,2202466388,19328
Pelodiscus sinensis,JH224654.1,8876336,69,7.77347770521531e-06,2202466388,19328
Pelodiscus sinensis,JH224661.1,8707265,59,6.7759508869892e-06,2202466388,19328
