species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Oryctolagus cuniculus,1,194850757,2152,1.10443502151752e-05,2737473256,29587
Oryctolagus cuniculus,2,174332312,1440,8.26008663270639e-06,2737473256,29587
Oryctolagus cuniculus,7,173684459,1266,7.2890804812882e-06,2737473256,29587
Oryctolagus cuniculus,14,163896628,1207,7.36439800335612e-06,2737473256,29587
Oryctolagus cuniculus,3,155691105,1234,7.92595055446488e-06,2737473256,29587
Oryctolagus cuniculus,12,155355395,1468,9.44930171237375e-06,2737473256,29587
Oryctolagus cuniculus,13,143360832,1839,1.28277715352545e-05,2737473256,29587
Oryctolagus cuniculus,9,116251907,1062,9.13533401219818e-06,2737473256,29587
Oryctolagus cuniculus,8,111795807,796,7.12012392378902e-06,2737473256,29587
Oryctolagus cuniculus,X,111700775,979,8.764487086146e-06,2737473256,29587
Oryctolagus cuniculus,15,109054052,762,6.98736072640382e-06,2737473256,29587
Oryctolagus cuniculus,4,91394100,1029,1.12589324693826e-05,2737473256,29587
Oryctolagus cuniculus,11,87554214,561,6.40745858331845e-06,2737473256,29587
Oryctolagus cuniculus,17,85008467,1121,1.31869217215739e-05,2737473256,29587
Oryctolagus cuniculus,16,84478945,740,8.7595790880201e-06,2737473256,29587
Oryctolagus cuniculus,18,69800736,689,9.87095608848595e-06,2737473256,29587
Oryctolagus cuniculus,19,57279966,1051,1.83484745783543e-05,2737473256,29587
Oryctolagus cuniculus,10,47997241,409,8.52132313188585e-06,2737473256,29587
Oryctolagus cuniculus,5,37992211,469,1.23446355885947e-05,2737473256,29587
Oryctolagus cuniculus,20,33191332,286,8.61670751869795e-06,2737473256,29587
Oryctolagus cuniculus,6,27502587,315,1.14534679955744e-05,2737473256,29587
Oryctolagus cuniculus,21,15578276,227,1.45715739020159e-05,2737473256,29587
Oryctolagus cuniculus,GL018699,14171072,156,1.10083415002055e-05,2737473256,29587
Oryctolagus cuniculus,GL018700,13461802,82,6.09130932099581e-06,2737473256,29587
Oryctolagus cuniculus,GL018701,8543514,56,6.55467995955763e-06,2737473256,29587
Oryctolagus cuniculus,GL018702,7969563,63,7.90507584920277e-06,2737473256,29587
Oryctolagus cuniculus,GL018703,6940555,49,7.05995413911424e-06,2737473256,29587
Oryctolagus cuniculus,GL018704,6663442,127,1.90592189442033e-05,2737473256,29587
Oryctolagus cuniculus,GL018705,6124611,59,9.63326487184247e-06,2737473256,29587
Oryctolagus cuniculus,GL018706,5787221,86,1.48603276080177e-05,2737473256,29587
Oryctolagus cuniculus,GL018707,5429729,45,8.28770643986099e-06,2737473256,29587
Oryctolagus cuniculus,GL018708,4921390,38,7.72139578452429e-06,2737473256,29587
Oryctolagus cuniculus,GL018709,4836177,25,5.16937241957852e-06,2737473256,29587
Oryctolagus cuniculus,GL018710,4701477,38,8.08256639349719e-06,2737473256,29587
Oryctolagus cuniculus,GL018711,4487093,29,6.46298171221323e-06,2737473256,29587
Oryctolagus cuniculus,GL018712,4460581,32,7.17395334822975e-06,2737473256,29587
Oryctolagus cuniculus,GL018713,4375787,27,6.17031861925638e-06,2737473256,29587
Oryctolagus cuniculus,GL018714,4100111,63,1.53654376674192e-05,2737473256,29587
Oryctolagus cuniculus,GL018719,4028765,31,7.69466573503294e-06,2737473256,29587
Oryctolagus cuniculus,GL018715,4024058,45,1.11827414018386e-05,2737473256,29587
Oryctolagus cuniculus,GL018717,3992494,113,2.83031107873925e-05,2737473256,29587
Oryctolagus cuniculus,GL018716,3946108,30,7.60242750578545e-06,2737473256,29587
Oryctolagus cuniculus,GL018718,3916169,38,9.70336060573484e-06,2737473256,29587
Oryctolagus cuniculus,GL018720,3856598,47,1.21869066985981e-05,2737473256,29587
