species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Salmo trutta,12,97529106,1881,1.92865502119952e-05,2371863509,48957
Salmo trutta,13,91488822,1709,1.86798776357619e-05,2371863509,48957
Salmo trutta,14,86253525,1916,2.22135848940667e-05,2371863509,48957
Salmo trutta,1,81542925,2013,2.46863845023955e-05,2371863509,48957
Salmo trutta,2,75345318,1206,1.6006303138836e-05,2371863509,48957
Salmo trutta,3,74753489,1757,2.35039196632013e-05,2371863509,48957
Salmo trutta,4,73168960,1459,1.99401494841528e-05,2371863509,48957
Salmo trutta,5,67763595,1278,1.88596841711246e-05,2371863509,48957
Salmo trutta,15,66900148,1249,1.86696149013004e-05,2371863509,48957
Salmo trutta,16,61349433,1212,1.97556838055863e-05,2371863509,48957
Salmo trutta,6,60103141,1172,1.94998128300815e-05,2371863509,48957
Salmo trutta,7,59837330,1143,1.91017881312552e-05,2371863509,48957
Salmo trutta,17,59764774,1098,1.83720263043244e-05,2371863509,48957
Salmo trutta,18,59142494,881,1.48962267299719e-05,2371863509,48957
Salmo trutta,19,56583805,1199,2.11898086387086e-05,2371863509,48957
Salmo trutta,20,55161844,911,1.65150389098668e-05,2371863509,48957
Salmo trutta,21,52728040,1141,2.16393402827035e-05,2371863509,48957
Salmo trutta,22,52209666,954,1.82724785100138e-05,2371863509,48957
Salmo trutta,23,51488243,1041,2.02182078732032e-05,2371863509,48957
Salmo trutta,8,51188276,1141,2.22902603713397e-05,2371863509,48957
Salmo trutta,24,50333583,1038,2.06224142636538e-05,2371863509,48957
Salmo trutta,9,49359203,954,1.93277026778573e-05,2371863509,48957
Salmo trutta,25,48970219,890,1.81743112073891e-05,2371863509,48957
Salmo trutta,26,48699937,947,1.94456103711181e-05,2371863509,48957
Salmo trutta,10,46595448,842,1.80704346913887e-05,2371863509,48957
Salmo trutta,27,46405705,1008,2.17214672204635e-05,2371863509,48957
Salmo trutta,28,46383311,1029,2.21847034593973e-05,2371863509,48957
Salmo trutta,29,46063367,865,1.87784796539081e-05,2371863509,48957
