species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Neolamprologus brichardi,JH422273.1,23840500,610,2.55867116880938e-05,847893845,24411
Neolamprologus brichardi,JH422274.1,19631327,478,2.43488379568024e-05,847893845,24411
Neolamprologus brichardi,JH422275.1,19510765,626,3.20848516190934e-05,847893845,24411
Neolamprologus brichardi,JH422276.1,16571924,522,3.14990582867747e-05,847893845,24411
Neolamprologus brichardi,JH422277.1,15631593,514,3.28821253214564e-05,847893845,24411
Neolamprologus brichardi,JH422278.1,15169823,369,2.43246081381437e-05,847893845,24411
Neolamprologus brichardi,JH422279.1,15066089,564,3.74350636054254e-05,847893845,24411
Neolamprologus brichardi,JH422280.1,13932129,346,2.48346824810479e-05,847893845,24411
Neolamprologus brichardi,JH422281.1,13701132,491,3.58364549732095e-05,847893845,24411
Neolamprologus brichardi,JH422282.1,12214001,374,3.06205968052565e-05,847893845,24411
Neolamprologus brichardi,JH422283.1,11183424,498,4.45301903960719e-05,847893845,24411
Neolamprologus brichardi,JH422284.1,11141601,361,3.24010884970661e-05,847893845,24411
Neolamprologus brichardi,JH422285.1,10688992,402,3.76087848133856e-05,847893845,24411
Neolamprologus brichardi,JH422286.1,10418222,416,3.99300379661712e-05,847893845,24411
Neolamprologus brichardi,JH422287.1,10076045,334,3.31479265922294e-05,847893845,24411
Neolamprologus brichardi,JH422288.1,9779278,399,4.08005580780094e-05,847893845,24411
Neolamprologus brichardi,JH422289.1,9080261,314,3.45805037982939e-05,847893845,24411
Neolamprologus brichardi,JH422290.1,8714606,340,3.90149594829646e-05,847893845,24411
Neolamprologus brichardi,JH422291.1,7756450,298,3.84196378497895e-05,847893845,24411
Neolamprologus brichardi,JH422292.1,7577689,251,3.31235552158448e-05,847893845,24411
Neolamprologus brichardi,JH422293.1,7245713,378,5.21687789731666e-05,847893845,24411
Neolamprologus brichardi,JH422294.1,6946925,198,2.85018191501996e-05,847893845,24411
Neolamprologus brichardi,JH422295.1,6880249,164,2.38363466205947e-05,847893845,24411
Neolamprologus brichardi,JH422296.1,6819339,268,3.92999966712316e-05,847893845,24411
Neolamprologus brichardi,JH422297.1,6619391,221,3.33867571805322e-05,847893845,24411
Neolamprologus brichardi,JH422298.1,6558494,128,1.95166756270571e-05,847893845,24411
Neolamprologus brichardi,JH422299.1,6505805,154,2.36711675188543e-05,847893845,24411
Neolamprologus brichardi,JH422300.1,6265338,193,3.08044035293866e-05,847893845,24411
Neolamprologus brichardi,JH422301.1,6224470,175,2.8114843512781e-05,847893845,24411
Neolamprologus brichardi,JH422302.1,6178487,123,1.99077864855911e-05,847893845,24411
Neolamprologus brichardi,JH422303.1,6023737,139,2.3075376630819e-05,847893845,24411
Neolamprologus brichardi,JH422304.1,5992636,265,4.42209405009749e-05,847893845,24411
Neolamprologus brichardi,JH422305.1,5862487,176,3.00213885335695e-05,847893845,24411
Neolamprologus brichardi,JH422306.1,5521548,170,3.07884672921434e-05,847893845,24411
Neolamprologus brichardi,JH422307.1,5499162,143,2.60039620582191e-05,847893845,24411
Neolamprologus brichardi,JH422308.1,5414369,163,3.01050778031568e-05,847893845,24411
Neolamprologus brichardi,JH422309.1,4996407,117,2.34168273321209e-05,847893845,24411
Neolamprologus brichardi,JH422310.1,4945250,182,3.68029927708407e-05,847893845,24411
Neolamprologus brichardi,JH422311.1,4905084,95,1.93676601664722e-05,847893845,24411
Neolamprologus brichardi,JH422312.1,4773581,55,1.152174855732e-05,847893845,24411
Neolamprologus brichardi,JH422313.1,4730395,115,2.43108662173032e-05,847893845,24411
Neolamprologus brichardi,JH422314.1,4677733,123,2.629478852256e-05,847893845,24411
Neolamprologus brichardi,JH422315.1,4607815,131,2.84299608382715e-05,847893845,24411
Neolamprologus brichardi,JH422317.1,4557031,164,3.59883441653129e-05,847893845,24411
