species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Gopherus agassizii,PPEB01000001.1,1743037,13,7.45824672683368e-06,2184966080,24254
Gopherus agassizii,PPEB01000002.1,1735568,15,8.64270371428835e-06,2184966080,24254
Gopherus agassizii,PPEB01000003.1,1528646,2,1.30834738716485e-06,2184966080,24254
Gopherus agassizii,PPEB01000004.1,1404433,17,1.21045290163361e-05,2184966080,24254
Gopherus agassizii,PPEB01000005.1,1338241,17,1.27032425400208e-05,2184966080,24254
Gopherus agassizii,PPEB01000006.1,1319603,7,5.30462570939896e-06,2184966080,24254
Gopherus agassizii,PPEB01000007.1,1298053,8,6.16307654618109e-06,2184966080,24254
Gopherus agassizii,PPEB01000008.1,1291780,7,5.4188793757451e-06,2184966080,24254
Gopherus agassizii,PPEB01000009.1,1263626,6,4.74824038125205e-06,2184966080,24254
Gopherus agassizii,PPEB01000010.1,1247658,5,4.00750846786539e-06,2184966080,24254
Gopherus agassizii,PPEB01000011.1,1246881,7,5.61400807294361e-06,2184966080,24254
Gopherus agassizii,PPEB01000012.1,1246771,7,5.61450338514451e-06,2184966080,24254
Gopherus agassizii,PPEB01000013.1,1241791,8,6.44230792460245e-06,2184966080,24254
Gopherus agassizii,PPEB01000014.1,1201423,5,4.16173154667424e-06,2184966080,24254
Gopherus agassizii,PPEB01000015.1,1170400,3,2.56322624743677e-06,2184966080,24254
Gopherus agassizii,PPEB01000016.1,1165846,23,1.97281630678494e-05,2184966080,24254
Gopherus agassizii,PPEB01000017.1,1158552,3,2.58943923104013e-06,2184966080,24254
Gopherus agassizii,PPEB01000019.1,1144166,5,4.36999526292514e-06,2184966080,24254
Gopherus agassizii,PPEB01000021.1,1123721,11,9.78890667701324e-06,2184966080,24254
Gopherus agassizii,PPEB01000022.1,1123124,7,6.23261545474943e-06,2184966080,24254
Gopherus agassizii,PPEB01000023.1,1120116,14,1.2498705491217e-05,2184966080,24254
Gopherus agassizii,PPEB01000024.1,1082890,9,8.31109346286327e-06,2184966080,24254
Gopherus agassizii,PPEB01000025.1,1075568,11,1.02271543965607e-05,2184966080,24254
Gopherus agassizii,PPEB01000026.1,1063994,16,1.50376787839029e-05,2184966080,24254
Gopherus agassizii,PPEB01000027.1,1063137,17,1.59904132769342e-05,2184966080,24254
Gopherus agassizii,PPEB01000028.1,1055211,6,5.68606657815356e-06,2184966080,24254
Gopherus agassizii,PPEB01000029.1,1052097,4,3.80193081056214e-06,2184966080,24254
Gopherus agassizii,PPEB01000030.1,1051655,10,9.5088218094337e-06,2184966080,24254
Gopherus agassizii,PPEB01000031.1,1034412,10,9.66732791189584e-06,2184966080,24254
Gopherus agassizii,PPEB01000032.1,1013259,7,6.90840150445247e-06,2184966080,24254
Gopherus agassizii,PPEB01000033.1,990971,5,5.04555632808629e-06,2184966080,24254
Gopherus agassizii,PPEB01000034.1,990691,6,6.05637883053344e-06,2184966080,24254
Gopherus agassizii,PPEB01000036.1,974752,11,1.12849217031614e-05,2184966080,24254
Gopherus agassizii,PPEB01000037.1,974395,7,7.18394490940532e-06,2184966080,24254
Gopherus agassizii,PPEB01000038.1,972959,8,8.22234030416492e-06,2184966080,24254
Gopherus agassizii,PPEB01000039.1,970314,5,5.15297110007688e-06,2184966080,24254
Gopherus agassizii,PPEB01000040.1,969665,3,3.09385200043314e-06,2184966080,24254
Gopherus agassizii,PPEB01000041.1,968231,4,4.13124553954583e-06,2184966080,24254
Gopherus agassizii,PPEB01000042.1,964532,10,1.03677223772773e-05,2184966080,24254
Gopherus agassizii,PPEB01000044.1,963042,2,2.07675262345775e-06,2184966080,24254
Gopherus agassizii,PPEB01000045.1,962935,16,1.66158671146028e-05,2184966080,24254
Gopherus agassizii,PPEB01000046.1,957533,6,6.26610257818791e-06,2184966080,24254
Gopherus agassizii,PPEB01000047.1,955618,13,1.3603762172751e-05,2184966080,24254
Gopherus agassizii,PPEB01000048.1,952037,10,1.05037934450027e-05,2184966080,24254
Gopherus agassizii,PPEB01000049.1,951341,15,1.57672170126169e-05,2184966080,24254
Gopherus agassizii,PPEB01000050.1,947942,12,1.26590023440253e-05,2184966080,24254
Gopherus agassizii,PPEB01000051.1,946021,8,8.45647189650124e-06,2184966080,24254
Gopherus agassizii,PPEB01000052.1,944976,9,9.52405140448011e-06,2184966080,24254
