species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Taeniopygia guttata,2,150688799,1856,1.23167747856296e-05,1057995280,22150
Taeniopygia guttata,1,114557415,1657,1.44643626953349e-05,1057995280,22150
Taeniopygia guttata,3,113228359,1773,1.56586213529775e-05,1057995280,22150
Taeniopygia guttata,Z,75459706,1058,1.4020727830559e-05,1057995280,22150
Taeniopygia guttata,4,71552918,1088,1.52055294236917e-05,1057995280,22150
Taeniopygia guttata,1A,70430603,1110,1.57601944711449e-05,1057995280,22150
Taeniopygia guttata,5,62005366,1248,2.01272902735547e-05,1057995280,22150
Taeniopygia guttata,7,38060014,681,1.78927942590878e-05,1057995280,22150
Taeniopygia guttata,6,35665034,644,1.80569013336704e-05,1057995280,22150
Taeniopygia guttata,8,32610028,696,2.13431279482495e-05,1057995280,22150
Taeniopygia guttata,9,25575665,609,2.38116975648532e-05,1057995280,22150
Taeniopygia guttata,10,22017011,556,2.5253200809138e-05,1057995280,22150
Taeniopygia guttata,11,21012354,453,2.15587458692158e-05,1057995280,22150
Taeniopygia guttata,12,20435652,425,2.0796987539228e-05,1057995280,22150
Taeniopygia guttata,4A,19824313,454,2.29011719094629e-05,1057995280,22150
Taeniopygia guttata,13,18281482,451,2.46697723959141e-05,1057995280,22150
Taeniopygia guttata,14,16673467,522,3.1307226025637e-05,1057995280,22150
Taeniopygia guttata,20,15678767,433,2.76169675842495e-05,1057995280,22150
Taeniopygia guttata,15,14326562,439,3.06423830085683e-05,1057995280,22150
Taeniopygia guttata,17,11687202,353,3.02039786768467e-05,1057995280,22150
Taeniopygia guttata,18,11044519,360,3.25953534056123e-05,1057995280,22150
Taeniopygia guttata,21,8891563,344,3.86883610901705e-05,1057995280,22150
Taeniopygia guttata,19,8580906,337,3.92732422427189e-05,1057995280,22150
Taeniopygia guttata,24,7666385,238,3.10446188131694e-05,1057995280,22150
Taeniopygia guttata,26,6859188,321,4.67985423347487e-05,1057995280,22150
Taeniopygia guttata,23,6829922,277,4.05568321278047e-05,1057995280,22150
Taeniopygia guttata,28,6094608,344,5.6443334829738e-05,1057995280,22150
Taeniopygia guttata,30,6068150,411,6.77306922208581e-05,1057995280,22150
Taeniopygia guttata,22,5497289,278,5.05703811460522e-05,1057995280,22150
Taeniopygia guttata,27,5426597,357,6.57870853501744e-05,1057995280,22150
Taeniopygia guttata,29,4210262,336,7.98050097594877e-05,1057995280,22150
Taeniopygia guttata,RRCB01000041.1,3082989,340,0.000110282586152594,1057995280,22150
Taeniopygia guttata,25,3022303,324,0.000107203017037008,1057995280,22150
Taeniopygia guttata,RRCB01000090.1,2911363,236,8.10616882882691e-05,1057995280,22150
Taeniopygia guttata,RRCB01000100.1,2037630,125,6.13457791650103e-05,1057995280,22150
Taeniopygia guttata,RRCB01000088.1,1678629,75,4.46793186582622e-05,1057995280,22150
Taeniopygia guttata,RRCB01000055.1,1587672,76,4.78688293299876e-05,1057995280,22150
Taeniopygia guttata,RRCB01000109.1,1584006,87,5.49240343786577e-05,1057995280,22150
Taeniopygia guttata,RRCB01000107.1,1556942,86,5.52364827976893e-05,1057995280,22150
Taeniopygia guttata,RRCB01000099.1,1283594,102,7.94643789235537e-05,1057995280,22150
Taeniopygia guttata,16,1219933,78,6.39379375752603e-05,1057995280,22150
Taeniopygia guttata,RRCB01000042.1,878752,80,9.10381996285641e-05,1057995280,22150
Taeniopygia guttata,RRCB01000124.1,842684,36,4.27206402399951e-05,1057995280,22150
Taeniopygia guttata,RRCB01000112.1,736808,92,0.000124862922226686,1057995280,22150
Taeniopygia guttata,RRCB01000054.1,691926,24,3.46857900989412e-05,1057995280,22150
Taeniopygia guttata,RRCB01000063.1,672335,19,2.82597217161088e-05,1057995280,22150
Taeniopygia guttata,RRCB01000056.1,653019,21,3.21583292369747e-05,1057995280,22150
Taeniopygia guttata,RRCB01000129.1,495335,29,5.85462363854765e-05,1057995280,22150
Taeniopygia guttata,RRCB01000064.1,447051,20,4.47376250137009e-05,1057995280,22150
Taeniopygia guttata,RRCB01000048.1,372589,6,1.61035349943235e-05,1057995280,22150
Taeniopygia guttata,RRCB01000036.1,313178,10,3.19307231031554e-05,1057995280,22150
Taeniopygia guttata,RRCB01000098.1,241011,14,5.80886349585704e-05,1057995280,22150
Taeniopygia guttata,RRCB01000038.1,208897,6,2.87222889749494e-05,1057995280,22150
Taeniopygia guttata,RRCB01000069.1,195830,2,1.02129397947199e-05,1057995280,22150
Taeniopygia guttata,RRCB01000123.1,189721,4,2.10835911680837e-05,1057995280,22150
Taeniopygia guttata,RRCB01000105.1,179036,2,1.11709376885096e-05,1057995280,22150
Taeniopygia guttata,RRCB01000051.1,147580,6,4.06559154356959e-05,1057995280,22150
Taeniopygia guttata,RRCB01000086.1,135223,6,4.43711498783491e-05,1057995280,22150
Taeniopygia guttata,RRCB01000093.1,131254,6,4.57128925594649e-05,1057995280,22150
Taeniopygia guttata,RRCB01000068.1,121244,3,2.47434924614826e-05,1057995280,22150
Taeniopygia guttata,RRCB01000091.1,115883,5,4.31469671996755e-05,1057995280,22150
Taeniopygia guttata,RRCB01000059.1,115688,10,8.64393887006431e-05,1057995280,22150
Taeniopygia guttata,RRCB01000077.1,113164,10,8.83673252977979e-05,1057995280,22150
Taeniopygia guttata,RRCB01000075.1,91878,3,3.26519950368968e-05,1057995280,22150
Taeniopygia guttata,RRCB01000122.1,85903,4,4.6564147934298e-05,1057995280,22150
Taeniopygia guttata,RRCB01000053.1,84313,4,4.74422686892887e-05,1057995280,22150
Taeniopygia guttata,RRCB01000061.1,79259,7,8.83180459001502e-05,1057995280,22150
Taeniopygia guttata,RRCB01000104.1,66124,7,0.000105861714354848,1057995280,22150
Taeniopygia guttata,RRCB01000071.1,59977,4,6.66922320222752e-05,1057995280,22150
Taeniopygia guttata,RRCB01000076.1,58400,5,8.56164383561644e-05,1057995280,22150
Taeniopygia guttata,RRCB01000078.1,57278,3,5.23761304514822e-05,1057995280,22150
Taeniopygia guttata,RRCB01000083.1,54598,3,5.4947067658156e-05,1057995280,22150
Taeniopygia guttata,RRCB01000049.1,54534,2,3.66743682840063e-05,1057995280,22150
