species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Athene cunicularia,QEEU01000001.1,153432714,1246,8.12082356830369e-06,1157069330,15049
Athene cunicularia,QEEU01000002.1,130168231,1131,8.68875601451479e-06,1157069330,15049
Athene cunicularia,QEEU01000003.1,125482743,1205,9.60291408357243e-06,1157069330,15049
Athene cunicularia,QEEU01000004.1,82206449,931,1.13251455491041e-05,1157069330,15049
Athene cunicularia,QEEU01000005.1,46889661,566,1.20708912781434e-05,1157069330,15049
Athene cunicularia,QEEU01000006.1,42147404,363,8.61263009223534e-06,1157069330,15049
Athene cunicularia,QEEU01000007.1,38412382,463,1.20534050713127e-05,1157069330,15049
Athene cunicularia,QEEU01000008.1,37247320,362,9.71882003859606e-06,1157069330,15049
Athene cunicularia,QEEU01000009.1,36080512,356,9.86682228899634e-06,1157069330,15049
Athene cunicularia,QEEU01000010.1,35640499,553,1.55160566074005e-05,1157069330,15049
Athene cunicularia,QEEU01000011.1,27102458,370,1.36518982890777e-05,1157069330,15049
Athene cunicularia,QEEU01000012.1,26801323,359,1.33948611417429e-05,1157069330,15049
Athene cunicularia,QEEU01000013.1,24217573,196,8.0932965495758e-06,1157069330,15049
Athene cunicularia,QEEU01000014.1,24132915,347,1.43787022827537e-05,1157069330,15049
Athene cunicularia,QEEU01000015.1,23678470,356,1.50347552016663e-05,1157069330,15049
Athene cunicularia,QEEU01000016.1,23372683,426,1.82264055863848e-05,1157069330,15049
Athene cunicularia,QEEU01000017.1,21494962,354,1.6468975381301e-05,1157069330,15049
Athene cunicularia,QEEU01000018.1,20456437,286,1.39809293280154e-05,1157069330,15049
Athene cunicularia,QEEU01000019.1,17588321,375,2.13209663389701e-05,1157069330,15049
Athene cunicularia,QEEU01000020.1,16821034,143,8.50126098074589e-06,1157069330,15049
Athene cunicularia,QEEU01000021.1,16156921,369,2.28385098868776e-05,1157069330,15049
Athene cunicularia,QEEU01000022.1,14312437,244,1.70481099759601e-05,1157069330,15049
Athene cunicularia,QEEU01000023.1,13607177,300,2.2047188773983e-05,1157069330,15049
Athene cunicularia,QEEU01000024.1,12563656,328,2.61070503681412e-05,1157069330,15049
Athene cunicularia,QEEU01000025.1,12500421,313,2.5039156681203e-05,1157069330,15049
Athene cunicularia,QEEU01000026.1,12267803,250,2.0378546998187e-05,1157069330,15049
Athene cunicularia,QEEU01000027.1,11448861,142,1.24029805235647e-05,1157069330,15049
Athene cunicularia,QEEU01000028.1,10806845,95,8.7907247674969e-06,1157069330,15049
Athene cunicularia,QEEU01000029.1,9826331,121,1.23138534616837e-05,1157069330,15049
Athene cunicularia,QEEU01000030.1,9144539,250,2.73387209568465e-05,1157069330,15049
Athene cunicularia,QEEU01000031.1,6968450,153,2.19561021461014e-05,1157069330,15049
Athene cunicularia,QEEU01000032.1,6547317,196,2.9935926426046e-05,1157069330,15049
Athene cunicularia,QEEU01000033.1,6245708,44,7.04483783103533e-06,1157069330,15049
Athene cunicularia,QEEU01000034.1,5664972,193,3.40690121681096e-05,1157069330,15049
Athene cunicularia,QEEU01000035.1,5016090,108,2.15307141618272e-05,1157069330,15049
Athene cunicularia,QEEU01000036.1,4392522,73,1.6619154098716e-05,1157069330,15049
Athene cunicularia,QEEU01000037.1,4280761,105,2.45283490482183e-05,1157069330,15049
Athene cunicularia,QEEU01000038.1,3624361,128,3.53165702864588e-05,1157069330,15049
