species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Latimeria chalumnae,JH126562.1,10736886,135,1.25734780084281e-05,2860575514,22628
Latimeria chalumnae,JH126563.1,8563611,159,1.85669339721293e-05,2860575514,22628
Latimeria chalumnae,JH126564.1,8125152,102,1.25536113047485e-05,2860575514,22628
Latimeria chalumnae,JH126565.1,7836217,87,1.11022959165118e-05,2860575514,22628
Latimeria chalumnae,JH126566.1,7158969,86,1.20129029752748e-05,2860575514,22628
Latimeria chalumnae,JH126567.1,7051617,85,1.20539728689179e-05,2860575514,22628
Latimeria chalumnae,JH126568.1,6582655,82,1.24569797444952e-05,2860575514,22628
Latimeria chalumnae,JH126569.1,6573876,63,9.58338733496038e-06,2860575514,22628
Latimeria chalumnae,JH126570.1,6077474,106,1.74414567631223e-05,2860575514,22628
Latimeria chalumnae,JH126571.1,5981458,73,1.2204382276027e-05,2860575514,22628
Latimeria chalumnae,JH126572.1,5950987,51,8.57000695850957e-06,2860575514,22628
Latimeria chalumnae,JH126573.1,5537463,61,1.10158749593451e-05,2860575514,22628
Latimeria chalumnae,JH126574.1,5507297,79,1.43446049849863e-05,2860575514,22628
Latimeria chalumnae,JH126575.1,5160279,8,1.55030377233479e-06,2860575514,22628
Latimeria chalumnae,JH126576.1,5049249,82,1.62400388651857e-05,2860575514,22628
Latimeria chalumnae,JH126577.1,5018641,45,8.96657083062925e-06,2860575514,22628
Latimeria chalumnae,JH126578.1,4996841,103,2.06130233081261e-05,2860575514,22628
Latimeria chalumnae,JH126579.1,4710895,28,5.9436688782068e-06,2860575514,22628
Latimeria chalumnae,JH126580.1,4642039,55,1.184824168862e-05,2860575514,22628
Latimeria chalumnae,JH126581.1,4483459,45,1.00368933896797e-05,2860575514,22628
Latimeria chalumnae,JH126582.1,4470829,67,1.4986035028403e-05,2860575514,22628
Latimeria chalumnae,JH126583.1,4406358,44,9.98557085012157e-06,2860575514,22628
Latimeria chalumnae,JH126584.1,4223152,17,4.02542934755841e-06,2860575514,22628
Latimeria chalumnae,JH126585.1,4212998,51,1.21053938311862e-05,2860575514,22628
Latimeria chalumnae,JH126586.1,3980032,20,5.02508522544542e-06,2860575514,22628
Latimeria chalumnae,JH126587.1,3963869,74,1.86686290591339e-05,2860575514,22628
Latimeria chalumnae,JH126588.1,3949988,38,9.62028239073131e-06,2860575514,22628
Latimeria chalumnae,JH126589.1,3942217,49,1.24295542330623e-05,2860575514,22628
Latimeria chalumnae,JH126590.1,3915010,32,8.17367005448262e-06,2860575514,22628
Latimeria chalumnae,JH126591.1,3904500,46,1.17812780125496e-05,2860575514,22628
Latimeria chalumnae,JH126592.1,3739957,45,1.20322238999005e-05,2860575514,22628
Latimeria chalumnae,JH126593.1,3729573,101,2.70808481292631e-05,2860575514,22628
Latimeria chalumnae,JH126594.1,3581497,62,1.73111969659614e-05,2860575514,22628
Latimeria chalumnae,JH126595.1,3551741,14,3.94172885917076e-06,2860575514,22628
Latimeria chalumnae,JH126596.1,3531762,71,2.01032798925862e-05,2860575514,22628
Latimeria chalumnae,JH126597.1,3498790,22,6.2878880984569e-06,2860575514,22628
Latimeria chalumnae,JH126599.1,3492257,32,9.16312860136009e-06,2860575514,22628
Latimeria chalumnae,JH126598.1,3484512,36,1.0331432349781e-05,2860575514,22628
Latimeria chalumnae,JH126601.1,3396771,19,5.59354751909976e-06,2860575514,22628
Latimeria chalumnae,JH126600.1,3395446,26,7.6573151214892e-06,2860575514,22628
Latimeria chalumnae,JH126602.1,3311977,38,1.1473509628841e-05,2860575514,22628
Latimeria chalumnae,JH126603.1,3303274,45,1.36228481197745e-05,2860575514,22628
Latimeria chalumnae,JH126605.1,3286333,21,6.39010106401269e-06,2860575514,22628
Latimeria chalumnae,JH126604.1,3284880,31,9.43717883149461e-06,2860575514,22628
Latimeria chalumnae,JH126607.1,3259902,29,8.895972946426e-06,2860575514,22628
Latimeria chalumnae,JH126606.1,3256449,26,7.98415697589614e-06,2860575514,22628
Latimeria chalumnae,JH126608.1,3235615,48,1.48348922847743e-05,2860575514,22628
Latimeria chalumnae,JH126610.1,3221487,17,5.27706614988668e-06,2860575514,22628
