species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Pongo abelii,1,227913704,3119,1.36850042154552e-05,3065035716,31285
Pongo abelii,3,193656255,1676,8.65451002344334e-06,3065035716,31285
Pongo abelii,4,189387572,1254,6.62134260847908e-06,3065035716,31285
Pongo abelii,5,179185813,1379,7.69592177478917e-06,3065035716,31285
Pongo abelii,6,169501136,1605,9.46896308706745e-06,3065035716,31285
Pongo abelii,X,151242693,1352,8.93927483822309e-06,3065035716,31285
Pongo abelii,7,145408105,1427,9.81375831835509e-06,3065035716,31285
Pongo abelii,8,144036388,1078,7.48421989032383e-06,3065035716,31285
Pongo abelii,12,132184051,1589,1.20211174342054e-05,3065035716,31285
Pongo abelii,10,132178492,1214,9.1845502368116e-06,3065035716,31285
Pongo abelii,2B,129937803,1008,7.75755766780203e-06,3065035716,31285
Pongo abelii,11,128122151,1660,1.29563856604312e-05,3065035716,31285
Pongo abelii,9,112206110,1186,1.05698343878065e-05,3065035716,31285
Pongo abelii,2A,109511694,1027,9.37799391542605e-06,3065035716,31285
Pongo abelii,13,98475126,597,6.06244464211196e-06,3065035716,31285
Pongo abelii,14,88963417,1161,1.30503080833777e-05,3065035716,31285
Pongo abelii,15,82547911,1069,1.29500551503962e-05,3065035716,31285
Pongo abelii,18,75923960,500,6.58553637086369e-06,3065035716,31285
Pongo abelii,17,75914007,1671,2.20117481086198e-05,3065035716,31285
Pongo abelii,16,68237989,1103,1.6164016791292e-05,3065035716,31285
Pongo abelii,20,60841859,818,1.34446910966346e-05,3065035716,31285
Pongo abelii,19,57575784,1889,3.28089323108479e-05,3065035716,31285
Pongo abelii,22,35308119,737,2.08733860900378e-05,3065035716,31285
Pongo abelii,21,34683425,325,9.3704701885699e-06,3065035716,31285
Pongo abelii,KZ622951.1,7156508,99,1.38335624022219e-05,3065035716,31285
Pongo abelii,KZ622948.1,5966760,83,1.39103969323385e-05,3065035716,31285
Pongo abelii,KZ622949.1,3740455,62,1.65755235659833e-05,3065035716,31285
Pongo abelii,KZ622955.1,3293409,46,1.3967290427639e-05,3065035716,31285
Pongo abelii,KZ622953.1,3195493,69,2.15929122673716e-05,3065035716,31285
Pongo abelii,KZ622947.1,2999787,57,1.90013490957858e-05,3065035716,31285
Pongo abelii,NDHI03003718.1,1279822,2,1.56271731537667e-06,3065035716,31285
Pongo abelii,KZ622960.1,1252313,2,1.59704482824981e-06,3065035716,31285
Pongo abelii,KZ622952.1,1003419,14,1.3952297096228e-05,3065035716,31285
Pongo abelii,KZ622957.1,754655,5,6.62554412281109e-06,3065035716,31285
Pongo abelii,KZ622959.1,578492,7,1.21004266264702e-05,3065035716,31285
