species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Myripristis murdjan,3,47119472,1012,2.14773204589389e-05,835254674,25071
Myripristis murdjan,13,42404719,1106,2.60820028072819e-05,835254674,25071
Myripristis murdjan,1,42201344,1316,3.11838409696146e-05,835254674,25071
Myripristis murdjan,5,39210961,1197,3.05271783570926e-05,835254674,25071
Myripristis murdjan,14,39034921,1062,2.72064083337071e-05,835254674,25071
Myripristis murdjan,9,38390726,1187,3.09189255759321e-05,835254674,25071
Myripristis murdjan,4,36530440,1047,2.86610289939021e-05,835254674,25071
Myripristis murdjan,8,36448408,1532,4.20320141280245e-05,835254674,25071
Myripristis murdjan,17,35810529,1245,3.47663113270402e-05,835254674,25071
Myripristis murdjan,6,35357120,1137,3.2157596546325e-05,835254674,25071
Myripristis murdjan,10,34950760,902,2.58077363696812e-05,835254674,25071
Myripristis murdjan,7,34918058,1261,3.61131194638602e-05,835254674,25071
Myripristis murdjan,16,34798541,1196,3.43692570329314e-05,835254674,25071
Myripristis murdjan,21,33919319,1028,3.03072122409061e-05,835254674,25071
Myripristis murdjan,24,33539878,906,2.70126206183577e-05,835254674,25071
Myripristis murdjan,15,33424759,889,2.65970504080523e-05,835254674,25071
Myripristis murdjan,12,32414123,938,2.89380033511936e-05,835254674,25071
Myripristis murdjan,22,31899175,1056,3.31043044216661e-05,835254674,25071
Myripristis murdjan,11,31823041,1092,3.4314759547964e-05,835254674,25071
Myripristis murdjan,20,29743470,743,2.49802729809266e-05,835254674,25071
Myripristis murdjan,18,29228082,998,3.4145244289379e-05,835254674,25071
Myripristis murdjan,19,28934276,948,3.27639094892162e-05,835254674,25071
Myripristis murdjan,23,28196746,700,2.48255596585507e-05,835254674,25071
Myripristis murdjan,2,21229906,515,2.42582327024905e-05,835254674,25071
Myripristis murdjan,CABFVW010000030.1,365364,6,1.64219791769304e-05,835254674,25071
Myripristis murdjan,CABFVW010000031.1,178669,8,4.47755346478684e-05,835254674,25071
Myripristis murdjan,CABFVW010000033.1,160457,3,1.86965978424126e-05,835254674,25071
Myripristis murdjan,CABFVW010000032.1,155229,3,1.93262856811549e-05,835254674,25071
Myripristis murdjan,CABFVW010000034.1,154866,2,1.29143905053401e-05,835254674,25071
Myripristis murdjan,CABFVW010000037.1,121891,2,1.64081023209261e-05,835254674,25071
Myripristis murdjan,CABFVW010000042.1,82365,3,3.64232380258605e-05,835254674,25071
Myripristis murdjan,CABFVW010000045.1,67744,4,5.90458195559754e-05,835254674,25071
Myripristis murdjan,CABFVW010000048.1,58605,3,5.11901714870745e-05,835254674,25071
Myripristis murdjan,CABFVW010000049.1,56455,4,7.08528916836418e-05,835254674,25071
