species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Bubo bubo,ML986482.1,29915079,181,6.05046037150696e-06,1258069325,14932
Bubo bubo,ML986481.1,29647020,254,8.56747153676828e-06,1258069325,14932
Bubo bubo,ML986475.1,26332667,205,7.78500711682565e-06,1258069325,14932
Bubo bubo,ML986483.1,25365934,182,7.17497727463929e-06,1258069325,14932
Bubo bubo,ML986478.1,21890292,190,8.67964666711618e-06,1258069325,14932
Bubo bubo,ML986473.1,21168194,280,1.3227392001415e-05,1258069325,14932
Bubo bubo,ML986466.1,20670484,190,9.19185056334433e-06,1258069325,14932
Bubo bubo,ML986450.1,19795946,226,1.14164789093686e-05,1258069325,14932
Bubo bubo,ML984753.1,19267021,196,1.01728232921945e-05,1258069325,14932
Bubo bubo,ML985195.1,18839717,188,9.97891847313842e-06,1258069325,14932
Bubo bubo,ML986476.1,18217649,205,1.12528241157792e-05,1258069325,14932
Bubo bubo,ML985986.1,18051496,125,6.92463383644214e-06,1258069325,14932
Bubo bubo,ML984538.1,17732494,173,9.75610086206712e-06,1258069325,14932
Bubo bubo,ML986480.1,17532265,142,8.09935282178315e-06,1258069325,14932
Bubo bubo,ML981103.1,17304173,257,1.48519088430288e-05,1258069325,14932
Bubo bubo,ML986458.1,16472386,158,9.59181019677417e-06,1258069325,14932
Bubo bubo,ML986001.1,16055321,122,7.5987269267304e-06,1258069325,14932
Bubo bubo,ML986454.1,15372016,127,8.26176605592916e-06,1258069325,14932
Bubo bubo,ML986465.1,15258965,131,8.58511701154043e-06,1258069325,14932
Bubo bubo,ML981595.1,14484344,165,1.1391610141267e-05,1258069325,14932
Bubo bubo,ML983714.1,12771256,126,9.86590512319227e-06,1258069325,14932
Bubo bubo,ML986445.1,12453503,77,6.18299927337714e-06,1258069325,14932
Bubo bubo,ML986471.1,12441342,82,6.59092885638864e-06,1258069325,14932
Bubo bubo,ML985688.1,12214606,108,8.84187340958849e-06,1258069325,14932
Bubo bubo,ML986474.1,10964540,77,7.02263843262007e-06,1258069325,14932
Bubo bubo,ML980724.1,10914282,117,1.07198989360913e-05,1258069325,14932
Bubo bubo,ML982400.1,10912058,151,1.38379029876857e-05,1258069325,14932
Bubo bubo,ML985228.1,10787622,92,8.52829288975828e-06,1258069325,14932
