species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Suricata suricatta,1,194221078,1265,6.51319626595832e-06,2353578744,23793
Suricata suricatta,2,186708106,1578,8.45169518242556e-06,2353578744,23793
Suricata suricatta,3,175818673,1606,9.13441088251189e-06,2353578744,23793
Suricata suricatta,4,164972924,1239,7.51032333039087e-06,2353578744,23793
Suricata suricatta,5,156026045,1203,7.71025119556161e-06,2353578744,23793
Suricata suricatta,6,147861781,1175,7.94661062550031e-06,2353578744,23793
Suricata suricatta,7,145467977,1321,9.08103644006818e-06,2353578744,23793
Suricata suricatta,8,141453419,2091,1.47822513925945e-05,2353578744,23793
Suricata suricatta,9,140082955,1565,1.11719516482216e-05,2353578744,23793
Suricata suricatta,10,137167901,1480,1.07896963444822e-05,2353578744,23793
Suricata suricatta,X,111476210,956,8.57582079620396e-06,2353578744,23793
Suricata suricatta,11,109239758,1582,1.44819068529976e-05,2353578744,23793
Suricata suricatta,12,106191848,1643,1.54719974361874e-05,2353578744,23793
Suricata suricatta,13,90215208,954,1.05747137444942e-05,2353578744,23793
Suricata suricatta,14,89425930,870,9.72872185953224e-06,2353578744,23793
Suricata suricatta,15,78599426,519,6.60310165623856e-06,2353578744,23793
Suricata suricatta,16,59306649,1198,2.02000959453973e-05,2353578744,23793
Suricata suricatta,17,58591448,1258,2.14707101964778e-05,2353578744,23793
Suricata suricatta,VCRZ01000024.1,761892,2,2.62504396948649e-06,2353578744,23793
Suricata suricatta,VCRZ01000180.1,481670,2,4.15222039985882e-06,2353578744,23793
Suricata suricatta,VCRZ01000021.1,416343,19,4.56354496172627e-05,2353578744,23793
Suricata suricatta,VCRZ01000181.1,395079,4,1.01245573670076e-05,2353578744,23793
Suricata suricatta,VCRZ01000023.1,277963,2,7.19520223914694e-06,2353578744,23793
Suricata suricatta,VCRZ01000025.1,219829,4,1.81959614063659e-05,2353578744,23793
Suricata suricatta,VCRZ01000027.1,184364,6,3.25443145082554e-05,2353578744,23793
