species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Electrophorus electricus,1,36391443,1675,4.60273037263183e-05,589358956,23964
Electrophorus electricus,2,35831752,1485,4.14436893847669e-05,589358956,23964
Electrophorus electricus,3,32540680,1306,4.01343794905331e-05,589358956,23964
Electrophorus electricus,4,32347915,1274,3.93843003482605e-05,589358956,23964
Electrophorus electricus,6,30780680,1401,4.55155636587626e-05,589358956,23964
Electrophorus electricus,5,30137670,996,3.30483411624057e-05,589358956,23964
Electrophorus electricus,7,28649539,1137,3.96865024599523e-05,589358956,23964
Electrophorus electricus,8,27587819,1150,4.16850639769675e-05,589358956,23964
Electrophorus electricus,9,26196259,859,3.27909416378881e-05,589358956,23964
Electrophorus electricus,10,25664172,1062,4.1380645360388e-05,589358956,23964
Electrophorus electricus,11,25558895,917,3.58779203874033e-05,589358956,23964
Electrophorus electricus,12,23225763,902,3.88361837671382e-05,589358956,23964
Electrophorus electricus,13,22788488,913,4.00640884994213e-05,589358956,23964
Electrophorus electricus,14,22703151,858,3.7792110883639e-05,589358956,23964
Electrophorus electricus,15,19344341,824,4.25964368597514e-05,589358956,23964
Electrophorus electricus,16,18983019,816,4.2985786402047e-05,589358956,23964
Electrophorus electricus,17,18154453,846,4.66001371674487e-05,589358956,23964
Electrophorus electricus,18,17062102,808,4.73564159914177e-05,589358956,23964
Electrophorus electricus,19,16409991,920,5.60634067380049e-05,589358956,23964
Electrophorus electricus,20,15907486,659,4.14270363022793e-05,589358956,23964
Electrophorus electricus,21,15813368,519,3.28203327716145e-05,589358956,23964
Electrophorus electricus,22,14621190,572,3.91213027120228e-05,589358956,23964
Electrophorus electricus,23,12386329,585,4.72294898674175e-05,589358956,23964
Electrophorus electricus,24,11982566,560,4.67345641993543e-05,589358956,23964
Electrophorus electricus,25,11969312,425,3.55074711061087e-05,589358956,23964
Electrophorus electricus,26,10945573,462,4.22088455305172e-05,589358956,23964
Electrophorus electricus,JABVME010000036.1,204031,11,5.39133759085629e-05,589358956,23964
Electrophorus electricus,JABVME010000011.1,199541,4,2.00460055828126e-05,589358956,23964
Electrophorus electricus,JABVME010000012.1,164553,6,3.64624163643325e-05,589358956,23964
Electrophorus electricus,JABVME010000013.1,129345,2,1.54625227105802e-05,589358956,23964
Electrophorus electricus,JABVME010000014.1,73787,2,2.71050456042392e-05,589358956,23964
