species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Betta splendens,4,34863213,1842,5.28350614155959e-05,441371523,26727
Betta splendens,9,32137567,1821,5.66626589996685e-05,441371523,26727
Betta splendens,2,29498272,1759,5.96306115829429e-05,441371523,26727
Betta splendens,1,22294991,1531,6.86701331254182e-05,441371523,26727
Betta splendens,16,21788636,1306,5.99395024085032e-05,441371523,26727
Betta splendens,13,21545776,1137,5.27713645588815e-05,441371523,26727
Betta splendens,10,21190454,1038,4.8984320958862e-05,441371523,26727
Betta splendens,5,21146536,1363,6.44550010460342e-05,441371523,26727
Betta splendens,3,20129463,980,4.86848556267994e-05,441371523,26727
Betta splendens,6,19902465,1203,6.04447740518574e-05,441371523,26727
Betta splendens,15,19576149,1112,5.68038177478114e-05,441371523,26727
Betta splendens,19,18759158,1163,6.19963859785178e-05,441371523,26727
Betta splendens,21,18688203,1101,5.89141716836017e-05,441371523,26727
Betta splendens,7,18668249,1218,6.52444693661414e-05,441371523,26727
Betta splendens,17,18063741,1236,6.84243645876012e-05,441371523,26727
Betta splendens,14,17358772,1147,6.60761026183189e-05,441371523,26727
Betta splendens,11,16885281,1008,5.96969632900986e-05,441371523,26727
Betta splendens,22,16788622,1069,6.36740764072239e-05,441371523,26727
Betta splendens,8,16455974,1311,7.96671166349679e-05,441371523,26727
Betta splendens,24,14918949,953,6.38784943899198e-05,441371523,26727
Betta splendens,12,14654323,975,6.65332680329211e-05,441371523,26727
Betta splendens,CAAAFW020000038.1,1022058,42,4.10935582912124e-05,441371523,26727
Betta splendens,CAAAFW020000036.1,906991,28,3.08713096381331e-05,441371523,26727
Betta splendens,CAAAFW020000018.1,358385,90,0.000251126581748678,441371523,26727
Betta splendens,CAAAFW020000037.1,260841,20,7.66750625860198e-05,441371523,26727
Betta splendens,CAAAFW020000035.1,240981,7,2.904793323955e-05,441371523,26727
Betta splendens,CAAAFW020000010.1,219252,21,9.57801981281813e-05,441371523,26727
Betta splendens,CAAAFW020000032.1,212499,9,4.2353140485367e-05,441371523,26727
Betta splendens,CAAAFW020000039.1,205855,6,2.91467294940614e-05,441371523,26727
Betta splendens,CAAAFW020000012.1,200496,6,2.99257840555423e-05,441371523,26727
Betta splendens,CAAAFW020000020.1,158138,4,2.52943631511718e-05,441371523,26727
Betta splendens,CAAAFW020000030.1,154896,11,7.1015390972007e-05,441371523,26727
Betta splendens,CAAAFW020000006.1,132040,3,2.27203877612845e-05,441371523,26727
Betta splendens,CAAAFW020000016.1,120247,11,9.14783736808403e-05,441371523,26727
Betta splendens,CAAAFW020000027.1,110820,2,1.80472838837755e-05,441371523,26727
Betta splendens,CAAAFW020000047.1,98070,8,8.15743856429081e-05,441371523,26727
Betta splendens,CAAAFW020000045.1,94274,37,0.000392473004221737,441371523,26727
Betta splendens,CAAAFW020000009.1,90702,3,3.30753456373619e-05,441371523,26727
Betta splendens,CAAAFW020000046.1,78346,3,3.8291680494218e-05,441371523,26727
