species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Macaca nemestrina,KQ009060.1,63123227,415,6.57444208294357e-06,2948703511,28822
Macaca nemestrina,KQ006730.1,56261439,471,8.37163087847789e-06,2948703511,28822
Macaca nemestrina,KQ005701.1,44674081,654,1.46393610200957e-05,2948703511,28822
Macaca nemestrina,KQ004830.1,41818005,406,9.70873670324541e-06,2948703511,28822
Macaca nemestrina,KQ004939.1,40319822,215,5.33236481053909e-06,2948703511,28822
Macaca nemestrina,KQ004607.1,40200012,456,1.13432801960358e-05,2948703511,28822
Macaca nemestrina,KQ005050.1,39453387,184,4.66373140536705e-06,2948703511,28822
Macaca nemestrina,KQ006731.1,31540782,207,6.56293176244013e-06,2948703511,28822
Macaca nemestrina,KQ005480.1,31049660,146,4.70214488661068e-06,2948703511,28822
Macaca nemestrina,KQ008743.1,30496662,294,9.64039933288437e-06,2948703511,28822
Macaca nemestrina,KQ005591.1,29577158,291,9.83867347904082e-06,2948703511,28822
Macaca nemestrina,KQ006137.1,28977278,206,7.10901831428059e-06,2948703511,28822
Macaca nemestrina,KQ009282.1,26856881,440,1.63831384590042e-05,2948703511,28822
Macaca nemestrina,KQ006443.1,26754465,166,6.20457183501894e-06,2948703511,28822
Macaca nemestrina,KQ005373.1,26466322,291,1.09951054022542e-05,2948703511,28822
Macaca nemestrina,KQ007139.1,26345091,329,1.24880950306833e-05,2948703511,28822
Macaca nemestrina,KQ007436.1,26203571,218,8.31947676139256e-06,2948703511,28822
Macaca nemestrina,KQ007845.1,26059670,186,7.1374656701332e-06,2948703511,28822
Macaca nemestrina,KQ009171.1,25972781,182,7.00733587211936e-06,2948703511,28822
Macaca nemestrina,KQ007038.1,25927173,140,5.39974026477935e-06,2948703511,28822
Macaca nemestrina,KQ006837.1,25006431,214,8.55779859189022e-06,2948703511,28822
Macaca nemestrina,KQ009391.1,24368223,232,9.52059573650487e-06,2948703511,28822
Macaca nemestrina,KQ005157.1,23677901,137,5.78598584393101e-06,2948703511,28822
Macaca nemestrina,KQ007239.1,23506373,301,1.28050380209656e-05,2948703511,28822
Macaca nemestrina,KQ008945.1,23083556,135,5.84831903715355e-06,2948703511,28822
Macaca nemestrina,KQ007533.1,22693604,152,6.69792246308696e-06,2948703511,28822
Macaca nemestrina,KQ009061.1,22633747,141,6.22963577351996e-06,2948703511,28822
Macaca nemestrina,KQ004606.1,22034461,617,2.80015925962518e-05,2948703511,28822
Macaca nemestrina,KQ007637.1,21299586,241,1.1314773911568e-05,2948703511,28822
Macaca nemestrina,KQ005265.1,21039004,204,9.6962764967391e-06,2948703511,28822
Macaca nemestrina,KQ005813.1,21025059,379,1.8026108749564e-05,2948703511,28822
Macaca nemestrina,KQ008437.1,20621393,162,7.85591933580821e-06,2948703511,28822
Macaca nemestrina,KQ009072.1,20587404,241,1.1706186948097e-05,2948703511,28822
Macaca nemestrina,KQ007744.1,20484483,322,1.57192153690186e-05,2948703511,28822
Macaca nemestrina,KQ009049.1,20287406,169,8.33029121613675e-06,2948703511,28822
Macaca nemestrina,KQ008744.1,19884865,94,4.72721338565789e-06,2948703511,28822
Macaca nemestrina,KQ008139.1,19675229,166,8.43700472304541e-06,2948703511,28822
Macaca nemestrina,KQ009138.1,19669406,108,5.49076062591824e-06,2948703511,28822
Macaca nemestrina,KQ009392.1,18832826,125,6.63734693879718e-06,2948703511,28822
Macaca nemestrina,KQ009116.1,18804593,100,5.31784974022038e-06,2948703511,28822
Macaca nemestrina,KQ006343.1,18395747,141,7.66481513362844e-06,2948703511,28822
Macaca nemestrina,KQ009238.1,18038377,93,5.15567448224416e-06,2948703511,28822
