species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Cairina moschata domestica,1,177537710,1972,1.11074993588686e-05,1109207201,17614
Cairina moschata domestica,2,140096818,1307,9.32926256754811e-06,1109207201,17614
Cairina moschata domestica,3,108114341,1258,1.16358291449975e-05,1109207201,17614
Cairina moschata domestica,4,70524095,824,1.16839500031869e-05,1109207201,17614
Cairina moschata domestica,5,58542804,874,1.49292473247438e-05,1109207201,17614
Cairina moschata domestica,Z,58129904,625,1.07517810454323e-05,1109207201,17614
Cairina moschata domestica,7,37958812,552,1.4542077871141e-05,1109207201,17614
Cairina moschata domestica,6,36378439,544,1.49539126733833e-05,1109207201,17614
Cairina moschata domestica,8,32135176,566,1.76130978713171e-05,1109207201,17614
Cairina moschata domestica,9,24761136,484,1.95467606978937e-05,1109207201,17614
Cairina moschata domestica,11,21927962,440,2.00657042364448e-05,1109207201,17614
Cairina moschata domestica,13,20846689,356,1.70770523798767e-05,1109207201,17614
Cairina moschata domestica,12,18946492,336,1.77341536364621e-05,1109207201,17614
Cairina moschata domestica,10,17656320,347,1.96530194287371e-05,1109207201,17614
Cairina moschata domestica,14,17081835,344,2.01383516466469e-05,1109207201,17614
Cairina moschata domestica,15,16665718,440,2.64015027735379e-05,1109207201,17614
Cairina moschata domestica,16,13614650,386,2.83518122022968e-05,1109207201,17614
Cairina moschata domestica,19,11640300,322,2.76625172890733e-05,1109207201,17614
Cairina moschata domestica,21,11568491,301,2.60189509591182e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000008.1,11205378,125,1.11553577219796e-05,1109207201,17614
Cairina moschata domestica,20,11134891,308,2.76608006310973e-05,1109207201,17614
Cairina moschata domestica,18,10034176,253,2.52138292172671e-05,1109207201,17614
Cairina moschata domestica,22,8305072,260,3.13061704943678e-05,1109207201,17614
Cairina moschata domestica,24,7617884,272,3.5705453115327e-05,1109207201,17614
Cairina moschata domestica,25,7454803,192,2.57552077499566e-05,1109207201,17614
Cairina moschata domestica,27,6710448,293,4.36632546739055e-05,1109207201,17614
Cairina moschata domestica,29,5143119,303,5.8913666979123e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000040.1,4944500,100,2.0224491859642e-05,1109207201,17614
Cairina moschata domestica,23,3997926,108,2.70140067625064e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000061.1,3751245,156,4.15861933837966e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000073.1,3415690,18,5.26979907427196e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000081.1,3140923,138,4.39361296026678e-05,1109207201,17614
Cairina moschata domestica,28,3122231,191,6.11742052397789e-05,1109207201,17614
Cairina moschata domestica,26,2721038,253,9.29792233699052e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000107.1,2507401,24,9.57166404575894e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000108.1,2476449,20,8.07607990311935e-06,1109207201,17614
Cairina moschata domestica,QZEJ01003701.1,2305420,36,1.56153759401758e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000118.1,2272960,29,1.27586935097846e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000120.1,2253123,12,5.3259409273262e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000125.1,2221329,102,4.59184569237605e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000126.1,2215974,34,1.53431403076029e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000130.1,2165003,6,2.77135874638511e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000131.1,2164043,29,1.34008427743811e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000134.1,2133075,12,5.62568123483703e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000144.1,2054023,22,1.07106882444841e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000152.1,1998149,12,6.00555814406233e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000156.1,1938179,26,1.34146536517009e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000163.1,1898531,21,1.10611836203886e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000164.1,1870867,2,1.06902307860473e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000169.1,1840916,15,8.14811756755876e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000227.1,1833073,22,1.20017042420024e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000182.1,1743612,52,2.98231487280427e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000199.1,1629683,9,5.52254640933237e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000367.1,1614370,15,9.29155026418975e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000205.1,1579682,4,2.53215520592119e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000206.1,1570085,5,3.18454096434269e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000217.1,1519077,13,8.55782820752339e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000225.1,1494824,3,2.00692522999363e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000240.1,1417547,15,1.05816597262736e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000246.1,1381653,6,4.34262437819047e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000248.1,1380989,5,3.62059364701674e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000250.1,1370010,11,8.0291384734418e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000357.1,1364680,20,1.46554503619896e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000253.1,1363195,10,7.33570765737844e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000254.1,1361068,11,8.08188863451349e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000326.1,1323172,59,4.45898190106804e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000395.1,1265796,63,4.97710531554848e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000274.1,1258966,3,2.38290787837003e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000296.1,1137613,21,1.84597046623061e-05,1109207201,17614
Cairina moschata domestica,QZEJ01000308.1,1091279,3,2.7490678369143e-06,1109207201,17614
Cairina moschata domestica,QZEJ01000444.1,1088262,6,5.51337821223198e-06,1109207201,17614
