species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Macaca mulatta,1,223616942,1815,8.11655853875329e-06,2971314966,20422
Macaca mulatta,2,196197964,1052,5.3619312787568e-06,2971314966,20422
Macaca mulatta,5,187317192,862,4.60181999738711e-06,2971314966,20422
Macaca mulatta,3,185288947,1212,6.54113491184123e-06,2971314966,20422
Macaca mulatta,6,179085566,995,5.55600332413166e-06,2971314966,20422
Macaca mulatta,4,169963040,1021,6.00718838636918e-06,2971314966,20422
Macaca mulatta,7,169868564,1620,9.53678515820031e-06,2971314966,20422
Macaca mulatta,X,153388924,1040,6.78015056680364e-06,2971314966,20422
Macaca mulatta,8,145679320,804,5.51897139552821e-06,2971314966,20422
Macaca mulatta,9,134124166,888,6.62073082340732e-06,2971314966,20422
Macaca mulatta,11,133066086,972,7.30464109389976e-06,2971314966,20422
Macaca mulatta,12,130043856,723,5.55966288787992e-06,2971314966,20422
Macaca mulatta,14,128056306,961,7.50451133581817e-06,2971314966,20422
Macaca mulatta,15,113283604,762,6.72648091245402e-06,2971314966,20422
Macaca mulatta,13,108737130,757,6.9617434265554e-06,2971314966,20422
Macaca mulatta,10,99517758,901,9.05366055372751e-06,2971314966,20422
Macaca mulatta,17,95433459,454,4.75724137799511e-06,2971314966,20422
Macaca mulatta,16,79627064,935,1.17422387945887e-05,2971314966,20422
Macaca mulatta,20,77137495,698,9.0487771219431e-06,2971314966,20422
Macaca mulatta,18,74474043,424,5.69325879085146e-06,2971314966,20422
Macaca mulatta,19,58315233,884,1.51589894187682e-05,2971314966,20422
Macaca mulatta,Y,11753682,62,5.2749427796328e-06,2971314966,20422
Macaca mulatta,QNVO02000334.1,1229889,3,2.43924451718814e-06,2971314966,20422
Macaca mulatta,ML143124.1,1117261,6,5.37027605904082e-06,2971314966,20422
Macaca mulatta,ML143121.1,1005795,5,4.9711919426921e-06,2971314966,20422
Macaca mulatta,ML143119.1,862827,2,2.31796176985653e-06,2971314966,20422
Macaca mulatta,ML143120.1,823856,8,9.71043483327183e-06,2971314966,20422
Macaca mulatta,ML143117.1,738392,11,1.48972361564047e-05,2971314966,20422
Macaca mulatta,ML143118.1,669983,5,7.46287592371747e-06,2971314966,20422
Macaca mulatta,ML143123.1,539197,5,9.27304862601239e-06,2971314966,20422
