species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Oryzias javanicus,3,40760599,995,2.44108287024928e-05,809679899,24179
Oryzias javanicus,5,39177714,1144,2.92002744213202e-05,809679899,24179
Oryzias javanicus,13,38146861,1045,2.7394128182657e-05,809679899,24179
Oryzias javanicus,1,37508772,1235,3.29256313696434e-05,809679899,24179
Oryzias javanicus,17,37309962,1185,3.17609543531564e-05,809679899,24179
Oryzias javanicus,14,36464386,1011,2.77256828073288e-05,809679899,24179
Oryzias javanicus,4,36170682,1050,2.90290351727402e-05,809679899,24179
Oryzias javanicus,6,36025297,1124,3.12002979461904e-05,809679899,24179
Oryzias javanicus,16,35820565,1185,3.30815552462671e-05,809679899,24179
Oryzias javanicus,9,35757511,1152,3.2217007498089e-05,809679899,24179
Oryzias javanicus,7,35390520,1146,3.23815530260646e-05,809679899,24179
Oryzias javanicus,10,34419004,905,2.62936138419345e-05,809679899,24179
Oryzias javanicus,15,33537597,870,2.5941035668119e-05,809679899,24179
Oryzias javanicus,11,33176338,970,2.92377054996245e-05,809679899,24179
Oryzias javanicus,21,31317902,863,2.75561242895517e-05,809679899,24179
Oryzias javanicus,12,30802167,889,2.8861605743518e-05,809679899,24179
Oryzias javanicus,20,28842939,674,2.33679376432478e-05,809679899,24179
Oryzias javanicus,18,28216754,902,3.19668236821287e-05,809679899,24179
Oryzias javanicus,22,28195172,885,3.13883525874572e-05,809679899,24179
Oryzias javanicus,8,28194546,1194,4.23486159344435e-05,809679899,24179
Oryzias javanicus,19,27648935,978,3.53720676763861e-05,809679899,24179
Oryzias javanicus,2,26525493,728,2.74452957387069e-05,809679899,24179
Oryzias javanicus,23,26028244,650,2.49728717772893e-05,809679899,24179
Oryzias javanicus,24,25721961,849,3.30068146825975e-05,809679899,24179
Oryzias javanicus,ML136641.1,906419,24,2.64778209635941e-05,809679899,24179
Oryzias javanicus,ML136642.1,849641,13,1.53005798919779e-05,809679899,24179
Oryzias javanicus,ML136653.1,640251,9,1.4056987025401e-05,809679899,24179
Oryzias javanicus,ML136649.1,622410,24,3.85597917771244e-05,809679899,24179
Oryzias javanicus,ML136650.1,363821,5,1.37430219805894e-05,809679899,24179
Oryzias javanicus,ML136643.1,345911,23,6.64910916391789e-05,809679899,24179
Oryzias javanicus,ML136646.1,340314,5,1.46923135692331e-05,809679899,24179
Oryzias javanicus,ML136644.1,332807,8,2.40379559324173e-05,809679899,24179
Oryzias javanicus,ML136645.1,304269,5,1.64328275309019e-05,809679899,24179
Oryzias javanicus,ML136647.1,289472,8,2.76365244306876e-05,809679899,24179
Oryzias javanicus,ML136655.1,281519,9,3.19694230229576e-05,809679899,24179
Oryzias javanicus,ML136648.1,271594,34,0.000125186859798081,809679899,24179
Oryzias javanicus,ML136651.1,255959,7,2.73481299739411e-05,809679899,24179
Oryzias javanicus,ML136652.1,243154,17,6.99145397566974e-05,809679899,24179
Oryzias javanicus,ML136654.1,225898,6,2.65606601209395e-05,809679899,24179
Oryzias javanicus,ML136656.1,218378,11,5.03713744058467e-05,809679899,24179
Oryzias javanicus,ML136675.1,208992,3,1.43546164446486e-05,809679899,24179
Oryzias javanicus,ML136657.1,203894,27,0.000132421748555622,809679899,24179
Oryzias javanicus,ML136658.1,200204,2,9.98981039339873e-06,809679899,24179
Oryzias javanicus,ML136659.1,189851,12,6.32074626944288e-05,809679899,24179
Oryzias javanicus,ML136660.1,188074,12,6.38046726288589e-05,809679899,24179
Oryzias javanicus,ML136661.1,182784,2,1.09418767507003e-05,809679899,24179
Oryzias javanicus,ML136662.1,168218,3,1.78340011175974e-05,809679899,24179
Oryzias javanicus,ML136663.1,154476,4,2.58939900049199e-05,809679899,24179
