species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Lynx canadensis,A1,240012660,1541,6.42049465224043e-06,2408883772,22832
Lynx canadensis,C1,220954660,2100,9.5042123121549e-06,2408883772,22832
Lynx canadensis,B1,205980852,1228,5.96171919902535e-06,2408883772,22832
Lynx canadensis,A2,168988343,1818,1.07581385066306e-05,2408883772,22832
Lynx canadensis,C2,158927374,1082,6.80814118277698e-06,2408883772,22832
Lynx canadensis,B2,152753185,1293,8.46463528731005e-06,2408883772,22832
Lynx canadensis,B3,146106016,1586,1.08551313862394e-05,2408883772,22832
Lynx canadensis,B4,141311636,1391,9.84349229386885e-06,2408883772,22832
Lynx canadensis,A3,139831168,1313,9.38989510550323e-06,2408883772,22832
Lynx canadensis,X,122081366,886,7.25745483549062e-06,2408883772,22832
Lynx canadensis,D1,115715915,1583,1.3680054295038e-05,2408883772,22832
Lynx canadensis,D3,93448339,800,8.56087982473396e-06,2408883772,22832
Lynx canadensis,D4,93445709,902,9.65266366591536e-06,2408883772,22832
Lynx canadensis,D2,87252839,718,8.22895860156482e-06,2408883772,22832
Lynx canadensis,F2,83270606,509,6.11260112602039e-06,2408883772,22832
Lynx canadensis,F1,69073222,770,1.11475905959621e-05,2408883772,22832
Lynx canadensis,E2,61563313,1228,1.99469447006531e-05,2408883772,22832
Lynx canadensis,E1,60670153,1233,2.03230079212096e-05,2408883772,22832
Lynx canadensis,E3,41050830,744,1.81238722822413e-05,2408883772,22832
Lynx canadensis,VHLE01000016.1,1097615,19,1.73102590616929e-05,2408883772,22832
Lynx canadensis,VHLE01000017.1,995025,13,1.30649983668752e-05,2408883772,22832
Lynx canadensis,VHLE01000014.1,929516,8,8.60662968684778e-06,2408883772,22832
Lynx canadensis,VHLE01000019.1,559481,30,5.36211238630088e-05,2408883772,22832
Lynx canadensis,VHLE01000020.1,523057,7,1.33828626707988e-05,2408883772,22832
Lynx canadensis,VHLE01000021.1,377132,7,1.8561140396466e-05,2408883772,22832
Lynx canadensis,VHLE01000022.1,253129,2,7.90110971085889e-06,2408883772,22832
Lynx canadensis,VHLE01000023.1,97538,6,6.15144866616088e-05,2408883772,22832
Lynx canadensis,VHLE01000025.1,93660,2,2.13538330130258e-05,2408883772,22832
Lynx canadensis,VHLE01000029.1,68325,3,4.39077936333699e-05,2408883772,22832
Lynx canadensis,VHLE01000031.1,51901,3,5.78023544825726e-05,2408883772,22832
