species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Poecilia latipinna,KQ545315.1,1881953,48,2.55054191045154e-05,815144743,24034
Poecilia latipinna,KQ545369.1,1647675,61,3.70218641418969e-05,815144743,24034
Poecilia latipinna,KQ545352.1,1427864,54,3.78187278340234e-05,815144743,24034
Poecilia latipinna,KQ545552.1,1401365,49,3.49659082394665e-05,815144743,24034
Poecilia latipinna,KQ545316.1,1396979,22,1.57482682273678e-05,815144743,24034
Poecilia latipinna,KQ545323.1,1383171,54,3.9040725983989e-05,815144743,24034
Poecilia latipinna,KQ545330.1,1325450,45,3.39507337130786e-05,815144743,24034
Poecilia latipinna,KQ545318.1,1291530,28,2.16797132083653e-05,815144743,24034
Poecilia latipinna,KQ545376.1,1270702,29,2.28220306570699e-05,815144743,24034
Poecilia latipinna,KQ545351.1,1258643,43,3.41637779735795e-05,815144743,24034
Poecilia latipinna,KQ545317.1,1237767,22,1.77739429149428e-05,815144743,24034
Poecilia latipinna,KQ545322.1,1193051,47,3.93947953608018e-05,815144743,24034
Poecilia latipinna,KQ545372.1,1141134,30,2.62896382019991e-05,815144743,24034
Poecilia latipinna,KQ545419.1,1130614,60,5.30685096770427e-05,815144743,24034
Poecilia latipinna,KQ545567.1,1113632,31,2.78368437688572e-05,815144743,24034
Poecilia latipinna,KQ545339.1,1099291,35,3.18387033096787e-05,815144743,24034
Poecilia latipinna,KQ545347.1,1048458,31,2.95672311146465e-05,815144743,24034
Poecilia latipinna,KQ545319.1,1028276,42,4.08450649436533e-05,815144743,24034
Poecilia latipinna,KQ545418.1,1008515,25,2.47889223263908e-05,815144743,24034
Poecilia latipinna,KQ545422.1,1001912,13,1.29751914339782e-05,815144743,24034
Poecilia latipinna,KQ545396.1,985980,31,3.14408000162275e-05,815144743,24034
Poecilia latipinna,KQ545451.1,981629,23,2.34304406247167e-05,815144743,24034
Poecilia latipinna,KQ545320.1,958525,22,2.29519313528599e-05,815144743,24034
Poecilia latipinna,KQ545321.1,956344,6,6.2738930761316e-06,815144743,24034
Poecilia latipinna,KQ545472.1,938089,26,2.77159203444449e-05,815144743,24034
Poecilia latipinna,KQ545326.1,920879,38,4.1264921884417e-05,815144743,24034
Poecilia latipinna,KQ545328.1,919546,12,1.30499181117638e-05,815144743,24034
Poecilia latipinna,KQ545780.1,913222,37,4.05158877030996e-05,815144743,24034
Poecilia latipinna,KQ545357.1,907409,40,4.40815552854336e-05,815144743,24034
Poecilia latipinna,KQ545717.1,904103,24,2.65456480069196e-05,815144743,24034
Poecilia latipinna,KQ545353.1,903788,15,1.65968125268315e-05,815144743,24034
Poecilia latipinna,KQ545329.1,898797,47,5.22921193550935e-05,815144743,24034
Poecilia latipinna,KQ545324.1,895599,20,2.23314228801059e-05,815144743,24034
Poecilia latipinna,KQ545512.1,885451,12,1.35524156616233e-05,815144743,24034
Poecilia latipinna,KQ545325.1,880431,27,3.06667984203191e-05,815144743,24034
Poecilia latipinna,KQ545327.1,872701,39,4.46888453204477e-05,815144743,24034
Poecilia latipinna,KQ545411.1,870298,29,3.33219196183376e-05,815144743,24034
Poecilia latipinna,KQ545763.1,861681,23,2.66920124732935e-05,815144743,24034
Poecilia latipinna,KQ545623.1,850488,20,2.35159108652915e-05,815144743,24034
Poecilia latipinna,KQ545331.1,828181,30,3.62239655341043e-05,815144743,24034
Poecilia latipinna,KQ545513.1,825449,39,4.72470134435925e-05,815144743,24034
Poecilia latipinna,KQ545332.1,819632,16,1.95209557459933e-05,815144743,24034
Poecilia latipinna,KQ545333.1,819473,24,2.9287115011721e-05,815144743,24034
Poecilia latipinna,KQ545467.1,817774,21,2.5679466454057e-05,815144743,24034
Poecilia latipinna,KQ545450.1,815987,6,7.35305832078207e-06,815144743,24034
Poecilia latipinna,KQ545334.1,812734,15,1.84562230692945e-05,815144743,24034
