species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Astyanax mexicanus,3,74127438,1583,2.13551154971793e-05,1335239194,27420
Astyanax mexicanus,6,52532229,1030,1.96070111549997e-05,1335239194,27420
Astyanax mexicanus,24,47266144,896,1.89564860632591e-05,1335239194,27420
Astyanax mexicanus,25,46505145,917,1.97182483787547e-05,1335239194,27420
Astyanax mexicanus,13,44161018,918,2.07875642721823e-05,1335239194,27420
Astyanax mexicanus,9,42966623,871,2.02715489183313e-05,1335239194,27420
Astyanax mexicanus,18,41377133,720,1.74009156216793e-05,1335239194,27420
Astyanax mexicanus,16,41032606,994,2.42246373530358e-05,1335239194,27420
Astyanax mexicanus,7,40813162,667,1.63427670710738e-05,1335239194,27420
Astyanax mexicanus,5,40584741,761,1.87508896508666e-05,1335239194,27420
Astyanax mexicanus,14,38842236,916,2.3582576451057e-05,1335239194,27420
Astyanax mexicanus,23,38085671,704,1.84846421637156e-05,1335239194,27420
Astyanax mexicanus,20,36262418,823,2.26956735207233e-05,1335239194,27420
Astyanax mexicanus,15,35718434,778,2.17814700386921e-05,1335239194,27420
Astyanax mexicanus,19,35429340,673,1.89955556609296e-05,1335239194,27420
Astyanax mexicanus,10,35377769,683,1.93059093127099e-05,1335239194,27420
Astyanax mexicanus,2,34292151,683,1.99170941478707e-05,1335239194,27420
Astyanax mexicanus,22,32506130,676,2.07960775398363e-05,1335239194,27420
Astyanax mexicanus,12,31403898,683,2.1748892446409e-05,1335239194,27420
Astyanax mexicanus,17,28317440,638,2.2530285223523e-05,1335239194,27420
Astyanax mexicanus,8,27092187,610,2.25157164314568e-05,1335239194,27420
Astyanax mexicanus,1,26953843,580,2.15182673580164e-05,1335239194,27420
Astyanax mexicanus,4,25652880,558,2.17519436414157e-05,1335239194,27420
Astyanax mexicanus,21,21661149,409,1.88817315277227e-05,1335239194,27420
Astyanax mexicanus,11,11650534,305,2.61790575436285e-05,1335239194,27420
Astyanax mexicanus,APWO02000027.1,11639689,227,1.95022392780426e-05,1335239194,27420
Astyanax mexicanus,APWO02000101.1,7444975,122,1.63868918297241e-05,1335239194,27420
Astyanax mexicanus,APWO02000032.1,7215798,78,1.08096152359032e-05,1335239194,27420
Astyanax mexicanus,APWO02000029.1,7160597,101,1.41049691806423e-05,1335239194,27420
Astyanax mexicanus,APWO02000034.1,7114648,156,2.19265942601798e-05,1335239194,27420
Astyanax mexicanus,APWO02000139.1,7081347,158,2.23121392017649e-05,1335239194,27420
Astyanax mexicanus,APWO02000046.1,5964967,107,1.79380707386981e-05,1335239194,27420
Astyanax mexicanus,APWO02000048.1,5891159,63,1.06939907749901e-05,1335239194,27420
Astyanax mexicanus,APWO02000051.1,5216712,113,2.16611536155341e-05,1335239194,27420
Astyanax mexicanus,APWO02000113.1,4686185,94,2.00589605403969e-05,1335239194,27420
Astyanax mexicanus,APWO02000039.1,4674723,68,1.45463164341502e-05,1335239194,27420
Astyanax mexicanus,APWO02000081.1,4558321,60,1.31627412812744e-05,1335239194,27420
Astyanax mexicanus,APWO02000037.1,4505412,76,1.68686015840505e-05,1335239194,27420
Astyanax mexicanus,APWO02000047.1,4167072,52,1.24787860636917e-05,1335239194,27420
Astyanax mexicanus,APWO02000070.1,3581226,24,6.70161559197884e-06,1335239194,27420
Astyanax mexicanus,APWO02000067.1,3184142,54,1.6959042655761e-05,1335239194,27420
Astyanax mexicanus,APWO02000117.1,3115925,53,1.70093952839045e-05,1335239194,27420
Astyanax mexicanus,APWO02000962.1,3041676,44,1.44657090367284e-05,1335239194,27420
Astyanax mexicanus,APWO02000063.1,2857828,52,1.81956366863226e-05,1335239194,27420
Astyanax mexicanus,APWO02000044.1,2834636,28,9.87781147209024e-06,1335239194,27420
Astyanax mexicanus,APWO02000038.1,2762905,48,1.73730186162753e-05,1335239194,27420
Astyanax mexicanus,APWO02000033.1,2637575,63,2.38855767134584e-05,1335239194,27420
Astyanax mexicanus,APWO02000109.1,2535782,84,3.31258759625236e-05,1335239194,27420
Astyanax mexicanus,APWO02000036.1,2533676,58,2.28916404465291e-05,1335239194,27420
Astyanax mexicanus,APWO02000144.1,2430358,23,9.46362634640658e-06,1335239194,27420
