species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Bos grunniens,1,172394104,1136,6.5895525058096e-06,2832776395,26924
Bos grunniens,2,150292554,1164,7.74489466723681e-06,2832776395,26924
Bos grunniens,X,136336377,1061,7.78222234847857e-06,2832776395,26924
Bos grunniens,3,132314468,1557,1.17674206270474e-05,2832776395,26924
Bos grunniens,4,130906049,966,7.37933813891213e-06,2832776395,26924
Bos grunniens,5,129744616,1458,1.12374605201344e-05,2832776395,26924
Bos grunniens,6,128857574,764,5.92902672527422e-06,2832776395,26924
Bos grunniens,7,124231334,944,7.59872706510581e-06,2832776395,26924
Bos grunniens,8,120916904,1568,1.29675830932621e-05,2832776395,26924
Bos grunniens,9,118901860,1153,9.69707286328406e-06,2832776395,26924
Bos grunniens,10,114386978,646,5.64749599381846e-06,2832776395,26924
Bos grunniens,11,96155913,951,9.89018740844362e-06,2832776395,26924
Bos grunniens,12,92118950,941,1.02150534716255e-05,2832776395,26924
Bos grunniens,13,90184876,1030,1.14209837134998e-05,2832776395,26924
Bos grunniens,14,89190698,822,9.21620772605681e-06,2832776395,26924
Bos grunniens,15,85772466,493,5.74776525604382e-06,2832776395,26924
Bos grunniens,16,81269117,758,9.32703624674549e-06,2832776395,26924
Bos grunniens,17,77378949,754,9.74425227719234e-06,2832776395,26924
Bos grunniens,18,75871366,544,7.1700303906483e-06,2832776395,26924
Bos grunniens,19,72317570,1465,2.02578709433959e-05,2832776395,26924
Bos grunniens,20,71407976,1451,2.03198589468493e-05,2832776395,26924
Bos grunniens,21,68964392,411,5.95959723678852e-06,2832776395,26924
Bos grunniens,22,66286744,680,1.02584613297645e-05,2832776395,26924
Bos grunniens,23,60845766,332,5.45641910400142e-06,2832776395,26924
Bos grunniens,24,57701545,837,1.45056774476316e-05,2832776395,26924
Bos grunniens,25,57396858,494,8.60674289871407e-06,2832776395,26924
Bos grunniens,27,50808821,384,7.55774277856201e-06,2832776395,26924
Bos grunniens,28,49703996,328,6.59906700459255e-06,2832776395,26924
Bos grunniens,26,48019877,852,1.77426526935919e-05,2832776395,26924
Bos grunniens,29,46153303,663,1.43651690540978e-05,2832776395,26924
Bos grunniens,Y,26357969,197,7.47402047555333e-06,2832776395,26924
Bos grunniens,VBZB01000082.1,125980,3,2.38133036989998e-05,2832776395,26924
Bos grunniens,VBZB01000087.1,109985,3,2.72764467881984e-05,2832776395,26924
Bos grunniens,VBZB01000090.1,102662,13,0.000126629132493035,2832776395,26924
Bos grunniens,VBZB01000091.1,96304,5,5.19189234092042e-05,2832776395,26924
Bos grunniens,VBZB01000093.1,87779,3,3.41767393112248e-05,2832776395,26924
Bos grunniens,VBZB01000099.1,71772,10,0.000139330100874993,2832776395,26924
Bos grunniens,VBZB01000104.1,67458,4,5.92961546443713e-05,2832776395,26924
