species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Corvus moneduloides,1,165740467,1433,8.64604779953951e-06,1112734094,17237
Corvus moneduloides,2,123340174,1242,1.00697117550685e-05,1112734094,17237
Corvus moneduloides,3,122098567,1317,1.07863673780872e-05,1112734094,17237
Corvus moneduloides,Z,77816073,784,1.00750393816455e-05,1112734094,17237
Corvus moneduloides,4,74699841,978,1.30923973452634e-05,1112734094,17237
Corvus moneduloides,5,74461389,832,1.11735761469612e-05,1112734094,17237
Corvus moneduloides,6,63805600,992,1.55472246950111e-05,1112734094,17237
Corvus moneduloides,7,39609540,553,1.39612830646354e-05,1112734094,17237
Corvus moneduloides,8,37231433,586,1.57393888115991e-05,1112734094,17237
Corvus moneduloides,9,32877830,565,1.71848324539667e-05,1112734094,17237
Corvus moneduloides,10,28582475,499,1.74582502040149e-05,1112734094,17237
Corvus moneduloides,11,21791607,367,1.6841346303648e-05,1112734094,17237
Corvus moneduloides,W,21203907,100,4.71611198822934e-06,1112734094,17237
Corvus moneduloides,12,21200103,404,1.90565111877051e-05,1112734094,17237
Corvus moneduloides,13,20922009,436,2.08392989411294e-05,1112734094,17237
Corvus moneduloides,14,20680512,385,1.86165603636893e-05,1112734094,17237
Corvus moneduloides,15,19370643,405,2.0907927527238e-05,1112734094,17237
Corvus moneduloides,16,17823271,432,2.42379751730196e-05,1112734094,17237
Corvus moneduloides,17,15784260,417,2.64187234624873e-05,1112734094,17237
Corvus moneduloides,18,14829806,412,2.77818873692616e-05,1112734094,17237
Corvus moneduloides,19,12479413,356,2.85269827995916e-05,1112734094,17237
Corvus moneduloides,20,11258830,345,3.06426156181415e-05,1112734094,17237
Corvus moneduloides,21,11163919,312,2.79471751810453e-05,1112734094,17237
Corvus moneduloides,22,8050423,261,3.24206566536938e-05,1112734094,17237
Corvus moneduloides,23,7320952,264,3.60608838850466e-05,1112734094,17237
Corvus moneduloides,24,7308453,293,4.00905636254348e-05,1112734094,17237
Corvus moneduloides,25,6846114,185,2.70226291878867e-05,1112734094,17237
Corvus moneduloides,26,6151477,355,5.77097175198737e-05,1112734094,17237
Corvus moneduloides,27,5850513,238,4.0680193343729e-05,1112734094,17237
Corvus moneduloides,28,5795124,318,5.48737179739381e-05,1112734094,17237
Corvus moneduloides,29,3332324,306,9.18278054594931e-05,1112734094,17237
Corvus moneduloides,30,2735592,212,7.74969366776917e-05,1112734094,17237
Corvus moneduloides,31,1421766,95,6.68183090607034e-05,1112734094,17237
Corvus moneduloides,32,1184810,115,9.70619761818351e-05,1112734094,17237
Corvus moneduloides,33,1156330,29,2.50793458614755e-05,1112734094,17237
Corvus moneduloides,34,1064302,123,0.000115568701364838,1112734094,17237
Corvus moneduloides,WHPO01000038.1,731315,26,3.55523953426362e-05,1112734094,17237
Corvus moneduloides,WHPO01000034.1,491886,15,3.04948707627377e-05,1112734094,17237
Corvus moneduloides,WHPO01000041.1,357944,22,6.14621281541247e-05,1112734094,17237
Corvus moneduloides,WHPO01000039.1,299843,13,4.33560229853623e-05,1112734094,17237
Corvus moneduloides,WHPO01000043.1,281132,13,4.62416231521136e-05,1112734094,17237
Corvus moneduloides,WHPO01000040.1,257524,13,5.04807318929498e-05,1112734094,17237
Corvus moneduloides,WHPO01000042.1,236333,6,2.53879060478224e-05,1112734094,17237
Corvus moneduloides,WHPO01000045.1,233436,6,2.57029764046677e-05,1112734094,17237
Corvus moneduloides,WHPO01000046.1,208299,27,0.000129621361600392,1112734094,17237
Corvus moneduloides,WHPO01000047.1,169415,4,2.36106602130862e-05,1112734094,17237
Corvus moneduloides,WHPO01000048.1,163736,23,0.000140470024918161,1112734094,17237
Corvus moneduloides,WHPO01000049.1,152246,4,2.62732682632056e-05,1112734094,17237
Corvus moneduloides,WHPO01000050.1,145865,9,6.1700887807219e-05,1112734094,17237
Corvus moneduloides,WHPO01000051.1,145028,12,8.2742642800011e-05,1112734094,17237
Corvus moneduloides,WHPO01000052.1,136298,3,2.2010594432787e-05,1112734094,17237
Corvus moneduloides,WHPO01000044.1,121934,6,4.92069480210606e-05,1112734094,17237
Corvus moneduloides,WHPO01000053.1,112326,10,8.90265833377847e-05,1112734094,17237
Corvus moneduloides,WHPO01000054.1,94345,9,9.53945625099369e-05,1112734094,17237
Corvus moneduloides,WHPO01000055.1,76014,2,2.63109427210777e-05,1112734094,17237
Corvus moneduloides,WHPO01000056.1,74117,2,2.69843625618954e-05,1112734094,17237
Corvus moneduloides,WHPO01000059.1,65715,12,0.000182606710796622,1112734094,17237
Corvus moneduloides,WHPO01000061.1,60406,5,8.27732344469093e-05,1112734094,17237
Corvus moneduloides,WHPO01000064.1,51725,3,5.79990333494442e-05,1112734094,17237
Corvus moneduloides,WHPO01000065.1,50156,2,3.98755881649254e-05,1112734094,17237
Corvus moneduloides,WHPO01000067.1,39145,7,0.000178822327244859,1112734094,17237
Corvus moneduloides,WHPO01000068.1,38868,2,5.14562107646393e-05,1112734094,17237
Corvus moneduloides,WHPO01000070.1,31357,2,6.37816117613292e-05,1112734094,17237
Corvus moneduloides,WHPO01000071.1,30817,2,6.48992439238083e-05,1112734094,17237
Corvus moneduloides,WHPO01000073.1,27921,3,0.000107446008380789,1112734094,17237
Corvus moneduloides,WHPO01000077.1,24147,3,0.000124239035905081,1112734094,17237
Corvus moneduloides,WHPO01000078.1,23939,2,8.35456785997744e-05,1112734094,17237
Corvus moneduloides,WHPO01000080.1,22711,2,8.80630531460526e-05,1112734094,17237
