species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Cottoperca gobio,5,30479438,1183,3.88130516054791e-05,609391784,24764
Cottoperca gobio,9,30072547,1190,3.95709748163333e-05,609391784,24764
Cottoperca gobio,3,30028995,936,3.11698743164731e-05,609391784,24764
Cottoperca gobio,4,28949045,1058,3.65469741747958e-05,609391784,24764
Cottoperca gobio,13,27742916,994,3.58289662124919e-05,609391784,24764
Cottoperca gobio,6,27680345,1156,4.17624852580414e-05,609391784,24764
Cottoperca gobio,10,27438269,914,3.33111392704839e-05,609391784,24764
Cottoperca gobio,1,27055867,1204,4.45005144355566e-05,609391784,24764
Cottoperca gobio,16,26581398,1123,4.22475898370733e-05,609391784,24764
Cottoperca gobio,14,25704503,1006,3.91371115014362e-05,609391784,24764
Cottoperca gobio,17,25156145,1107,4.40051526177799e-05,609391784,24764
Cottoperca gobio,15,24963210,950,3.80560032143302e-05,609391784,24764
Cottoperca gobio,21,24104793,906,3.7585885927334e-05,609391784,24764
Cottoperca gobio,8,23432536,1216,5.18936576049643e-05,609391784,24764
Cottoperca gobio,7,23069680,1000,4.33469384924282e-05,609391784,24764
Cottoperca gobio,12,22902521,866,3.78124312166333e-05,609391784,24764
Cottoperca gobio,22,22609112,977,4.32126657606013e-05,609391784,24764
Cottoperca gobio,24,22441820,1010,4.50052624965355e-05,609391784,24764
Cottoperca gobio,11,22193419,975,4.39319421671803e-05,609391784,24764
Cottoperca gobio,19,21060126,912,4.33045842175873e-05,609391784,24764
Cottoperca gobio,20,17599799,613,3.48299432283289e-05,609391784,24764
Cottoperca gobio,23,15932363,533,3.34539201749295e-05,609391784,24764
Cottoperca gobio,18,14930383,670,4.48749372336932e-05,609391784,24764
Cottoperca gobio,2,12923129,600,4.6428384333237e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000140.1,1172307,45,3.83858494404623e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000280.1,806285,32,3.96881995820337e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000226.1,803058,35,4.35834024441572e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000282.1,778149,50,6.42550462700588e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000014.1,707491,22,3.10958019253955e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000059.1,676065,15,2.21872157262985e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000089.1,623917,27,4.32749868972956e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000086.1,554085,17,3.06812131712643e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000035.1,549575,23,4.18505208570259e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000158.1,546009,21,3.84609044905853e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000052.1,503677,19,3.77225880872067e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000083.1,468600,23,4.9082373026035e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000032.1,445260,32,7.18681219961371e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000003.1,433245,17,3.92387679026879e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000108.1,397345,2,5.03340925392291e-06,609391784,24764
Cottoperca gobio,CAAAFJ010000122.1,362407,32,8.82985152052803e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000079.1,360989,26,7.20243553127658e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000143.1,357577,17,4.75422076923292e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000211.1,357099,6,1.68020632933724e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000130.1,342161,14,4.09164106955498e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000256.1,340063,20,5.88126317770531e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000054.1,333546,17,5.09674827460081e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000029.1,320233,16,4.99636202390135e-05,609391784,24764
Cottoperca gobio,CAAAFJ010000049.1,281212,20,7.11207203106553e-05,609391784,24764
