species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count
Panthera pardus,KV860272.1,84051066,728,8.66140115343689e-06,2578002243,25048
Panthera pardus,KV860273.1,60041133,353,5.87930277731435e-06,2578002243,25048
Panthera pardus,KV860274.1,56672525,405,7.14632002015086e-06,2578002243,25048
Panthera pardus,KV860275.1,46648546,276,5.91658312351258e-06,2578002243,25048
Panthera pardus,KV860276.1,45903626,484,1.05438293698193e-05,2578002243,25048
Panthera pardus,KV860277.1,45016768,331,7.35281573301753e-06,2578002243,25048
Panthera pardus,KV860278.1,42635238,287,6.7315210014777e-06,2578002243,25048
Panthera pardus,KV860279.1,41820603,459,1.09754515017395e-05,2578002243,25048
Panthera pardus,KV860280.1,38035322,250,6.57283774276973e-06,2578002243,25048
Panthera pardus,KV860281.1,37574898,276,7.34532932065444e-06,2578002243,25048
Panthera pardus,KV860282.1,36659245,169,4.61002401986184e-06,2578002243,25048
Panthera pardus,KV860283.1,36249422,320,8.82772696348096e-06,2578002243,25048
Panthera pardus,KV860284.1,35234357,331,9.39423983244536e-06,2578002243,25048
Panthera pardus,KV860285.1,35124889,400,1.13879363433718e-05,2578002243,25048
Panthera pardus,KV860286.1,33895179,236,6.96264209137235e-06,2578002243,25048
Panthera pardus,KV860287.1,32833667,282,8.58874520473147e-06,2578002243,25048
Panthera pardus,KV860288.1,30241141,264,8.72982934076462e-06,2578002243,25048
Panthera pardus,KV860289.1,30197870,308,1.01993948579817e-05,2578002243,25048
Panthera pardus,KV860290.1,29374346,171,5.8214062025415e-06,2578002243,25048
Panthera pardus,KV860291.1,29365729,118,4.01828948295477e-06,2578002243,25048
Panthera pardus,KV860292.1,29197815,173,5.92510090224217e-06,2578002243,25048
Panthera pardus,KV860293.1,28302130,240,8.47992712915954e-06,2578002243,25048
Panthera pardus,KV860294.1,26927757,213,7.91005355551894e-06,2578002243,25048
Panthera pardus,KV860295.1,26831910,274,1.02117217894663e-05,2578002243,25048
Panthera pardus,KV860296.1,26752705,180,6.72829158771048e-06,2578002243,25048
Panthera pardus,KV860297.1,26634289,152,5.70692913935116e-06,2578002243,25048
Panthera pardus,KV860298.1,26330038,286,1.08621187709642e-05,2578002243,25048
Panthera pardus,KV860299.1,26214627,274,1.04521799985939e-05,2578002243,25048
Panthera pardus,KV860300.1,26081832,275,1.05437378785355e-05,2578002243,25048
Panthera pardus,KV860301.1,25657408,245,9.54889909378219e-06,2578002243,25048
Panthera pardus,KV860302.1,24795140,313,1.26234415292674e-05,2578002243,25048
Panthera pardus,KV860303.1,24714486,227,9.1848966634386e-06,2578002243,25048
Panthera pardus,KV860304.1,24665171,336,1.3622447620574e-05,2578002243,25048
Panthera pardus,KV860305.1,24416738,238,9.74741179595735e-06,2578002243,25048
Panthera pardus,KV860306.1,24306813,134,5.51285765023987e-06,2578002243,25048
Panthera pardus,KV860307.1,24238919,184,7.59109760629177e-06,2578002243,25048
Panthera pardus,KV860308.1,22908331,135,5.89305261915414e-06,2578002243,25048
Panthera pardus,KV860309.1,22404193,342,1.5264999725721e-05,2578002243,25048
