"species","thrs","clade","class","order","family","chromnum.1n","chromnum.est","chromnum.source","chromnum.database","est.gnsz.Mb","est.gnsz.source","est.gnsz.database","asmblysize.Mb","rsq","name","size.Mb","genecount","genedens","prop.dna","age.dna","prop.line","age.line","prop.ltr","age.ltr","prop.sine","age.sine","prop.unknown","age.unknown","prop.others","age.others"
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"1",212.770937,1572,7.38822708667209,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"2",199.809881,1833,9.17372049283188,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"3",147.62792,1094,7.4105223456376,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"4",144.794249,1682,11.6164834695886,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"7",141.533052,1085,7.66605386281079,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"6",131.587389,1061,8.06308270164096,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"5",130.990914,1141,8.71052781569262,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"8",129.24572,1472,11.3891585732974,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"X",112.850221,868,7.69161098940161,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"10",110.580333,1174,10.6167160845862,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"11",110.513224,818,7.40182912408745,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"14",106.650358,925,8.67320107823736,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"9",103.688518,724,6.9824510366712,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"13",92.459488,1477,15.9745639084655,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"15",91.612352,771,8.41589570803727,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
"Ailuropoda melanoleuca",0.9,"Mammalia","Mammalia","Carnivora","Ursidae",21,NA,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2400,"Yang, H. (2010). Sequencing and analysis of the giant panda genome. Science China.Life Sciences, 53(8), 1047-1048. https://doi.org/10.1007/s11427-010-4046-9","",2444.060653,0.597725010616401,"16",91.341929,1380,15.1080671834728,0.0202265123573429,23,0.172554671048092,21,0.0403768056569585,25,0.0680462806010404,11,0.00378985848351612,11,0.000288477701702929,13
