"cutoff","response","group","n","beta","beta.lower","beta.upper","delta.aicc","w1","ci.signif","supported"
2,"rsq","All",107,0.506384437801863,-0.164840493489373,1.1776093690931,0.138673247885094,0.517327214729043,FALSE,FALSE
2,"rsq","Mammalia",49,0.752688295227064,-1.74113815893728,3.24651474939141,-1.88960179829257,0.279931604180409,FALSE,FALSE
2,"rsq","Actinopterygii",34,0.446758230063645,-0.646697295633875,1.54021375576117,-1.68484307313032,0.301025025642888,FALSE,FALSE
2,"rsq","Sauropsida",22,-0.725562260456985,-1.81426869809757,0.363144177183605,-0.672437452356512,0.416728285089632,FALSE,FALSE
2,"gini","All",107,0.575937652166881,0.427495347890376,0.724379956443385,45.7139306749985,0.999999999881601,TRUE,TRUE
2,"gini","Mammalia",49,0.484836832768593,-0.0585626628877471,1.02823632842493,0.976300541013615,0.619670586639365,FALSE,FALSE
2,"gini","Actinopterygii",34,0.147617506803753,-0.0161827539815299,0.311417767589036,0.991230570461283,0.621428355024008,FALSE,FALSE
2,"gini","Sauropsida",22,-0.0665787559930376,-0.310629561338728,0.177472049352653,-2.34838865430977,0.236097676886365,FALSE,FALSE
2,"cv","All",107,1.3829292381425,1.00491410985163,1.76094436643338,41.3482413562322,0.999999998949627,TRUE,TRUE
2,"cv","Mammalia",49,0.996785370998721,-0.534551687022168,2.52812242901961,-0.516565944540147,0.435785838390049,FALSE,FALSE
2,"cv","Actinopterygii",34,0.492212454298892,-0.0823029709940672,1.06672787959185,0.678059968129197,0.583954875241373,FALSE,FALSE
2,"cv","Sauropsida",22,-0.246154139216318,-0.686820026049535,0.194511747616898,-1.25677705920594,0.347876023559774,FALSE,FALSE
4,"rsq","All",107,0.12766294768688,-0.261492103829167,0.516817999202927,-1.68732659060213,0.300763813052906,FALSE,FALSE
4,"rsq","Mammalia",49,-0.752453003885588,-1.94447552418775,0.43956951641657,-0.619414574644601,0.42318618831971,FALSE,FALSE
4,"rsq","Actinopterygii",34,0.216676816749891,-0.478209339789262,0.911562973289043,-1.98695490546678,0.270225763063532,FALSE,FALSE
4,"rsq","Sauropsida",22,-0.594425275857052,-1.23782958039958,0.0489790286854797,1.04556352641429,0.627798005183018,FALSE,FALSE
4,"gini","All",107,0.334626921813735,0.249816564941613,0.419437278685856,47.0235115855709,0.999999999938486,TRUE,TRUE
4,"gini","Mammalia",49,0.0023000356542753,-0.269695769076849,0.274295840385399,-2.27216206101281,0.243040614930792,FALSE,FALSE
4,"gini","Actinopterygii",34,0.0849866342405748,-0.0195802754116059,0.189553543892756,0.381110975743042,0.547495240669963,FALSE,FALSE
4,"gini","Sauropsida",22,-0.0215310521845366,-0.172378557993632,0.129316453624558,-2.60445735117344,0.213790173448729,FALSE,FALSE
4,"cv","All",107,0.787549224507715,0.569241095105391,1.00585735391004,40.3568992335935,0.999999998275709,TRUE,TRUE
4,"cv","Mammalia",49,-0.016029272169609,-0.770931873703515,0.738873329364297,-2.27056146605601,0.243187877433773,FALSE,FALSE
4,"cv","Actinopterygii",34,0.314509654946028,-0.0486279207348136,0.677647230626869,0.742811459329751,0.591798608558166,FALSE,FALSE
4,"cv","Sauropsida",22,-0.211628428651214,-0.473475394929805,0.0502185376273767,0.22162263290285,0.527674516616461,FALSE,FALSE
6,"rsq","All",107,-3.43953211830032e-05,-0.315452679638191,0.315383888995825,-2.11762504571189,0.257536448512893,FALSE,FALSE
6,"rsq","Mammalia",49,-0.864565709252874,-1.54598731103375,-0.183144107472002,4.08835496091275,0.885357962116012,TRUE,TRUE
6,"rsq","Actinopterygii",34,0.341323411742314,-0.279129298586987,0.961776122071615,-1.10428542533346,0.365367426303228,FALSE,FALSE
6,"rsq","Sauropsida",22,-0.541830038770622,-1.02900977906433,-0.0546502984769173,2.54120837820183,0.780846157579151,TRUE,TRUE
6,"gini","All",107,0.250001346119632,0.178521291277086,0.321481400962179,38.2303073869109,0.999999995006625,TRUE,TRUE
6,"gini","Mammalia",49,-0.107196866164332,-0.267274499983736,0.0528807676550724,-0.415976932436791,0.448189522250101,FALSE,FALSE
6,"gini","Actinopterygii",34,0.0744815503848541,-0.0203523323072218,0.16931543307693,0.203099688994229,0.52536566652309,FALSE,FALSE
6,"gini","Sauropsida",22,-0.0151322284362638,-0.133352948657713,0.103088491785185,-2.62347421440539,0.212196308408518,FALSE,FALSE
6,"cv","All",107,0.57614926550559,0.391895563029806,0.760402967981374,31.2629535597755,0.99999983731938,TRUE,TRUE
6,"cv","Mammalia",49,-0.242986286450566,-0.690123533301899,0.204150960400767,-1.04202562359991,0.372615434928374,FALSE,FALSE
6,"cv","Actinopterygii",34,0.290568559547459,-0.0372166974208429,0.618353816515761,0.885942190055083,0.608966755058345,FALSE,FALSE
6,"cv","Sauropsida",22,-0.217981210548253,-0.412191187983915,-0.0237712331125909,2.62719319434663,0.78811437437863,TRUE,TRUE
8,"rsq","All",107,-0.0388069106454508,-0.322229969193535,0.244616147902634,-2.0425398863217,0.264780104827365,FALSE,FALSE
8,"rsq","Mammalia",49,-0.832062767293538,-1.38834536370372,-0.275780170883356,6.36021334856738,0.960078754810661,TRUE,TRUE
8,"rsq","Actinopterygii",34,0.411813325528953,-0.160577385372036,0.984204036429942,-0.204307368534785,0.474483764365949,FALSE,FALSE
8,"rsq","Sauropsida",22,-0.535499908761217,-0.955557933943987,-0.115441883578447,3.95875631990769,0.878614857989154,TRUE,TRUE
8,"gini","All",107,0.216395994031509,0.151082924586448,0.281709063476571,34.724603277561,0.999999971183038,TRUE,TRUE
8,"gini","Mammalia",49,-0.10585296917852,-0.23856945561186,0.0268635172548202,0.340699750405804,0.542484779355478,FALSE,FALSE
