"(Intercept)","age.norm","prop.norm","age.norm:prop.norm","dna","line","ltr","sine","others","unknown","df","logLik","AICc","delta","weight"
0.542761561644494,0.421352633570596,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,19.3640107093636,-34.455294146,0,0.257153945792393
0.554783704156705,0.35511616168263,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,19.0467538247774,-33.8207803768276,0.634513769172429,0.187245020984141
0.483428040900527,0.466717561017446,0.112293645930838,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,19.4920407707756,-32.4259420066674,2.02935213933261,0.0932234077952929
0.765388594304168,0.00515428783570382,-0.300879508072666,0.534144861150242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,20.6845238701852,-32.4166667879895,2.03862735801052,0.0927920749982669
0.553397185930971,0.474931321013857,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,18.0727830984838,-31.8728389242404,2.58245522175963,0.0707001224979537
0.532078449743853,0.36059281864737,0.031333792327304,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,19.1445750366182,-31.7310105383527,2.72428360764734,0.0658601208962357
0.442806404314552,0.554375054186788,0.15140915037646,-0.163721601102511,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,19.5523620357412,-30.1523431191014,4.30295102689857,0.0299101953229285
0.531745486230939,0.498568995679286,0.0447468471442866,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,18.0891147344691,-29.6200899340546,4.83520421194543,0.0229214421398157
0.610028590091847,0.274936339533248,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,15.9258105322652,-27.5788937918031,6.8764003541969,0.00826041426420497
0.635256007846999,0.24487468360582,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,15.9170489007536,-27.5613705287799,6.89392361722014,0.00818835569457707
0.523259260258662,0.521986026009487,0.060661300490776,-0.0574557558976974,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,18.0935647043919,-27.2347484564029,7.22054568959711,0.00695459137968122
0.864488555101925,NA,-0.326328378412495,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,15.3923478001796,-26.5119683276319,7.94332581836812,0.00484531378155806
0.670034143144671,0.218588230193956,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,15.3105749325448,-26.3484225923623,8.10687155363769,0.00446486571838489
0.793871987049611,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
0.793871987049611,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,14.1492025170123,-26.2095161451357,8.2457780008643,0.00416529006225849
