"response","clade","model","num.models","estimate","importance","lower","upper","num.dropped","dropped.species"
"rsq","All","prop.dna",1645,0.20942398692662,0.662687857566327,-0.0486193454788381,0.467467319332079,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.dna",1645,0.0671881194709883,0.486018019931371,-0.129351173244384,0.26372741218636,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","prop.line",1645,-0.0216478910307513,0.28543539666436,-0.244333793201361,0.201038011139858,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.line",1645,0.226816961694709,0.931013248961893,0.0458532531967522,0.407780670192666,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","prop.ltr",1645,0.757045248199017,0.819833719057644,0.0655872840875894,1.44850321231044,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.ltr",1645,0.195151770968378,0.83008942494775,-0.0743036859010314,0.464607227837787,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","prop.sine",1645,-0.393886115140771,0.88542160409113,-0.723481957155755,-0.0642902731257866,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.sine",1645,0.154743999693593,0.998229980479842,-0.0617076105327998,0.371195609919986,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","prop.unknown",1645,0.061724956960528,0.470674916663301,-0.384067940368373,0.507517854289429,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.unknown",1645,-0.217730703510932,0.929656701714661,-0.417693457335001,-0.0177679496868622,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","prop.others",1645,-0.0417471256081932,0.219226731818024,-0.355444315744337,0.27195006452795,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
"rsq","All","age.others",1645,-0.0478578473567615,0.24779317145914,-0.21253305366284,0.116817358949317,11,"aquila_chrysaetos_chrysaetos;suricata_suricatta;scophthalmus_maximus;capra_hircus;bos_grunniens;tetraodon_nigroviridis;mus_musculus;camelus_dromedarius;ornithorhynchus_anatinus;gorilla_gorilla;rhinolophus_ferrumequinum"
