"(Intercept)","age.norm","prop.norm","age.norm:prop.norm","dna","line","ltr","sine","others","unknown","df","logLik","AICc","delta","weight"
0.646762479964057,0.40075666105418,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,25.9219070988752,-47.7213652181585,0,0.33760867888142
0.689377530436116,0.388565868649536,-0.0780588167094368,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,26.096965652006,-45.9465086235997,1.77485659455886,0.138997948315148
0.640717496679848,0.433293769625094,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,25.0333688724105,-45.9442887652292,1.77707645292935,0.138843756022716
0.852584153885585,0.150550752928371,-0.39443441687176,0.503062775077734,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,27.0343992541323,-45.6521318415979,2.06923337656065,0.119973487599149
0.624942923826858,0.535577944104474,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,24.2029982301906,-44.2835474807893,3.43781773736919,0.0605202851935321
0.781052736562285,0.411447238545467,-0.244536588103855,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,25.2319602117311,-44.2164977430499,3.50486747510865,0.0585249835572403
0.668505443791847,0.404672137988459,-0.0841290934343243,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,25.1516599847694,-44.0558972891264,3.66546792903216,0.0540091515558849
0.713758569773421,0.509487536445976,-0.079101244743768,-0.400742701771492,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,25.4746878907254,-42.5327091147841,5.18865610337446,0.0252180351297134
0.670085414033823,0.401282664774346,-0.0920299415581446,0.0201487640355343,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,25.1522632623725,-41.8878598580783,5.83350536008027,0.0182677057892074
1.02468790215863,NA,-0.460946641522466,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,22.2711782083985,-40.4199074372052,7.30145778095334,0.00876843708952313
0.680390990621261,0.342477128255588,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,21.9807799194109,-39.83911085923,7.88225435892855,0.00655848932435243
0.677836321267626,0.345091444585811,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,21.5268870813292,-38.9313251830665,8.79004003509203,0.00416562969902576
0.6541856580285,0.369311271869163,0.0444056086608688,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,22.0179776310479,-37.7885325816834,9.93283263647515,0.00235248249573259
0.683593778998586,0.340021512851413,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,20.6866925840346,-37.2509361884774,10.4704290296811,0.00179799643832471
0.73934553295821,0.288186805905868,-0.0766903144936664,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,21.6577946912989,-37.0681667021855,10.653198515973,0.00164097111846387
1.00357127497559,NA,-0.519750436991228,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,20.5843562596648,-37.0462635397377,10.6751016784208,0.00162309793840336
0.700971025306334,0.298285903463978,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,20.3942110518376,-36.6659731240834,11.0553920940752,0.0013420407764728
0.69360057910279,0.342636752967447,NA,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,20.289167327549,-36.4558856755061,11.2654795426524,0.00120821939168079
0.94138586279089,NA,-0.251702173070299,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,20.1651813176649,-36.2079136557379,11.5134515624206,0.00106733158596257
0.881050982702246,NA,-0.35167768821681,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,20.0890391500683,-36.0556293205447,11.6657358976138,0.000989079586579267
0.677343546510252,0.307149913437577,-0.0148768732918755,0.147956998782346,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4,22.1010512990615,-35.7854359314564,11.9359292867022,0.000864091015793532
0.70961227907263,0.288424026143443,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,19.7576684342658,-35.3928878889398,12.3284773292187,0.000710098778034881
0.721700002945857,0.305207613142982,-0.0605822563000362,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,20.7487593226704,-35.2500959649284,12.4712692532302,0.000661168102100261
0.972138513504089,0.064239093278865,-0.493835960687953,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,20.6363718835526,-35.0253210866927,12.6960441314658,0.000590884568774799
0.770209606141735,0.282232928676771,-0.120078850594608,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,20.6339781916904,-35.0205337029684,12.7008315151901,0.000589471864654767
0.748000246516776,0.271571716823235,-0.092778338610006,0.0337593453413223,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,21.6617153449344,-34.906764023202,12.8146011949565,0.000556875753595686
0.925608993585315,NA,-0.237380616647762,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,19.4857888134546,-34.8491286473174,12.8722365708411,0.000541056907912116
0.726993654464762,0.229380949068588,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,19.4104788910281,-34.6985088024644,13.0228564156942,0.000501806476865351
0.670424257172403,0.330464024796274,0.0637684497460324,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,20.4466756640254,-34.6459286476384,13.0754365705201,0.000488785852300914
0.907627682230392,0.188687598110233,-0.176023304925982,-1.38544535470489,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,21.5105144572123,-34.6043622477578,13.1170029704007,0.000478732154095955
0.659065753845559,0.471281563703167,0.195025111915587,-0.711251462065708,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,21.4851406323193,-34.5536145979719,13.1677506201867,0.000466737704307885
0.625412842749556,0.501401159532045,0.406081239936353,-1.06101636479492,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,21.4179875672432,-34.4193084678198,13.3020567503387,0.000436424054957798
0.917879922753751,NA,-0.227737887984878,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,19.2049771234786,-34.2875052673653,13.4338599507932,0.000408590230973137
0.911462753129339,NA,-0.241050363974103,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,19.1523618167374,-34.182274653883,13.5390905642755,0.00038764790520628
0.888731739238727,NA,-0.213936338472476,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,19.123095996687,-34.1237430137821,13.5976222043764,0.000376467471629236
0.740644521738431,0.209278479028502,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,18.9603685718541,-33.7982881641164,13.9230770540421,0.000319930639884666
