species,name,size.Mbp,genecount,genedens,asmblysize.Gbp
Pipistrellus nathusii,OY882858.1,209.19739,1690,8.07849467,1.804478338
Pipistrellus nathusii,OY882859.1,196.764438,1684,8.558457093,1.804478338
Pipistrellus nathusii,OY882860.1,190.476234,1560,8.189998129,1.804478338
Pipistrellus nathusii,OY882879.1,106.220528,806,7.587987136,1.804478338
Pipistrellus nathusii,OY882861.1,102.3458,1016,9.927129399,1.804478338
Pipistrellus nathusii,OY882862.1,97.242187,1350,13.88286341,1.804478338
Pipistrellus nathusii,OY882863.1,86.915769,785,9.03173278,1.804478338
Pipistrellus nathusii,OY882864.1,86.227429,839,9.730082524,1.804478338
Pipistrellus nathusii,OY882865.1,84.086715,612,7.278200843,1.804478338
Pipistrellus nathusii,OY882866.1,75.120082,1214,16.16079173,1.804478338
Pipistrellus nathusii,OY882867.1,72.181568,792,10.97233022,1.804478338
Pipistrellus nathusii,OY882868.1,71.815049,643,8.953555125,1.804478338
Pipistrellus nathusii,OY882869.1,59.953136,597,9.957777688,1.804478338
Pipistrellus nathusii,OY882870.1,54.391558,550,10.11186332,1.804478338
Pipistrellus nathusii,OY882871.1,54.173731,560,10.33711339,1.804478338
Pipistrellus nathusii,OY882872.1,50.241875,1041,20.71976812,1.804478338
Pipistrellus nathusii,OY882873.1,48.644773,1095,22.51012663,1.804478338
Pipistrellus nathusii,OY882874.1,48.46421,400,8.253513263,1.804478338
Pipistrellus nathusii,OY882875.1,41.064673,846,20.6016495,1.804478338
Pipistrellus nathusii,OY882876.1,25.727265,556,21.61131391,1.804478338
Pipistrellus nathusii,OY882877.1,15.334796,202,13.17265649,1.804478338
Pipistrellus nathusii,OY882878.1,11.605936,160,13.78604879,1.804478338
Pipistrellus nathusii,OY882880.1,5.855128,25,4.269761481,1.804478338
